pac_id,depth,path,status,total_received,total_donated_all,data_sufficiency,unitemized_amount,small_dollar_amount,under_5k_amount,over_5k_amount,is_federal_pac,is_major_donor_ie,low_data_sufficiency,unknown_data_sufficiency,data_ok,pct_unitemized,pct_small_dollar,pct_over_5k
1262838,0,1262838,unresolved,NA,84600,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1042976,0,1042976,resolved,21917.5,10000,2.19175,0,0,0,21917.5,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1043305,0,1043305,unresolved,NA,39200,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1247000,0,1247000,resolved,13668986.99,104100,131.3063111431316,13648572.01,0,0,20414.98,TRUE,FALSE,FALSE,FALSE,FALSE,0.9985064745459971,0,0.0014935254540029378
1367567,0,1367567,resolved,21700,12300,1.7642276422764227,0,100,2000,19600,FALSE,FALSE,FALSE,FALSE,TRUE,0,0.004608294930875576,0.9032258064516129
1019401,0,1019401,resolved,2734188.649999997,1764328.25,1.5497051923302805,615451.24,13441.16,1509966.5899999992,595329.6599999999,FALSE,FALSE,FALSE,FALSE,TRUE,0.2250946510219771,0.004915959255408369,0.2177354002255845
1435580,0,1435580,resolved,36782,25000,1.47128,0,200,16582,20000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0.0054374422271763366,0.5437442227176337
1299419,0,1299419,unresolved,NA,10000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1034124,0,1034124,resolved,370686.92,170554.88,2.173417260180418,361220.18,0,0,9466.74,FALSE,FALSE,FALSE,FALSE,TRUE,0.9744616292368773,0,0.02553837076312269
1413981,0,1413981,unresolved,NA,22900,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1478172,0,1478172,resolved,744815.37,97650,7.627397542242703,1537,100,188767.15,554411.22,FALSE,FALSE,FALSE,FALSE,TRUE,0.0020635986606989593,1.3426146133369937e-4,0.744360605769991
1019977,0,1019977,unresolved,NA,154500,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1071932,0,1071932,resolved,1338859.3499999999,1074000,1.246610195530726,1317656.13,0,0,21203.22,FALSE,FALSE,FALSE,FALSE,TRUE,0.9841632207296458,0,0.01583677927035428
1456932,0,1456932,unresolved,NA,125315,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1277874,0,1277874,resolved,120203.08,217606.32,0.5523878166773832,0,0,100000,20203.08,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0.16807456181655248
1045460,0,1045460,resolved,21830.15,10500,2.0790619047619048,21830.15,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1477142,0,1477142,resolved,733700.44,87750,8.361258575498574,668.52,2100,268205.28,462726.64,FALSE,FALSE,FALSE,FALSE,TRUE,9.111620540939025e-4,0.002862203544541966,0.6306751567438068
1076050,0,1076050,resolved,231331.59,144100,1.6053545454545455,0.11,0,12033.9,219297.58,FALSE,FALSE,FALSE,FALSE,TRUE,4.755079062051145e-7,0,0.9479793918331689
1226530,0,1226530,resolved,693059.4,340850,2.0333266832917705,0,0,0,693059.4,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1042187,0,1042187,resolved,146058.5,52800,2.7662594696969696,146058.5,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1073761,0,1073761,resolved,1663353.3400000003,659260,2.523061220155933,1663353.3400000003,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1490064,0,1490064,resolved,403021,74200,5.43154986522911,1449,3700,18272,379600,FALSE,FALSE,FALSE,FALSE,TRUE,0.003595346148215602,0.009180663042372483,0.9418864029417822
1221924,0,1221924,unresolved,NA,5000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1489012,0,1489012,resolved,25000,5900,4.237288135593221,0,0,0,25000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1469747,0,1469747,resolved,5983286.88,640332,9.344038530012556,5969337,0,0,13949.88,FALSE,FALSE,FALSE,FALSE,TRUE,0.9976685256315171,0,0.0023314743684828966
1475124,0,1475124,resolved,459782.12,20000,22.989106,0,0,0,459782.12,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1
1223277,0,1223277,resolved,84135,50450,1.6676907829534193,0,0,0,84135,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1477312,0,1477312,resolved,1252352.41,152040,8.236992962378322,745,900,461581.9,789125.51,FALSE,FALSE,FALSE,FALSE,TRUE,5.948804777722272e-4,7.186475570402744e-4,0.6301145777329562
1034589,0,1034589,resolved,1940620,1244975,1.558762224141047,0,0,0,1940620,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1021744,0,1021744,resolved,235424.93,227852.57,1.0332335948635558,0,0,6898,228526.93,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9706997895252639
1021273,0,1021273,resolved,2305264.38,1058017.72,2.1788523352898097,22375.02,1230,270095.12,2011564.24,FALSE,FALSE,FALSE,FALSE,TRUE,0.009706053758571502,5.335613609750045e-4,0.8725958972219924
1021706,0,1021706,resolved,494386.87,130300,3.7942200306983884,70254.82,46575,346577.31,30979.739999999998,FALSE,FALSE,FALSE,FALSE,TRUE,0.14210494708324273,0.0942075990003537,0.06266295057552802
1030692,0,1030692,resolved,46960,55250,0.8499547511312218,0,0,46960,0,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0
1266480,0,1266480,resolved,273900,85100,3.218566392479436,0,0,97900,176000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.642570281124498
1019780,0,1019780,resolved,304935.8200000027,192900,1.580797407983425,126286.45000000001,13701.68999999998,154267.67999999927,10680,FALSE,FALSE,FALSE,FALSE,TRUE,0.4141410805722952,0.04493302885833439,0.03502376336108991
1054067,0,1054067,resolved,34177.97,55100,0.6202898366606171,0,3110,22767.97,8300,FALSE,FALSE,TRUE,FALSE,FALSE,0,0.09099428667062438,0.24284648854218083
1048794,0,1048794,resolved,180120.51,128400,1.402807710280374,0,0,3879.4,176241.11000000002,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.978462197336661
1237671,0,1237671,resolved,332156.73,330800,1.0041013603385731,0,0,0,332156.73,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1483803,0,1483803,resolved,11004728.68,2789200,3.94547851713753,11004728.68,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1281772,0,1281772,resolved,121770.61,39500,3.082800253164557,0,0,0,121770.61,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1064902,0,1064902,resolved,88522.59999999993,48700,1.8177125256673499,73960.18,1145.97,2777.4500000000003,10639,FALSE,FALSE,FALSE,FALSE,TRUE,0.8354948905703182,0.012945507700858321,0.12018399821062653
1022953,0,1022953,resolved,53559.2,76000,0.7047263157894736,85,285,53189.2,0,FALSE,FALSE,TRUE,FALSE,FALSE,0.0015870289324709855,0.0053212146559321275,0
1400117,0,1400117,unresolved,NA,93495.5,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1070701,0,1070701,resolved,176235,117100,1.504995730145175,0,0,72235,104000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.5901211450619911
1467150,0,1467150,resolved,1248,9800,0.1273469387755102,0,0,1248,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0
1343200,0,1343200,resolved,597103.11,427000,1.3983679391100703,0,0,485650,111453.11,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.18665638837486545
1058417,0,1058417,resolved,489441.35000000003,312400,1.5667136683738798,263.56,0,136846.6,352331.19,FALSE,FALSE,FALSE,FALSE,TRUE,5.384914862628586e-4,0,0.7198639632715952
1255069,0,1255069,resolved,964852.87,15900,60.682570440251574,955202.87,0,3650,6000,TRUE,FALSE,FALSE,FALSE,FALSE,0.9899984751042923,0,0.006218564701994409
1406838,0,1406838,resolved,70323.05,38200,1.8409175392670158,0,0,3417.0499999999997,66906,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9514092463281953
1018748,0,1018748,resolved,166188.14000000004,78000,2.13061717948718,44004.35,1205,101378.79000000002,19600,FALSE,FALSE,FALSE,FALSE,TRUE,0.26478634395932216,0.007250818259353524,0.1179386206500656
1388166,0,1388166,resolved,217649.23,102511.64,2.1231660131473853,0,0,11500,206149.23,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9471626892500378
1021618,0,1021618,resolved,1138492.5,342481.26,3.3242475807289424,823.5,200,208965,928504,FALSE,FALSE,FALSE,FALSE,TRUE,7.233249230890849e-4,1.756708981394256e-4,0.8155556580302461
1398390,0,1398390,resolved,247764.40999999997,46500,5.328266881720429,239686.81999999998,0,0,8077.59,FALSE,FALSE,FALSE,FALSE,TRUE,0.9673981020922254,0,0.03260189790777457
1480805,0,1480805,resolved,272415.5,102400,2.6603076171875,0,200,19950,252265.5,FALSE,FALSE,FALSE,FALSE,TRUE,0,7.341726149943744e-4,0.9260321090393168
1018750,0,1018750,resolved,419100,163300,2.5664421310471526,419100,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1018640,0,1018640,resolved,530603,251290.85,2.11150943219779,0,0,3060,527543,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9942329764437818
1313474,0,1313474,resolved,248166,132700,1.8701281085154484,0,0,24649,223517,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9006753543998774
1490566,0,1490566,resolved,44200,10000,4.42,0,0,0,44200,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1477778,0,1477778,resolved,158725,203300,0.7807427447122479,25,0,67000,91700,FALSE,FALSE,FALSE,FALSE,TRUE,1.5750511891636477e-4,0,0.577728776185226
1492717,0,1492717,unresolved,NA,39200,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1036989,0,1036989,resolved,25550,25000,1.022,50,0,0,25500,FALSE,FALSE,FALSE,FALSE,TRUE,0.0019569471624266144,0,0.9980430528375733
1445004,0,1445004,unresolved,NA,20800,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1018754,0,1018754,resolved,886467.64,632817.24,1.4008272593837678,886467.64,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1365388,0,1365388,resolved,114270.5,135350,0.8442593276690062,650,2820.5,73700,37100,FALSE,FALSE,FALSE,FALSE,TRUE,0.005688257249246306,0.02468266087922955,0.3246682214569815
1067533,0,1067533,resolved,863725.7600000001,608700,1.418967898800723,0,0,0,863725.7600000001,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1408693,0,1408693,resolved,66799,20000,3.33995,0,0,0,66799,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1
1042048,0,1042048,resolved,79125,40400,1.958539603960396,375,0,0,78750,FALSE,FALSE,FALSE,FALSE,TRUE,0.004739336492890996,0,0.995260663507109
1342714,0,1342714,resolved,347793.9799999995,183550,1.8948187414873305,207824.5,26483.969999999998,113485.51000000005,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.5975505959016321,0.07614844282238592,0
1435087,0,1435087,unresolved,NA,22800,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1029026,0,1029026,resolved,76535.37000000001,49600,1.5430518145161292,54778.87000000001,1465,2704,17587.5,FALSE,FALSE,FALSE,FALSE,TRUE,0.7157327389937489,0.019141476679344464,0.22979571406004828
1302173,0,1302173,resolved,280164.75,221531,1.2646751470448832,276016.25,4044,104.5,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.9851926411156293,0.014434364066143224,0
1268631,0,1268631,resolved,15434,27900,0.553189964157706,50,0,10384,5000,FALSE,FALSE,TRUE,FALSE,FALSE,0.0032396008811714397,0,0.32396008811714394
1025607,0,1025607,resolved,195819.03,43800,4.470754109589041,57915.23,5089.249999999999,110365.72000000004,22448.83,FALSE,FALSE,FALSE,FALSE,TRUE,0.29575894641087747,0.025989557807532798,0.11464069656559937
1039258,0,1039258,resolved,54305,47500,1.1432631578947368,142,0,45451,8712,FALSE,FALSE,FALSE,FALSE,TRUE,0.0026148605100819447,0,0.1604272166467176
1035426,0,1035426,resolved,166595,98450,1.6921787709497207,38002,3565,94983,30045,FALSE,FALSE,FALSE,FALSE,TRUE,0.22811008733755514,0.021399201656712385,0.18034754944626188
1444108,0,1444108,unresolved,NA,49700,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1327739,0,1327739,resolved,27939.5,39000,0.7163974358974359,0,0,0,27939.5,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1
1409634,0,1409634,resolved,3375677.8099999996,126400,26.70631178797468,0,0,0,3375677.8099999996,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1
1240437,1,1021268 -> 1240437,unresolved,NA,20200,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA
1286035,1,1377585 -> 1286035,resolved,1891660.7,817000,2.3153741738066094,0,100,1200,1890360.7,FALSE,FALSE,FALSE,FALSE,TRUE,0,5.2863602864932385e-5,0.9993127731627559
1401346,1,1377585 -> 1401346,resolved,169150.76,181300,0.9329881963596249,6670.860000000001,1720,30974,129785.9,FALSE,FALSE,FALSE,FALSE,TRUE,0.03943736345021447,0.010168443818993187,0.767279437585737
1408990,1,1377585 -> 1408990,resolved,311500,99100,3.143289606458123,0,0,1500,310000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9951845906902087
1463224,1,1377585 -> 1463224,resolved,2847824.7500000005,544896.13,5.226362591343786,2804300.4800000004,0,0,43524.270000000004,FALSE,FALSE,FALSE,FALSE,TRUE,0.9847166613746159,0,0.015283338625384163
1272633,1,1377585 -> 1272633,resolved,252085,171400,1.4707409568261376,15670,1345,109470,125600,FALSE,FALSE,FALSE,FALSE,TRUE,0.06216157248547117,0.005335501914036932,0.49824463970486144
1357256,1,1377585 -> 1357256,resolved,8446000,5424471.71,1.5570179828627035,0,0,0,8446000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1387772,1,1377585 -> 1387772,resolved,250871.91,231636.88,1.083039583334053,0,0,0,250871.91,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1423131,1,1377585 -> 1423131,resolved,2575969.86,869800,2.9615657162566107,0,0,0,2575969.86,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1471593,1,1377585 -> 1471593,resolved,15000,16000,0.9375,0,0,0,15000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1075652,1,1377585 -> 1075652,resolved,223421.43,50500,4.424186732673268,223421.43,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1298012,1,1377585 -> 1298012,resolved,125709.71,28250,4.449901238938053,23224.710000000003,0,483,102002,FALSE,FALSE,FALSE,FALSE,TRUE,0.18474873579773593,0,0.8114090789009059
1488590,1,1377585 -> 1488590,resolved,500000,405000,1.2345679012345678,0,0,0,500000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1437529,1,1377585 -> 1437529,resolved,15021309.22,3228388,4.652882249593295,0,0,0,15021309.22,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1439102,1,1377585 -> 1439102,resolved,2000000,5321500,0.37583388142441043,0,0,0,2000000,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1
1012312,1,1064861 -> 1012312,unresolved,NA,34700,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA
1011327,1,1064861 -> 1011327,unresolved,NA,35300,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA
1007720,1,1064861 -> 1007720,unresolved,NA,104200,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA
1011621,1,1064861 -> 1011621,unresolved,NA,5000,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA
1446977,1,1432932 -> 1446977,resolved,2390005,173608.35,13.766647744765732,0,0,0,2390005,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1477268,1,1432932 -> 1477268,resolved,899205.7100000001,148171.49,6.0686823760765325,99,100,369462.4,529544.31,FALSE,FALSE,FALSE,FALSE,TRUE,1.1009716564188632e-4,1.112092582241276e-4,0.5889022991190748
1335312,1,1432932 -> 1335312,resolved,83963.51,45500,1.845351868131868,9663.51,0,0,74300,FALSE,FALSE,FALSE,FALSE,TRUE,0.11509178213250018,0,0.8849082178674998
1067293,1,1432932 -> 1067293,resolved,500000,369900,1.3517166801838334,0,0,0,500000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1034330,1,1432932 -> 1034330,resolved,163087,99700,1.635777331995988,0,0,48345,114742,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.7035631288821304
1475739,1,1432932 -> 1475739,resolved,303657.86,25000,12.1463144,0,0,0,303657.86,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1479794,1,1442900 -> 1479794,unresolved,NA,6713.37,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1329702,1,1442900 -> 1329702,unresolved,NA,5000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1302433,1,1422595 -> 1302433,resolved,3656243.340000001,1011550,3.61449591221393,4620.74,1243.4,15456.24,3634922.96,FALSE,FALSE,FALSE,FALSE,TRUE,0.001263794438802314,3.400758331364235e-4,0.9941687743354629
1465611,1,1422595 -> 1465611,resolved,7242932.159999996,2774769.98,2.610282009754191,0,0,8934.17,7233997.9899999965,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9987664981802066
1266887,1,1422595 -> 1266887,resolved,1867391,1402680.79,1.331301471662701,0,0,1791,1865600,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.999040907876283
1067655,1,1422595 -> 1067655,resolved,8793053.16,5359300,1.6407092642695875,8706803.24,0,0,86249.92,FALSE,FALSE,FALSE,FALSE,TRUE,0.9901911294711199,0,0.009808870528880095
1030699,1,1438874 -> 1030699,resolved,3986896.24,73600,54.16978586956522,3986896.24,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1405807,1,1438874 -> 1405807,resolved,50345.97,9660.48,5.211539178177482,0,0,4564.15,45781.82,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9093442831670538
1401119,1,1438874 -> 1401119,resolved,2066920.0499999998,586500,3.5241603580562657,0,0,0,2066920.0499999998,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1076803,1,1476859 -> 1076803,resolved,120936.75,51750,2.3369420289855074,20364.75,3831,91341,5400,FALSE,FALSE,FALSE,FALSE,TRUE,0.16839174196429124,0.03167771583079585,0.044651439698850846
1018624,1,1476859 -> 1018624,resolved,895807.84,829000,1.0805884680337756,1054.04,200,831544.7999999999,63009,FALSE,FALSE,FALSE,FALSE,TRUE,0.0011766362750296982,2.232621674755604e-4,0.07033762955233792
1239870,1,1476859 -> 1239870,resolved,45355.79,30713.66,1.4767302236203697,5.79,0,25350,20000,FALSE,FALSE,FALSE,FALSE,TRUE,1.2765735091374222e-4,0,0.44095803424436
1022620,1,1476845 -> 1022620,resolved,56150.76,295000,0.1903415593220339,31659,1000,23491.760000000002,0,FALSE,FALSE,TRUE,FALSE,FALSE,0.5638213979650498,0.01780919795208471,0
1047894,1,1476845 -> 1047894,resolved,670560.0700000001,1573400,0.4261853756196772,194999.26,8100,68600.81,398860,FALSE,FALSE,TRUE,FALSE,FALSE,0.2908005840550571,0.012079454716115141,0.5948162108728007
1349036,1,1476845 -> 1349036,resolved,68600,58597.67,1.1706950122760855,0,0,0,68600,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1439959,1,1476845 -> 1439959,resolved,116952.3,118000,0.991121186440678,205,500,25675,90572.3,FALSE,FALSE,FALSE,FALSE,TRUE,0.0017528513761593402,0.00427524725892522,0.7744379546191054
1019127,1,1476845 -> 1019127,resolved,279864.89,100900,2.773685728444004,0,0,0,279864.89,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1275328,1,1476845 -> 1275328,resolved,87817,99082.7,0.8863000301768119,68292,5875,13650,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.7776626393522894,0.06690048623842763,0
1275549,1,1478170 -> 1275549,resolved,5490114,941100,5.833720114759324,0,0,17500,5472614,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9968124523461626
1405082,1,1478170 -> 1405082,resolved,25084.7,23300,1.0765965665236052,0,0,2500,22584.7,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9003376560213995
1073535,1,1478170 -> 1073535,resolved,74062.76000000017,79010.59999999999,0.937377516434506,60553.270000000004,12767.699999999988,741.7900000000001,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.8175940243112715,0.17239028089150282,0
1070689,1,1478170 -> 1070689,resolved,339723.08,141175,2.406396883300868,0,0,3000,336723.08,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9911692782250767
1035164,1,1478170 -> 1035164,resolved,531938,339100,1.5686759068121499,9145,1888,261473,259432,FALSE,FALSE,FALSE,FALSE,TRUE,0.017191853185897606,0.0035492858190240215,0.4877109738352966
1018843,1,1478170 -> 1018843,resolved,140813.89,93000,1.5141278494623658,0,0,135200,5613.89,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.039867444894818256
1021823,1,1478170 -> 1021823,resolved,1055526.5499999998,1019400,1.035439032764371,1053433.25,755.2000000000004,1338.1000000000001,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.9980168191884896,7.154722920044034e-4,0
1019100,1,1478170 -> 1019100,resolved,93819.6,12000,7.818300000000001,93819.6,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1452149,1,1268914 -> 1452149,resolved,1086357.0899999999,38915,27.916152897340353,6810.7,1200,568394.1900000002,509952.2,FALSE,FALSE,FALSE,FALSE,TRUE,0.006269301376769218,0.001104609166770385,0.4694148956122706
1488423,1,1268914 -> 1488423,resolved,58276335.92,40000,1456.908398,28,0,4500,58271807.92,FALSE,FALSE,FALSE,FALSE,TRUE,4.804694660013896e-7,0,0.999922301223498
1460720,1,1331005 -> 1460720,resolved,3000,50000,0.06,0,0,3000,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0
1021408,1,1477317 -> 1021408,resolved,163228.34999999998,111100,1.4692020702070205,1323.3400000000001,260,64105.009999999995,97540,FALSE,FALSE,FALSE,FALSE,TRUE,0.00810729263635882,0.0015928605539417633,0.5975677631979984
1025266,1,1477317 -> 1025266,resolved,314107.72,283300,1.1087459230497705,3169.8399999999997,170.59,270331.79,40435.5,FALSE,FALSE,FALSE,FALSE,TRUE,0.010091569860174083,5.430939424220456e-4,0.1287313154862924
1048529,1,1477317 -> 1048529,resolved,951412.09,249700,3.8102206247496997,3723.11,3050,490443.49000000005,454195.49,FALSE,FALSE,FALSE,FALSE,TRUE,0.0039132464671538915,0.0032057612385396534,0.4773909169054179
1034859,1,1477317 -> 1034859,resolved,112901.05,45100,2.503349223946785,1.05,60200,52700,0,FALSE,FALSE,FALSE,FALSE,TRUE,9.300179227739689e-6,0.5332102757237421,0
1299236,1,1477317 -> 1299236,resolved,77696.3,93455.62,0.8313710828733468,0,0,9000,68696.3,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.884164368187417
1045880,1,1477317 -> 1045880,resolved,201996.88,57400,3.519109407665505,5718.91,0,162440.72,33837.25,FALSE,FALSE,FALSE,FALSE,TRUE,0.028311872935859204,0,0.16751372595457908
1238126,1,1477317 -> 1238126,resolved,109703.7600000002,49800,2.202886746987956,17357.88,2348.3099999999995,89997.57,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.15822502346318823,0.021405920818028435,0
1021721,1,1476870 -> 1021721,resolved,200518.9,84900,2.361824499411072,4075,2000,67618.9,126825,FALSE,FALSE,FALSE,FALSE,TRUE,0.020322273860469014,0.009974122140107492,0.6324840202095663
1410185,1,1476870 -> 1410185,resolved,1282000,64600,19.845201238390093,0,0,0,1282000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1036915,1,1476870 -> 1036915,resolved,403495,169600,2.3790978773584905,403495,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1483175,1,1476870 -> 1483175,resolved,415000,25600,16.2109375,0,0,0,415000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1039225,1,1476870 -> 1039225,resolved,397830.1,105342.52,3.7765386664378253,1000,400,20850,375580.1,FALSE,FALSE,FALSE,FALSE,TRUE,0.0025136358460558918,0.0010054543384223568,0.9440716024252565
1303937,1,1477447 -> 1303937,resolved,181243.97999999995,133100,1.361712847483095,179885.59999999998,538.38,820,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.9925052407257886,0.0029704710744047893,0
1303833,1,1477447 -> 1303833,resolved,226140.7,127243.20000000004,1.7772321035623118,207053.45,0,0,19087.25,FALSE,FALSE,FALSE,FALSE,TRUE,0.9155956888786494,0,0.08440431112135055
1029806,1,1476547 -> 1029806,resolved,1009402.32,1115000,0.9052935605381165,0,0,0,1009402.32,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1045835,1,1476547 -> 1045835,resolved,12570892.05,522001.70999999996,24.08208978855644,0,0,0,12570892.05,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1467230,1,1476547 -> 1467230,resolved,425000,30700,13.843648208469055,0,0,0,425000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1443600,1,1453853 -> 1443600,unresolved,NA,15000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1447361,1,1477034 -> 1447361,unresolved,NA,72700,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1022037,1,1477034 -> 1022037,resolved,74777.47,86200,0.8674880510440836,76.1,0,16644.37,58057,FALSE,FALSE,FALSE,FALSE,TRUE,0.0010176862094959886,0,0.7763969548581946
1263100,1,1477034 -> 1263100,resolved,9100,5900,1.5423728813559323,0,0,0,9100,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1034642,1,1477034 -> 1034642,resolved,443550.89,132800,3.3399916415662654,311003.76,128937.13,3610,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.701168156826379,0.29069298000957683,0
1414539,1,1477034 -> 1414539,resolved,117925.41999999998,57100,2.0652437828371277,0,0,47128.8,70796.62,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.600350797987406
1018785,1,1477034 -> 1018785,resolved,57664.82000000001,79300,0.7271730138713746,814.47,100,34765.35,21985,FALSE,FALSE,TRUE,FALSE,FALSE,0.014124209526709699,0.001734159579445492,0.3812549835410914
1052012,1,1477034 -> 1052012,unresolved,NA,16800,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1269303,1,1477034 -> 1269303,resolved,10029.5,11900,0.8428151260504202,10029.5,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1476866,1,1477034 -> 1476866,resolved,1225510.9100000001,229196.49,5.346988123596484,1789.26,5100,453121.65,765500,FALSE,FALSE,FALSE,FALSE,TRUE,0.0014600114820683234,0.004161529659495238,0.6246374420281577
