"pac_id","depth","path","status","total_received","total_donated_all","data_sufficiency","unitemized_amount","small_dollar_amount","under_5k_amount","over_5k_amount","is_federal_pac"
"1443600",1,"1453853 -> 1443600","unresolved",NA,15000,NA,NA,NA,NA,NA,FALSE
"1447361",1,"1477034 -> 1447361","unresolved",NA,72700,NA,NA,NA,NA,NA,FALSE
"1022037",1,"1477034 -> 1022037","resolved",74777.47,82200,0.909701581508516,76.1,0,16644.37,58057,FALSE
"1263100",1,"1477034 -> 1263100","resolved",9100,5900,1.54237288135593,0,0,0,9100,FALSE
"1034642",1,"1477034 -> 1034642","resolved",406268.14,130800,3.1060255351682,273961.01,128907.13,3400,0,FALSE
"1414539",1,"1477034 -> 1414539","resolved",117925.42,57100,2.06524378283713,0,0,47128.8,70796.62,FALSE
"1018785",1,"1477034 -> 1018785","resolved",49648.95,66500,0.746600751879699,309.47,0,27354.48,21985,FALSE
"1052012",1,"1477034 -> 1052012","unresolved",NA,16800,NA,NA,NA,NA,NA,FALSE
"1269303",1,"1477034 -> 1269303","resolved",10029.5,11900,0.84281512605042,10029.5,0,0,0,FALSE
"1476866",1,"1477034 -> 1476866","resolved",1171413.91,204196.49,5.73669953876289,1742.26,5000,422271.65,742400,FALSE
"1286381",1,"1477034 -> 1286381","resolved",969326.67,123122.76,7.87284714865066,370596.42,50804.38,547925.87,0,FALSE
"1021408",1,"1477317 -> 1021408","resolved",163228.35,102100,1.59871057786484,1323.34,260,64105.01,97540,FALSE
"1025266",1,"1477317 -> 1025266","resolved",300862.74,270200,1.11348164322724,2688.64,170.59,271659.01,26344.5,FALSE
"1048529",1,"1477317 -> 1048529","resolved",912727.17,247400,3.6892771624899,3723.11,2950,482273.49,423780.57,FALSE
"1042048",1,"1477317 -> 1042048","resolved",79125,30400,2.60279605263158,375,0,0,78750,FALSE
"1034859",1,"1477317 -> 1034859","resolved",112901.05,43600,2.58947362385321,1.05,60200,52700,0,FALSE
"1299236",1,"1477317 -> 1299236","resolved",77696.3,91511.08,0.849037078351605,0,0,9000,68696.3,FALSE
"1045880",1,"1477317 -> 1045880","resolved",201996.88,57400,3.5191094076655,5718.91,0,162440.72,33837.25,FALSE
"1238126",1,"1477317 -> 1238126","resolved",109703.76,24800,4.42353870967743,17357.88,2348.31,89997.57,0,FALSE
"1021721",1,"1476870 -> 1021721","resolved",200518.9,74400,2.69514650537634,4075,2000,67618.9,126825,FALSE
"1410185",1,"1476870 -> 1410185","resolved",1282000,64600,19.8452012383901,0,0,0,1282000,FALSE
"1036915",1,"1476870 -> 1036915","resolved",277522.5,168100,1.65093694229625,277522.5,0,0,0,FALSE
"1483175",1,"1476870 -> 1483175","resolved",415000,25600,16.2109375,0,0,0,415000,FALSE
"1039225",1,"1476870 -> 1039225","resolved",397830.1,35342.52,11.2564157847262,1000,400,20850,375580.1,FALSE
"1473273",1,"1435580 -> 1473273","unresolved",NA,5000,NA,NA,NA,NA,NA,FALSE
"1029806",1,"1476547 -> 1029806","resolved",1009402.32,1011500,0.997926169055858,0,0,0,1009402.32,FALSE
"1045835",1,"1476547 -> 1045835","resolved",12570892.05,462501.71,27.1802066418306,0,0,0,12570892.05,FALSE
"1467230",1,"1476547 -> 1467230","resolved",425000,30700,13.8436482084691,0,0,0,425000,FALSE
"1386983",1,"1477312 -> 1386983","unresolved",NA,27900,NA,NA,NA,NA,NA,FALSE
"1070781",1,"1477312 -> 1070781","resolved",147841.1,82800,1.78552053140097,142888,0,4953.1,0,FALSE
"1047613",1,"1477312 -> 1047613","unresolved",NA,6900,NA,NA,NA,NA,NA,FALSE
"1021680",1,"1477312 -> 1021680","resolved",192535,122550,1.57107303141575,0,0,35650,156885,FALSE
"1302173",1,"1477312 -> 1302173","resolved",274722.75,172831,1.58954556763544,270574.25,4044,104.5,0,FALSE
"1065050",1,"1477312 -> 1065050","resolved",418440.02,214877.47,1.94734245521413,0,0,15340.02,403100,FALSE
"1314816",1,"1477312 -> 1314816","resolved",43259.75,17700,2.44405367231638,10334.77,3574.98,29350,0,FALSE
"1065029",1,"1477312 -> 1065029","resolved",119137.5,56800,2.0974911971831,4412.5,3300,39500,71925,FALSE
"1416673",1,"1478172 -> 1416673","resolved",136755.18,81800,1.67182371638142,5972.85,1006.33,94776,35000,FALSE
"1334557",1,"1478172 -> 1334557","resolved",123299,71000,1.73660563380282,0,0,0,123299,FALSE
"1036761",1,"1478172 -> 1036761","resolved",329847.02,249150,1.32388930363235,329847.02,0,0,0,FALSE
"1045888",1,"1478172 -> 1045888","resolved",74200,93400,0.794432548179872,0,0,12100,62100,FALSE
"1427579",1,"1478172 -> 1427579","resolved",127076,24400,5.20803278688525,2178,800,59598,64500,FALSE
"1058621",1,"1021744 -> 1058621","resolved",216524.27,99300,2.18050624370594,0,0,0,216524.27,FALSE
"1488229",1,"1021744 -> 1488229","unresolved",NA,5000,NA,NA,NA,NA,NA,FALSE
"1447800",1,"1281772 -> 1447800","unresolved",NA,12170.61,NA,NA,NA,NA,NA,FALSE
"1478537",1,"1281772 -> 1478537","resolved",340,96800,0.00351239669421488,340,0,0,0,FALSE
"1477297",1,"1489012 -> 1477297","resolved",712352.23,101800,6.99756611001965,910,1200,300542.23,409700,FALSE
"1052206",1,"1477142 -> 1052206","resolved",161411.53,58730,2.74836591179976,136280,0,0,25131.53,FALSE
"1338487",1,"1477142 -> 1338487","resolved",1224423.55,931017.86,1.31514507143826,39465,19325,878075,287558.55,FALSE
"1245177",1,"1477142 -> 1245177","resolved",127400,51678.47,2.46524326281331,0,0,0,127400,FALSE
"1328933",1,"1477142 -> 1328933","resolved",147300,89300,1.6494960806271,0,0,12800,134500,FALSE
"1072551",1,"1070701 -> 1072551","resolved",311907,93100,3.35023630504834,47885.49,1158.5,112653.26,150209.75,FALSE
"1332968",2,"1377585 -> 1272633 -> 1332968","resolved",1470836.49,230900,6.3700151147683,0,0,0,1470836.49,FALSE
"1357479",2,"1377585 -> 1272633 -> 1357479","resolved",775163.05,71200,10.887121488764,0,0,0,775163.05,FALSE
"1464406",2,"1377585 -> 1387772 -> 1464406","unresolved",NA,238282.59,NA,NA,NA,NA,NA,FALSE
"1436831",2,"1377585 -> 1423131 -> 1436831","resolved",130,25619.86,0.00507418853967196,5,0,125,0,FALSE
"1069777",2,"1432932 -> 1446977 -> 1069777","resolved",12467022.7100001,13110288.02,0.950934311357724,10196026.23,2097.87,223852.22,2045046.39,FALSE
"1294628",2,"1432932 -> 1446977 -> 1294628","resolved",11047651,7265930.6,1.52047295910038,334,0,31379,11015938,FALSE
"1365806",2,"1432932 -> 1446977 -> 1365806","resolved",2800000,479050.05,5.8449007572382,0,0,0,2800000,FALSE
"1067651",2,"1432932 -> 1477268 -> 1067651","resolved",152314.8,93000,1.6377935483871,8420,75,25674.97,118144.83,FALSE
"1038764",2,"1432932 -> 1477268 -> 1038764","resolved",4709.43,55700,0.0845499102333932,1020.71,160.46,3528.26,0,FALSE
"1431455",2,"1432932 -> 1477268 -> 1431455","unresolved",NA,11500,NA,NA,NA,NA,NA,FALSE
"1025467",2,"1432932 -> 1477268 -> 1025467","resolved",19747.5,75000,0.2633,19747.5,0,0,0,FALSE
"1219570",2,"1432932 -> 1477268 -> 1219570","resolved",114757.4,89500,1.28220558659218,0,300,16457.4,98000,FALSE
"1008988",2,"1476845 -> 1047894 -> 1008988","unresolved",NA,110150,NA,NA,NA,NA,NA,FALSE
"1305436",2,"1478170 -> 1275549 -> 1305436","resolved",59700,55500,1.07567567567568,0,0,11500,48200,FALSE
"1041364",2,"1478170 -> 1275549 -> 1041364","resolved",68600.95,78600,0.872785623409669,5228,16000,31372.95,16000,FALSE
"1049575",2,"1478170 -> 1275549 -> 1049575","resolved",128033,15000,8.53553333333333,3924.94,2119.9,91962.16,30026,FALSE
"1249402",2,"1478170 -> 1275549 -> 1249402","resolved",67500,23300,2.89699570815451,67500,0,0,0,FALSE
"1065909",2,"1478170 -> 1275549 -> 1065909","resolved",3192.25,26900,0.118671003717472,0,0,3192.25,0,FALSE
"1021800",2,"1478170 -> 1275549 -> 1021800","resolved",86338.46,34002.51,2.53917901943121,6216,1100,16222.46,62800,FALSE
"1406018",2,"1478170 -> 1275549 -> 1406018","resolved",285729.97,20000,14.2864985,3355.72,2270,262852.39,17251.86,FALSE
"1035088",2,"1478170 -> 1275549 -> 1035088","resolved",43149.43,31000,1.39191709677419,4116.73,1300,24032.7,13700,FALSE
"1485004",2,"1478170 -> 1275549 -> 1485004","resolved",43000,17662.61,2.4345212853593,0,0,700,42300,FALSE
"1233935",2,"1478170 -> 1275549 -> 1233935","resolved",2714.8,37500,0.0723946666666667,0,0,2714.8,0,FALSE
"1434027",2,"1478170 -> 1070689 -> 1434027","unresolved",NA,10000,NA,NA,NA,NA,NA,FALSE
"1384599",2,"1478170 -> 1035164 -> 1384599","resolved",224546.39,50800,4.42020452755906,0,0,0,224546.39,FALSE
"1476902",2,"1268914 -> 1452149 -> 1476902","resolved",185250,85270.26,2.17250422362967,0,0,128850,56400,FALSE
"1434406",2,"1268914 -> 1452149 -> 1434406","resolved",38635.29,10000,3.863529,3052,262.89,29277.79,6042.61,FALSE
"1446747",2,"1268914 -> 1452149 -> 1446747","unresolved",NA,6800,NA,NA,NA,NA,NA,FALSE
"1477489",2,"1268914 -> 1452149 -> 1477489","resolved",1120250.05,299900,3.73541197065689,0,4150,500699.24,615400.81,FALSE
"1050995",2,"1477034 -> 1476866 -> 1050995","resolved",119750,61700,1.94084278768233,119750,0,0,0,FALSE
"1298069",2,"1477034 -> 1476866 -> 1298069","resolved",369287.9,87200,4.23495298165138,0,0,0,369287.9,FALSE
"1070610",2,"1477034 -> 1476866 -> 1070610","unresolved",NA,11800,NA,NA,NA,NA,NA,FALSE
"1229652",2,"1477317 -> 1021408 -> 1229652","resolved",1319790.75,10000,131.979075,140.75,0,0,1319650,FALSE
"1045895",2,"1476870 -> 1410185 -> 1045895","resolved",292092.54,722400,0.404336295681063,274615.34,0,0,17477.2,FALSE
"1274157",2,"1476870 -> 1410185 -> 1274157","resolved",106000,45000,2.35555555555556,0,0,0,106000,FALSE
"1071844",2,"1476870 -> 1410185 -> 1071844","resolved",422178.5,30000,14.0726166666667,403631.51,3236.74,15310.25,0,FALSE
"1019646",2,"1476870 -> 1410185 -> 1019646","resolved",1406207.5,1291400,1.08890157968097,1399400,0,0,6807.5,FALSE
"1241835",2,"1476547 -> 1467230 -> 1241835","resolved",19955.68,107433.15,0.185749742979704,0,0,0,19955.68,FALSE
"1029026",2,"1477312 -> 1065050 -> 1029026","resolved",76535.37,44600,1.71603968609865,54778.87,1465,2704,17587.5,FALSE
"1391325",2,"1478172 -> 1416673 -> 1391325","unresolved",NA,10000,NA,NA,NA,NA,NA,FALSE
"1466651",2,"1478172 -> 1045888 -> 1466651","resolved",166420.32,25300,6.57787826086957,166420.32,0,0,0,FALSE
"1021723",2,"1489012 -> 1477297 -> 1021723","resolved",290820.46,137900,2.10892284263959,1850,260,92475,196235.46,FALSE
"1243091",2,"1489012 -> 1477297 -> 1243091","resolved",430776.62,229800,1.87457188859878,0.95,100,5000,425675.67,FALSE
"1048801",2,"1477142 -> 1328933 -> 1048801","resolved",59239.25,16000,3.702453125,59239.25,0,0,0,FALSE
"1065171",2,"1477142 -> 1328933 -> 1065171","resolved",158222.68,52000,3.04274384615385,146477.9,0,0,11744.78,FALSE
"1018355",2,"1477142 -> 1328933 -> 1018355","resolved",1950250.63,1854367.44,1.05170668333133,52737.13,6205.85,520134.06,1371173.59,FALSE
"1467372",3,"1432932 -> 1446977 -> 1069777 -> 1467372","unresolved",NA,10000,NA,NA,NA,NA,NA,FALSE
"1235352",3,"1432932 -> 1446977 -> 1294628 -> 1235352","unresolved",NA,2093220,NA,NA,NA,NA,NA,FALSE
"1288733",3,"1432932 -> 1446977 -> 1294628 -> 1288733","unresolved",NA,7500,NA,NA,NA,NA,NA,FALSE
"1036765",3,"1432932 -> 1446977 -> 1294628 -> 1036765","unresolved",NA,30000,NA,NA,NA,NA,NA,FALSE
"1474269",3,"1432932 -> 1446977 -> 1365806 -> 1474269","resolved",60.47,1900000,3.18263157894737e-05,60.47,0,0,0,FALSE
"1413944",3,"1432932 -> 1446977 -> 1365806 -> 1413944","resolved",0,525000,0,0,0,0,0,FALSE
"1053292",3,"1432932 -> 1446977 -> 1365806 -> 1053292","resolved",276115,169877.47,1.62537739701445,8995,3455,263665,0,FALSE
"1280496",3,"1432932 -> 1446977 -> 1365806 -> 1280496","resolved",24600,167000,0.147305389221557,0,0,0,24600,FALSE
"1026400",3,"1432932 -> 1477268 -> 1067651 -> 1026400","resolved",56108.37,17200,3.26211453488372,17858.37,0,19250,19000,FALSE
"1029893",3,"1432932 -> 1477268 -> 1067651 -> 1029893","resolved",42600,36600,1.16393442622951,0,0,0,42600,FALSE
"1410966",3,"1478170 -> 1275549 -> 1305436 -> 1410966","resolved",64195.73,15000,4.27971533333333,0,0,0,64195.73,FALSE
"1051385",3,"1478170 -> 1275549 -> 1021800 -> 1051385","resolved",30330.68,26500,1.14455396226415,198.83,99.33,14698.85,15333.67,FALSE
"1018998",3,"1478170 -> 1275549 -> 1021800 -> 1018998","resolved",5504.37,15000,0.366958,510.79,1300,3693.58,0,FALSE
"1025607",3,"1478170 -> 1275549 -> 1021800 -> 1025607","resolved",195819.03,33300,5.88045135135135,57915.23,5089.25,110365.72,22448.83,FALSE
"1464642",3,"1268914 -> 1452149 -> 1477489 -> 1464642","unresolved",NA,133388.83,NA,NA,NA,NA,NA,FALSE
"1026324",3,"1268914 -> 1452149 -> 1477489 -> 1026324","resolved",2002671.23,181300,11.0461733590734,0,0,0,2002671.23,FALSE
"1050957",3,"1268914 -> 1452149 -> 1477489 -> 1050957","resolved",371263.98,47600,7.79966344537815,0,0,371263.98,0,FALSE
"1035426",3,"1268914 -> 1452149 -> 1477489 -> 1035426","resolved",166595,71950,2.31542738012509,38002,3565,94983,30045,FALSE
"1021352",3,"1268914 -> 1452149 -> 1477489 -> 1021352","resolved",147252.5,65200,2.25847392638037,1050.5,200,29042,116960,FALSE
"1411956",3,"1268914 -> 1452149 -> 1477489 -> 1411956","resolved",2287133.34,525900,4.3489890473474,0,0,0,2287133.34,FALSE
"1396710",3,"1268914 -> 1452149 -> 1477489 -> 1396710","resolved",16950,20900,0.811004784688995,0,500,11450,5000,FALSE
"1045692",3,"1268914 -> 1452149 -> 1477489 -> 1045692","resolved",2500,31400,0.0796178343949045,0,0,2500,0,FALSE
"1466592",3,"1476547 -> 1467230 -> 1241835 -> 1466592","unresolved",NA,9955.68,NA,NA,NA,NA,NA,FALSE
"1441380",4,"1268914 -> 1452149 -> 1477489 -> 1021352 -> 1441380","resolved",1456601.22,8100,179.827311111111,0,0,1200,1455401.22,FALSE
"1041721",4,"1268914 -> 1452149 -> 1477489 -> 1411956 -> 1041721","resolved",108629.63,1e+05,1.0862963,0,0,1860.33,106769.3,FALSE
