entity_name,canonical_name,entity_id,Contributor.ID,original_group_id,to_add_status,confirmed_link,flag,review_group_id,entity_status,city,n_contributions,conflicting_contributor_ids,confirmed,is_conflict,link_methods,total_amount,max_single_recipient,same_recipient_variant,state,zip,
"SERVICE EMPLOYEES INTERNATIONAL UNION, UNITED HEALTHCARE WORKERS-WEST (SEIU/UHW) (INTERMEDIARY FOR UNITEMIZED MEMBER CONTR.)",SEIU UNITED HEALTHCARE WORKERS WEST,b5951f83-1f30-46b9-9257-e3919ea69ffa,NA,org_rg_8457,add to map,yes,,org_rg_35_k,new_entity,Oakland,21,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2223.79,34851.58,FALSE,CA,94612,
SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE OF INTERNS AND RESIDENT PHYSICIAN PAC,SERVICE EMPLOYEES INTERNATIONAL UNION OF INTERNS AND RESIDENT PHYSICIANS,15411a23-ef4b-40db-8669-77a2a9b48b96,1445325,org_rg_35,add to map,yes,,org_rg_35_l,merge_conflict,Los Angeles,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,2350,2848668,FALSE,CA,90071-1624,
SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE OF INTERNS AND RESIDENT PHYSICIANS,SERVICE EMPLOYEES INTERNATIONAL UNION OF INTERNS AND RESIDENT PHYSICIANS,15411a23-ef4b-40db-8669-77a2a9b48b96,NA,org_rg_35,add to map,yes,,org_rg_35_l,merge_conflict,Los Angeles,4,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,3860.78,2848668,TRUE,CA,90017-4533,
SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE OF INTERNS AND RESIDENT PHYSICIANS PAC,SERVICE EMPLOYEES INTERNATIONAL UNION OF INTERNS AND RESIDENT PHYSICIANS,15411a23-ef4b-40db-8669-77a2a9b48b96,1445325,org_rg_35,add to map,yes,,org_rg_35_l,merge_conflict,Los Angeles,6,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,19800,2848668,TRUE,CA,90017 | 90017-5864 | 90071 | 90071-1624,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 2021 CANNDIDATE PAC,NA,f7636b51-da70-44bd-86eb-e0f86a8e6b85,1296948,org_rg_35,don't add,no,,org_rg_35_m,merge_conflict,Sacramento,2,TRUE,FALSE,FALSE,same_contributor_id,10000,2848668,FALSE,CA,95814,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99,320d022d-d191-45c9-818e-eb02989564fb,980422,org_rg_35,add to map,yes,,org_rg_35_n,merge_conflict,Sacramento,1,TRUE,FALSE,FALSE,same_contributor_id,19600,2848668,FALSE,CA,95814,
"SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 99",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99,320d022d-d191-45c9-818e-eb02989564fb,NA,org_rg_35,add to map,yes,,org_rg_35_n,merge_conflict,Los Angeles,1,TRUE,FALSE,FALSE,name_v5_cross,5000,2848668,FALSE,CA,90010-2335,
CALIFORNIA IATSE COUNCIL,CALIFORNIA INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES COUNCIL,3eeccbc6-5f54-4e1c-a721-1cef9b0a6455,NA,org_rg_355,in existing map,,,org_rg_355_a,adding_to_existing,Valley Village,9,TRUE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,8077.59,20000,FALSE,CA,91607-3726,
CALIFORNIA IATSE COUNCIL PAC,CALIFORNIA INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES COUNCIL,3eeccbc6-5f54-4e1c-a721-1cef9b0a6455,1398390,org_rg_355,in existing map,,,org_rg_355_a,adding_to_existing,Burbank,3,TRUE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,27500,20000,TRUE,CA,91506 | 91506-2635,
IATSE LOCAL 44 AFFILIATED PROPERTY CRAFTSPERSONS,NA,54b87339-7cef-44bc-9242-17a1c3fc7b8b,NA,org_rg_355,don't add,no,,org_rg_355_b,adding_to_existing,Valley Village,10,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,3222.65,20000,TRUE,CA,91607-3726,
IATSE LOCAL 600 POLITICAL ACTION COMMITTEE,INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES CINEMATOGRAPHERS GUILD LOCAL 600,c0d1328c-533e-40cc-8dbf-6bd840bd0f14,943521,org_rg_355,add to map,yes,,org_rg_355_c,adding_to_existing,Los Angeles,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,10000,20000,TRUE,CA,90046,
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES (IATSE) LOCAL NO. 600 PAC SMALL CONTRIBUTOR COMMITTEE,INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES CINEMATOGRAPHERS GUILD LOCAL 600,c0d1328c-533e-40cc-8dbf-6bd840bd0f14,943521,org_rg_355,add to map,yes,,org_rg_355_c,adding_to_existing,Los Angeles,1,TRUE,FALSE,FALSE,same_contributor_id,1500,20000,FALSE,CA,90046,
IATSE LOCAL 695,NA,5a25005d-d004-4f64-9c09-d33097760ce0,NA,org_rg_355,don't add,no,,org_rg_355_d,adding_to_existing,North Hollywood,9,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,1381.82,20000,TRUE,CA,91601-2918,
IATSE LOCAL 871,NA,880554fb-64c8-4b75-9521-da61cdd93e5e,NA,org_rg_355,don't add,no,,org_rg_355_e,adding_to_existing,Burbank,8,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,1681.02,20000,TRUE,CA,91505-2833,
ELECTRICAL WORKERS LOCAL 569 (INTERMEDIARY FOR UNITEMIZED DUES),INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 569,4e2eda30-9690-49f1-8626-b468e9c31102,NA,org_rg_36,add to map,yes,,org_rg_36_a,merge_conflict,San Diego,15,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,37956,9191.7,FALSE,CA,92123,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 569 CANDIDATE PAC,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 569,4e2eda30-9690-49f1-8626-b468e9c31102,1342714,org_rg_36,add to map,yes,,org_rg_36_a,merge_conflict,Lomg Beach | Long Beach,10,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,160750,9191.7,FALSE,CA,90802,
IBEW 18,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 18,56eca98c-74f0-4335-acb0-3110d5d1df61,NA,org_rg_36,add to map,yes,,org_rg_36_b,merge_conflict,Los Angeles,10,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,6990.62,9191.7,TRUE,CA,90004-4340,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION 18,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 18,56eca98c-74f0-4335-acb0-3110d5d1df61,NA,org_rg_36,add to map,yes,,org_rg_36_b,merge_conflict,Los Angeles,1,TRUE,FALSE,FALSE,internal_fuzzy,5800,9191.7,FALSE,CA,90004-4340,
IBEW 302 COMMUNITY CANDIDATES PAC,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 302,7982f64f-ea81-40ec-b7f5-8ead39c41868,1300752,org_rg_36,add to map,yes,,org_rg_36_c,merge_conflict,Fairfield,1,TRUE,FALSE,FALSE,map1_bridge,2000,9191.7,FALSE,CA,94533,
"IBEW 332 EDUATION FUND, SPONSORED BY INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 332",INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 332,a4aa5814-a7ab-42f6-b316-08e6c1d48095,1298069,org_rg_36,add to map,yes,,org_rg_36_d,merge_conflict,San Jose,2,TRUE,FALSE,FALSE,same_contributor_id,10000,9191.7,FALSE,CA,95125,
IBEW 332 EDUCATION FUND (SPONSORED BY INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 332),INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 332,a4aa5814-a7ab-42f6-b316-08e6c1d48095,1298069,org_rg_36,add to map,yes,,org_rg_36_d,merge_conflict,San Jose,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,3000,9191.7,FALSE,CA,95125,
IBEW 47,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 47,18512618-a607-4f2f-8ca4-eb73aa794981,NA,org_rg_36,add to map,yes,,org_rg_36_e,merge_conflict,Diamond Bar,4,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,2201.08,9191.7,TRUE,CA,91765-1037,
IBEW LOCAL 47,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 47,18512618-a607-4f2f-8ca4-eb73aa794981,NA,org_rg_36,add to map,yes,,org_rg_36_e,merge_conflict,Diamond Bar,4,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,3255,9191.7,FALSE,CA,91765,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL NO. 47 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS),INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 47,18512618-a607-4f2f-8ca4-eb73aa794981,NA,org_rg_36,add to map,yes,,org_rg_36_e,merge_conflict,Diamond Bar,6,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,716.04,9191.7,FALSE,CA,91765,
IBEW LOCAL 1245 PAC SMALL CONTRIBUTOR COMMITTEE,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 1245,71da9155-d8e9-41d7-bb87-126e9b89cd2d,742993,org_rg_36,add to map,yes,,org_rg_36_f,merge_conflict,Vacaville,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,3000,9191.7,FALSE,CA,95687,
IBEW LOCAL UNION 1245 PAC SMALL CONTRIBUTOR COMMITTEE,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 1245,71da9155-d8e9-41d7-bb87-126e9b89cd2d,742993,org_rg_36,add to map,yes,,org_rg_36_f,merge_conflict,Vacaville,1,TRUE,FALSE,FALSE,same_contributor_id,5000,9191.7,FALSE,CA,95687,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS (IBEW) LOCAL 1245 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS),INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 1245,71da9155-d8e9-41d7-bb87-126e9b89cd2d,NA,org_rg_36,add to map,yes,,org_rg_36_f,merge_conflict,Vacaville,10,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,1222.5,9191.7,FALSE,CA,95687,
IBEW LOCAL 440,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 440,367ace43-ee8a-4d7b-a305-eab749e48cd6,NA,org_rg_36,add to map,yes,,org_rg_36_g,merge_conflict,RIVERSIDE,40,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,163648,9191.7,FALSE,CA,92507,
INTERNATIONAL BROTHERHOO OF ELECTRICAL WORKERS LOCAL 440,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 440,367ace43-ee8a-4d7b-a305-eab749e48cd6,1302490,org_rg_36,add to map,yes,,org_rg_36_g,merge_conflict,Riverside,1,TRUE,FALSE,FALSE,internal_fuzzy,2500,9191.7,FALSE,CA,92507,
IBEW LOCAL 684 PAC,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 684,cef73891-a6ee-4e43-8f0a-34fc22b76a5f,1309647,org_rg_36,add to map,yes,,org_rg_36_h,merge_conflict,Long Beach,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,1000,9191.7,FALSE,CA,90802-5054,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS (IBEW) LOCAL 684 PAC,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 684,cef73891-a6ee-4e43-8f0a-34fc22b76a5f,1309647,org_rg_36,add to map,yes,,org_rg_36_h,merge_conflict,Long Beach,1,TRUE,FALSE,FALSE,same_contributor_id,1000,9191.7,FALSE,CA,90802,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS AFFILIATED WITH A.F.L.-C.I.O. PAC LOCAL UNION NO. 11,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 11,abe62467-94cf-4b01-a3ce-779164eaf832,822725,org_rg_36,add to map,yes,,org_rg_36_i,merge_conflict,Pasadena,1,TRUE,FALSE,FALSE,same_contributor_id,5000,9191.7,FALSE,CA,91101,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL NO 11 PAC,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 11,abe62467-94cf-4b01-a3ce-779164eaf832,822725,org_rg_36,add to map,yes,,org_rg_36_i,merge_conflict,Pasadena,2,TRUE,FALSE,FALSE,same_contributor_id,10000,9191.7,FALSE,CA,91101,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL NO.11 PAC SMALL CONTRIBUTOR COMMITTEE,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 11,abe62467-94cf-4b01-a3ce-779164eaf832,822725,org_rg_36,add to map,yes,,org_rg_36_i,merge_conflict,Pasadena,1,TRUE,FALSE,FALSE,same_contributor_id,10000,9191.7,FALSE,CA,91101,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION NO.11,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 11,abe62467-94cf-4b01-a3ce-779164eaf832,822725,org_rg_36,add to map,yes,,org_rg_36_i,merge_conflict,Padadena,1,TRUE,FALSE,FALSE,same_contributor_id,750,9191.7,FALSE,CA,91101,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS PAC,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 11,abe62467-94cf-4b01-a3ce-779164eaf832,822725,org_rg_36,uncertain,uncertain,,org_rg_36_i,merge_conflict,Pasadena,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,1000,9191.7,FALSE,CA,91101,
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL NO. 11 PAC",INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 11,abe62467-94cf-4b01-a3ce-779164eaf832,822725,org_rg_36,add to map,yes,,org_rg_36_i,merge_conflict,Pasadena,4,TRUE,FALSE,FALSE,name_v5_cross | same_contributor_id | same_contributor_id,75000,9191.7,FALSE,CA,91101-1567,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION 40 PAC,NA,a1ed4302-bfd3-4643-bffa-df3883a1a09a,1304081,org_rg_36,don't add,no,,org_rg_36_j,merge_conflict,North Hollywood,1,TRUE,FALSE,FALSE,map1_bridge,1000,9191.7,FALSE,CA,91601,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION 6 SMALL CONTRIBUTOR COMMITTEE,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 6,93326e1e-44b8-4d4f-bf46-57fe85ce7d1b,921730,org_rg_36,add to map,no,,org_rg_36_k,merge_conflict,San Francisco,1,TRUE,FALSE,TRUE,map1_bridge | same_contributor_id,5000,9191.7,FALSE,CA,94117,
LINCOLN CLUB OF NORTHERN CALIFORNIA,THE LINCOLN CLUB OF NORTHERN CALIFORNIA,e882731b-7291-4e2e-96c2-fd8c084f0049,NA,org_rg_364,add to map,no,,org_rg_364_a,new_entity,Sacramento,18,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,3600,8000,FALSE,CA,95814,
LOS ANGELES COUNTY LINCOLN CLUBS PAC (STATE),THE LINCOLN CLUB OF LOS ANGELES COUNTY,d8c9a31a-789d-48e8-86da-7efe705dc50c,801945,org_rg_364,add to map,no,,org_rg_364_b,new_entity,Arcadia,4,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,14000,8000,TRUE,CA,91006,
THE LINCOLN CLUB OF ORANGE COUNTY STATE PAC,THE LINCOLN CLUB OF ORANGE COUNTY,b5337ea5-ddf0-438e-9b0d-1a638230d3c6,970861,org_rg_364,add to map,yes,,org_rg_364_c,new_entity,Irvine,2,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,10000,8000,TRUE,CA,92618,
THE LINCOLN CLUB OF ORANGE STATE PAC,THE LINCOLN CLUB OF ORANGE COUNTY,b5337ea5-ddf0-438e-9b0d-1a638230d3c6,970861,org_rg_364,add to map,yes,,org_rg_364_c,new_entity,Irvine,2,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,37000,8000,FALSE,CA,92618,
LINCOLN CLUB OF ORANGE STATE PAC,THE LINCOLN CLUB OF ORANGE COUNTY,b5337ea5-ddf0-438e-9b0d-1a638230d3c6,970861,org_rg_364,add to map,yes,,org_rg_364_c,new_entity,Irvine,1,TRUE,FALSE,FALSE,same_contributor_id,1500,8000,FALSE,CA,92618-4989,
THE LINCOLN CLUB OF SAN DIEGO COUNTY,THE LINCOLN CLUB OF SAN DIEGO COUNTY,dc82f39a-3a2c-41e0-b419-7f8a1946174b,831561,org_rg_364,add to map,no,,org_rg_364_d,new_entity,IMPERIAL BEACH,3,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,31000,8000,FALSE,CA,91932,
CALIFORNIA APPLICANTS' ATTORNEYS ASSOCIATION,CALIFORNIA APPLICANTS ATTORNEYS ASSOCIATION,054b2e09-2483-4d05-a73d-cef4cd89a7cf,NA,org_rg_4,in existing map,yes,mult pac ids per entity,org_rg_4,adding_to_existing,Sacramento,36,TRUE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,31013.11,11800,FALSE,CA,95814,
CALIFORNIA APPLICANTS' ATTORNEYS ASSOCIATION PAC,CALIFORNIA APPLICANTS ATTORNEYS ASSOCIATION,054b2e09-2483-4d05-a73d-cef4cd89a7cf,746189,org_rg_4,in existing map,yes,mult pac ids per entity,org_rg_4,adding_to_existing,Sacramento,4,TRUE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,53500,11800,TRUE,CA,95815 | 95815-4415,
CALIFORNIA APPLICANTS' ATTORNEYS ASSOCIATION PAC - SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA APPLICANTS ATTORNEYS ASSOCIATION,054b2e09-2483-4d05-a73d-cef4cd89a7cf,1233793,org_rg_4,add to map,yes,mult pac ids per entity,org_rg_4,adding_to_existing,Sacramento,1,TRUE,FALSE,FALSE,same_contributor_id,4100,11800,FALSE,CA,95815,
CALIFORNIA APPLICANTS' ATTORNEYS ASSOCIATION-SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA APPLICANTS ATTORNEYS ASSOCIATION,054b2e09-2483-4d05-a73d-cef4cd89a7cf,1233793,org_rg_4,add to map,yes,mult pac ids per entity,org_rg_4,adding_to_existing,Sacramento,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,5900,11800,TRUE,CA,95815,
PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,PLANNED PARENTHOOD,cfe0a6c7-41c7-419f-bc90-bc40aa9c1b1a,NA,org_rg_40,add to map,yes,missing contributor id,org_rg_40,adding_to_existing,San Diego,1,TRUE,FALSE,FALSE,map1_bridge,370,287561.02,TRUE,CA,92108,
PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY ACTION FUND,PLANNED PARENTHOOD,cfe0a6c7-41c7-419f-bc90-bc40aa9c1b1a,971616,org_rg_40,in existing map,yes,,org_rg_40,adding_to_existing,Sacramento,1,TRUE,TRUE,FALSE,map1_bridge,1950,287561.02,FALSE,CA,95814-4503,
PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,PLANNED PARENTHOOD,cfe0a6c7-41c7-419f-bc90-bc40aa9c1b1a,1280724,org_rg_40,in existing map,yes,,org_rg_40,adding_to_existing,Sacramento | San Diego,11,TRUE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,275174.57,287561.02,TRUE,CA,92108-3538 | 95814,
PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES COMMUNITY ACTION FUND PAC,PLANNED PARENTHOOD,cfe0a6c7-41c7-419f-bc90-bc40aa9c1b1a,1282464,org_rg_40,in existing map,yes,,org_rg_40,adding_to_existing,Sacramento,1,TRUE,TRUE,FALSE,map1_bridge | same_contributor_id,5000,287561.02,FALSE,CA,95814-4503,
PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND PAC,PLANNED PARENTHOOD,cfe0a6c7-41c7-419f-bc90-bc40aa9c1b1a,1282464,org_rg_40,in existing map,yes,,org_rg_40,adding_to_existing,Orange,3,TRUE,TRUE,FALSE,same_contributor_id,3731.05,287561.02,TRUE,CA,92866-3425,
"VOTE PLANNED PARENTHOOD NORTHERN CALIFORNIA, A PROJECT OF PLANNED PARENTHOOD NORTHERN CALIFORNIA ACTION FUND",NA,344cb3d2-8c01-4625-a564-ca15c75a6b3b,NA,org_rg_40,add to map,uncertain,,org_rg_40,adding_to_existing,Sacramento,1,TRUE,FALSE,FALSE,map1_bridge,9195.4,287561.02,TRUE,CA,95814-4503,
GFC COURAGE COMMITTEE - FUTURE GENERATIONS,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - FUTURE GENERATIONS CHAPTER,2fee0554-17ae-490c-928f-8f4bf5fc0b77,1416436,org_rg_4113,add to map,no,,org_rg_4113_a,adding_to_existing,SAN RAFAEL,1,TRUE,FALSE,FALSE,map1_bridge,11343.58,19459.82,TRUE,CA,94901,
GOVERN FOR CALIFORNIA COURAGE COMMITTEE,GOVERN FOR CALIFORNIA COURAGE COMMITTEE,13ee0165-ebcb-4215-98d0-cc3e6ad4bd51,1392639,org_rg_4113,in existing map,no,,org_rg_4113_b,adding_to_existing,San Rafael,2,TRUE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,1750,19459.82,FALSE,CA,94901,
GOVERN FOR CALIFORNIA,NA,55111b2f-5032-4245-8a71-28bfc09acc4b,NA,org_rg_4113,,uncertain,,org_rg_4113,adding_to_existing,SACRAMENTO | SAN RAFAEL,40,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,23521.75,19459.82,TRUE,CA,94901 | 95811,
GOVERN FOR CALIFORNIA ACTION COMMITTEE,NA,bd991528-d505-4220-b359-6b0611319ff3,1450483,org_rg_4113,don't add,no,,org_rg_4113_c,adding_to_existing,SAN RAFAEL,1,TRUE,FALSE,FALSE,map1_bridge,20000,19459.82,FALSE,CA,94901,
LOS ANGELES COUNTY FEDERATION OF LABOR,LOS ANGELES COUNTY FEDERATION OF LABOR,906c0995-b6d8-4df6-b481-31ad60c36f0e,NA,org_rg_42,add to map,yes,,org_rg_42_a,adding_to_existing,Los Angeles,1,TRUE,FALSE,FALSE,internal_fuzzy+map1_bridge | map1_bridge,2500,1205706.5,FALSE,CA,90006,
LOS ANGELES COUNTY FEDERATION OF LABOR AFL-CIO COUNCIL ON POLITICAL EDUCATION,LOS ANGELES COUNTY FEDERATION OF LABOR,906c0995-b6d8-4df6-b481-31ad60c36f0e,742204,org_rg_42,add to map,yes,,org_rg_42_a,adding_to_existing,LOS ANGELES,1,TRUE,FALSE,FALSE,same_contributor_id,25000,1205706.5,TRUE,CA,90006,
"LOS ANGELES COUNTY FEDERATION OF LABOR, AFL-CIO",LOS ANGELES COUNTY FEDERATION OF LABOR,906c0995-b6d8-4df6-b481-31ad60c36f0e,742204,org_rg_42,add to map,yes,,org_rg_42_a,adding_to_existing,Los Angeles,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,1000,1205706.5,FALSE,CA,90006,
LOS ANGELES FEDERATION OF LABOR,LOS ANGELES COUNTY FEDERATION OF LABOR,906c0995-b6d8-4df6-b481-31ad60c36f0e,NA,org_rg_42,add to map,yes,,org_rg_42_a,adding_to_existing,LOS ANGELES,1,TRUE,FALSE,FALSE,internal_fuzzy+map1_bridge | map1_bridge,5000,1205706.5,TRUE,CA,90006,
"MILLION MORE VOTERS, SPONSORED BY THE CALIFORNIA LABOR FEDERATION, AFL-CIO",NA,4372d58c-d379-4165-a69d-6babfff80a0c,1291923,org_rg_42,don't add,no,,org_rg_42_b,adding_to_existing,Oakland | Sacramento,2,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,22239.06,1205706.5,TRUE,CA,94610 | 95814-3834,
STANDING COMMITTEE ON POLITICAL EDUCATION OF THE CALIFORNIA LABOR FEDERATION AFL-CIO,CALIFORNIA LABOR FEDERATION AFL-CIO,2fb27586-a9b0-4421-ab2e-bb4225247b12,741504,org_rg_42,in existing map,yes,,org_rg_42_c,adding_to_existing,Sacramento,2,TRUE,TRUE,FALSE,name_v5_cross | same_contributor_id | same_contributor_id,67000,1205706.5,FALSE,CA,95814,
"STANDING COMMITTEE ON POLITICAL EDUCATION OF THE CALIFORNIA LABOR FEDERATION, AFL-CIO",CALIFORNIA LABOR FEDERATION AFL-CIO,2fb27586-a9b0-4421-ab2e-bb4225247b12,741504,org_rg_42,in existing map,yes,,org_rg_42_c,adding_to_existing,Oakland | Sacramento | SACRAMENTO,21,TRUE,TRUE,FALSE,map1_bridge | name_v5_cross | same_contributor_id | same_contributor_id,1378467.44,1205706.5,TRUE,CA,94610 | 95814 | 95814-4503,
SHEET METAL WORKERS 104 POLITICAL COMMITTEE,SHEET METAL WORKERS LOCAL 104,2a59a77b-5633-40b1-bd8e-2ca9e99e5e61,850381,org_rg_51,add to map,yes,mult pac ids per entity,org_rg_51_a,new_entity,Livermore,2,TRUE,FALSE,FALSE,same_contributor_id,15000,49200,FALSE,CA,94551,
SHEET METAL WORKERS LOCAL UNION NO.104 POLITICAL ACTION,SHEET METAL WORKERS LOCAL 104,2a59a77b-5633-40b1-bd8e-2ca9e99e5e61,850381,org_rg_51,add to map,yes,mult pac ids per entity,org_rg_51_a,new_entity,Livermore,1,TRUE,FALSE,FALSE,same_contributor_id,10000,49200,FALSE,CA,94551,
SMART LOCAL 104 SCC,SHEET METAL WORKERS LOCAL 104,2a59a77b-5633-40b1-bd8e-2ca9e99e5e61,882292,org_rg_51,add to map,yes,mult pac ids per entity,org_rg_51_a,new_entity,Livermore,1,TRUE,FALSE,FALSE,same_contributor_id,1500,49200,TRUE,CA,94551,
SHEET METAL WORKERS LOCAL UNION 104,SHEET METAL WORKERS LOCAL 104,2a59a77b-5633-40b1-bd8e-2ca9e99e5e61,850381,org_rg_51,add to map,yes,mult pac ids per entity,org_rg_51_a,new_entity,Livermore,1,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id,10000,49200,FALSE,CA,94551,
