name_string,canonical_entity_id
CENTER FOR FETAL MEDICINE,v5_527
CENTERVIEW,v5_528
CENTINELA CAPITAL PARTNERS,v5_529
CENTRAL COAST DENTAL CARE,v5_530
Centric Health,v5_531
Century West BMW,v5_532
"Cerri, Boskovich & Allard, LLP",v5_533
Cerritos College Faculty Federation (Unitemized Member Contributions),v5_534
CERTAIN,v5_535
"CF Operations, Inc.",v5_536
"CF3, INC AND AFFILIATED ENTITIES",v5_537
Challenge Financial Services,v5_538
CHANG KLEIN,v5_539
CHARLEEN MULLENWEG,v5_540
CHARM INDUSTRIAL,v5_541
Charter Communications,dd_-3470
"Charter Communications Operating, LLC",dd_-3470
"Charter Communications Operating, LLC (Keri Askew Bailey)",dd_-3470
"Charter Communications Operating, LLC(Kara Bush)",dd_-3470
"Charter Communications Operating, LLC(Keri Askew Bailey)",dd_-3470
CHAZ DEAN STUDIO,v5_543
CHEEMA FREIGHTLINES,v5_544
Chelsea Investment Corporation,v5_545
"Chen, Huo MD Medical Corp",v5_546
CHERRY TREE CAPITAL PARTNERS,v5_547
Chevrolet of Watsonville,v5_548
Chevron,dd_-2
CHEVRON,dd_-2
Chevron Corporation,dd_-2
Chevron U.S.A Inc.,dd_-2
Chevron U.S.A. Inc,dd_-2
"Chevron U.S.A., Inc.",dd_-2
"Chevron U.S.A., Inc. & it's Subsidiaries/Affiliates",v5_550
Chevron USA Inc.,dd_-2
"Chevron USA, Inc.",dd_-2
CHINATOWN SERVICE CENTER,dd_-3569
CHIP ROBERTSON,v5_552
CHP FRESNO AREA OFFICE,v5_553
Chrisp Company,v5_554
Christian Community Credit Union,v5_555
Christopher Sabourin DDS MSD Inc.,v5_556
CHURCH OF THE MESSIAH,v5_557
"CINCO MANOS, INC. AND AFFILIATED ENTITIES",v5_558
Citadel Servicing Corporation dba Acra Lending,v5_559
CITY OF BURLINGAME,dd_-3664
CITY OF ELK GROVE,dd_-4973
CITY OF SAUSALITO,v5_562
"Civitas, Inc.",v5_563
CJ SEGERSTROM & SONS,nem_6361c507-7622-41ff-b817-da720f75e7e6
"Claims Specialists, Inc.",v5_564
CLAIMS XP,v5_565
"Claims XP, LLC",v5_565
CLAIRE YI HE,v5_566
Clean Energy Fuels Corp.,dd_-3814
"Clearlink Partners, LLC(Peyton Olsen)",v5_568
CLM Cattlemen's Livestock Market Inc,v5_569
Cloud Technology Innovations LLC (Mike Moseler),v5_570
Cloud Technology Innovations LLC dba Healthcare Fraud Shield(Mike Moseler),v5_571
CLUB AUTO SPORT AND TMFC,v5_572
"CMJK ENTERPRISES, INC. AND AFFILIATED ENTITIES",v5_573
"CMS INVESTMENT GROUP, INC. AND AFFILIATED ENTITIES",v5_574
CNA California Nurses Assn (intermediary for unitemized member dues),v5_575
CNA Financial,dd_-4186
CNECT,v5_577
CNI COLLEGE,dd_-3869
"Coalinga Feed Yard, Inc.",v5_579
Coalition Auto Repair Equality,v5_580
Coalition for Renewable Natural Gas,dd_-3901
Coast Central Credit Union,v5_582
Coast Central Credit Union (Independent Expenditure),v5_582
Coast Federation of Classified Employees (Unitemized Member Contributions),v5_583
Coast Federation of Educators (Unitemized Member Contributions),v5_584
COASTAL PACIFIC CONSTRUCTION,v5_585
Coca-Cola North America,dd_-3940
COEFFICIENT GIVING,v5_587
COGNEX,v5_588
COGNEX CORPORATION,v5_589
Cognizant US Corp.,v5_590
"Coinbase Global, Inc",v5_591
"Coinbase, Inc",v5_592
"Coinbase, Inc.",v5_592
COLICH AND SON,v5_593
Coliseum Lexus of Oakland,v5_594
COLLEGE BOARD,dd_-17369
College Medical Center,v5_596
Collins Electrical Company Inc.,v5_597
Colusa Indian Community Council,dd_-3978
Comcast,nem_deaafbda-c611-40d2-9590-30d88ab4760d
Comcast Cable Communications,nem_deaafbda-c611-40d2-9590-30d88ab4760d
Comcast Corporation,nem_deaafbda-c611-40d2-9590-30d88ab4760d
COMCAST CORPORATION,nem_deaafbda-c611-40d2-9590-30d88ab4760d
Comcast Corporation and Affiliated Entities,nem_deaafbda-c611-40d2-9590-30d88ab4760d
Comcast Corporation and Affiliated Entities Including NBCUniversal Media LLC,nem_deaafbda-c611-40d2-9590-30d88ab4760d
Comcast Corporation and Affiliated Entities including NBCUniversal Media LLC(John Mannion),nem_deaafbda-c611-40d2-9590-30d88ab4760d
"COMCAST CORPORATION AND AFFILIATED ENTITIES, INCLUDING NBCUNIVERSAL MEDIA LLC",nem_deaafbda-c611-40d2-9590-30d88ab4760d
Comcast Financial Agency Corp.,nem_deaafbda-c611-40d2-9590-30d88ab4760d
Comcast Financial Agency Corporation,nem_deaafbda-c611-40d2-9590-30d88ab4760d
COMFORT AIR,v5_600
COMMERCE CONSTRUCTION CO,v5_601
Common Energy,v5_602
Common Energy LLC,v5_602
COMMUNITY CLINIC ASSOCIATION,dd_-15337
COMMUNITY CLINIC ASSOCIATION OF LA COUNTY,v5_604
COMMUNITY CLINIC ASSOCIATION OF LOS ANGELES COUNTY,dd_-15337
COMMUNITY COMMERCE BANK,v5_605
COMMUNITY HEALTH SYSTEM,v5_606
Compass,v5_607
COMPASS,v5_607
Compass Health Inc,v5_608
"CON & CON, INC. AND AFFILIATED ENTITIES",v5_609
Concord Toyota,v5_610
"Condon, Johnson & Associates, Inc.",dd_-4123
CONEXION,v5_612
"Conico Toro, Inc, DBA MacValley Oil Company",v5_613
Connect Meetings,v5_614
CONNIE RODRIGUEZ,v5_615
"Consolidated Analytics, Inc.",v5_616
CONSONUS PHARMACY,v5_617
CONSTELLATION BIO,v5_618
Construction & General Laborers Local Union 304,v5_619
CONSTRUCTION LABORERS DUES/VACATION TRUST,v5_620
CONSTRUCTION LABORERS TRUST FUNDS FOR SOUTHERN CALIFORNIA,v5_621
"Construction Testing Services, Inc.",v5_622
Consumer Attorneys of California,dd_-17
Continental Casualty Company,dd_-4186
Contra Costa/Alameda County Cattlemen's Association,v5_624
"Control Air Enterprises, LLC",v5_625
Convera,v5_626
Cook Solutions Group,v5_627
COOLEY,dd_-4214
"Cooper & Brain, Inc.",v5_629
"Cope Healthcare Consulting, Inc.",v5_630
CORDOBA CORPORATION,v5_631
CORE Healthcare Centers,v5_632
"Corey, Luzaich, De Ghetaldi & Riddle, LLP",v5_633
Corpay,v5_634
CORPORATE ENTERPRISES,v5_635
Costa De Oro Media LLC,v5_636
COTCHETT PITRE AND MCCARTHY,dd_-4262
"Cotchett, Pitre & McCarthy, LLP",dd_-4262
COUNTRY Mutual Insurance Company,v5_638
Courage California,dd_-12953
Covenant Care CA Inc,v5_640
Covenant Care California Inc,v5_641
COWBOY SPACE CORPORATION,v5_642
COX CASTLE AND NICHOLSON,v5_643
Cox Communications,dd_-4351
Cox Communications and Affiliated Entities,dd_-4351
"Cox Communications, Inc",dd_-4351
"Cox Communications, Inc.",dd_-4351
Cox Petroleum Transport,v5_645
CP,v5_646
CPM,v5_647
CPMCA California Plumbing & Mechanical Contractors Association,v5_648
CPS Express,v5_649
CRAIGREALTY GROUP,v5_650
"CRC Services, LLC",dd_-2823
"CRC Services, LLC(Maria Sperber)",dd_-2823
CREATIVE ARTISTS AGENCY,v5_651
Creative Funding Services (Brett Hansbery),v5_652
Credit Union of Southern California,dd_-4367
Credit Union of Southern California (Indepdent Expenditure Account),dd_-4367
CRESLEIGH MANAGEMENT,v5_654
"Crest Beverage L.L.C.(Steven S. Sourapas, Sr.)",v5_655
Crestwood Behavioral Health Inc,dd_-4372
Crimson Resource Management Corporation,v5_657
CROKE FAIRCHILD DUARTE AND BERES,v5_658
CROSBY FAMILY INVESTMENTS,v5_659
CROWN POINT REALTY,v5_660
CROWN POINT VINEYARDS,v5_661
"Crystalia Glass, LLC",v5_662
CSAA Insurance Group,v5_663
CSEA School Employees Assoc CA (intermediary for unitemized member dues),v5_664
"CSI, INC",v5_665
CSL Behring,dd_-4395
Cuesta College Federation of Teachers (Unitemized Member Contributions),dd_-15349
CULTURAL PRODUCTIONS,v5_668
Culver City Federation of Teachers (Unitemized Member Contributions),v5_669
CUMMINS AND WHITE,v5_670
CUMMINS AND WHITE WHITAKER PROF,v5_671
"Curt Pringle & Assoc, LLC - Curt Pringle",v5_672
"Curtis Legal Group, APLC",v5_673
CVS Health,dd_-4429
CVS HEALTH,dd_-4429
"CVS Health/CVS Pharmacy, Inc.",v5_675
"CVS Pharmacy, Inc.",v5_676
"CVS PHARMACY, INC.",v5_676
CVSHealth,v5_677
CWA 9119 University Prof & Tec (intermediary for unitemized member dues),v5_678
CWA 9400 Communication Workers (intermediary for unitemized member dues),v5_679
"Cyan Robotics, Inc.",v5_680
Cypress Healthcare Group,v5_681
CYREES ESCROW AND SETTLEMENT,v5_682
D&N Management LLC (Dominic Assali),v5_683
"D&S MANAGEMENT, INC AND AFFILIATED ENTITIES",v5_684
D+H Construction,v5_685
DAKE WILSON ARCHITECTS,v5_686
DALLA DENTAL GROUP,v5_687
Danco Communities,dd_-16759
DANIEL M BLINKOFF,v5_689
DANIEL RODRIGUEZ,v5_690
DANNY KATZ,v5_691
DANTAR L.P.,v5_692
Dart Container,dd_-4480
DASH INVESTMENTS,v5_694
DAV,v5_695
DAVID MAI CRNA,v5_696
DAVID MAR CO,v5_697
Davidson Communities,v5_698
DAVIS GUEST HOME,v5_699
DAVIS GUEST HOMES,v5_700
Davita,dd_-4507
DaVita,dd_-4507
Davita Inc.,dd_-4507
DaVita Inc. and Affiliated Entities,dd_-4507
DaVita Inc. Including Aggregated Contributions,dd_-4507
DaVita Kidney Care,dd_-4507
"Davita, Inc",dd_-4507
"DaVita, Inc.",dd_-4507
"Davita, Inc. and Affiliated Entities",dd_-4507
"DaVita, Inc. and Affiliated Entities",dd_-4507
"DaVita, Inc. Including Aggregated Contributions",dd_-4507
Dawn Davidson Design,v5_702
DAY DAY AND BROWN,v5_703
DAYBREAK,v5_704
Daybreak (Van Morgan),v5_704
DBA DAN ERICKSON,v5_705
DBA FRED ROWE,v5_706
DBA GERELYN SOTO,v5_707
DBA JAMES MUSSER,v5_708
DBA JOE TOBIN II,v5_709
DBA KATHLEEN FLYNN,v5_710
DBA LESLIE DEPWEG,v5_711
DBA LYNDA STEVENS,v5_712
DBA MARCIA PINNA,v5_713
DBA MARK TRAVIS,v5_714
DBA PATTI HODSO,v5_715
DBA PATTI HODSON,v5_716
DBA RICHARD SPENCER,v5_717
DBA SARABJEET SINGH,v5_718
DBA STEVE WELTY,v5_719
DBA SUZANNE LAKE,v5_720
DBA TOM BEGGS,v5_721
"De Bartolo Corporation & Affiliated Entities, Including the Forty Niners Football Company LLC(Jihad Beauchman)",v5_722
"DeBartolo Corporation & Affiliated Entities, Including the Forty Niners Football Company, LLC",v5_723
DEDEAUX PROPERTIES,v5_724
DEHENG LAW OFFICES,v5_725
DEJON MANAGEMENT CORPORATION AND AFFILIATED ENTITIES,v5_726
DEL DON FERTILIZER,v5_727
Del Grande Dealer Group,v5_728
DEL MAR THOROUGHBRED CLUB,dd_-4552
Del Oro Water,v5_730
Del Rio & Caraway PC,v5_731
DEL RIO AND CARAWAY,v5_732
Deloitte Services LP,dd_-4555
"Deloitte Services, LP",dd_-4555
DelReka Distributing,v5_734
"Delta C, LP (dba Kings Card Club)",v5_735
Delta Dental,dd_-4562
Delta Dental Insurance Company,dd_-4562
DEMAS LAW GROUP PC,v5_737
DEMOCRACY IN COLOR,v5_738
Dentaquest LLC,dd_-4590
"DentaQuest, A Sun Life Company",v5_740
Dependable Highway Express,v5_741
DESERT GATE MANAGEMENT LLC AND AFFILIATED ENTITIES(RESPONSIBLE OFFICER: RICHARD SHALHOUB),v5_742
DESIGN SYNTHESIS,v5_743
"Designer Tickets & Tours, Inc.",v5_744
DeSilva Gates Construction,dd_-4633
DGE Investments,v5_746
DHR HEALTH,v5_747
Diageo North America,dd_-4650
DIAGEO NORTH AMERICA,dd_-4650
"Diageo North America, Inc.",dd_-4650
DIGNITY HEALTH ST MARY MEDICAL CENTER,v5_749
Dimension Energy,v5_750
Dimension Energy LLC (Brandon Smithwood),v5_750
"Dimension Energy, LLC",v5_750
Directors Guild of America Inc (intermediary for unitemized member dues),v5_751
"Disney Worldwide Services, Inc.",dd_-4697
"Disney WorldWide Services, Inc.",dd_-4697
"Disney Worldwide Services, Inc. and Affiliated Entities",dd_-4697
"Disney Worldwide Services, Inc. and its affiliated entities",v5_753
District Council of Painters #16 (Intermediary for Unitemized Union Member Contributions),v5_754
DISTRICT HOSPITAL LEADERSHIP FORUM,dd_-4708
Diversified Properties L.P.,v5_756
"Diversis Capital Partners II, LP",v5_757
DMF PROPERTIES,v5_758
DOLLINGER PROPERTIES,v5_759
Dome Construction Corporation,v5_760
DOMINGUEZ HOLDING,v5_761
Donald T. Trowbridge and affiliated Entity Auburn Manor Holding Corporation,v5_762
Doong Ji Inc.,v5_763
DOORDASH,dd_-15131
"Doordash, Inc.",dd_-15131
"DoorDash, Inc.",dd_-15131
DOORKING,v5_765
DORDICK LAW,v5_766
Dordick Law Corporation,v5_767
DORDICK LAW CORPORATION,v5_767
"Dorman Products, Inc.",v5_768
DOSANJH FAMILY AUTO GROUP,v5_769
DOSTART LAW GROUP,v5_770
Double E Transporation Services,v5_771
DOUBLE E TRANSPORTATION,v5_772
Double J Farms,v5_773
Doug Anderson Farms,v5_774
DOUGLAS EMMETT,v5_775
DOUGLAS EMMETT PROPERTIES LP AND AFFILIATED ENTITIES,v5_776
DOWNS EQUIPMENT,v5_777
DOWNS EQUIPMENT RENTALS,v5_778
Downtown LA Law Group,v5_779
"DPR Construction, a General Partnership",v5_780
DRAGONFLY DIGITAL MANAGEMENT,v5_781
"Dreyer Babich Buccola Wood Campora, LLP (Roger Dreyer)",dd_-4760
"Dreyer, Babich, Buccola, Wood & Campora, LLP",dd_-4760
DRILLING AND PRODUCTION,v5_783
DRILTEK,v5_784
"DRS HOSPITALITY, LLC(RESPONISBLE OFFICER DEAN SANCHEZ)",v5_785
DUANE MORRIS,v5_786
Dublin Buick GMC,v5_787
Dublin Honda,v5_788
DUDENSING LAW,v5_789
DWIGHT MANLEY,v5_790
"DWO Enterprises, Inc.",v5_791
DYNAMIC ENERGY SOLUTIONS,v5_792
DYT Dairy (Will Dyt),v5_793
E & J Gallo Winery,nem_9c10ce6c-4298-44a0-8db2-520d7dd8bfe6
E & J GALLO WINERY,nem_9c10ce6c-4298-44a0-8db2-520d7dd8bfe6
E and S Ring Management Corp *,v5_795
"E-W Services, Inc.",v5_796
"E-W Services, Inc. (East West Bank)",v5_796
"E-W Services, Inc./East West Bank",v5_797
E. & J. Gallo Winery,nem_9c10ce6c-4298-44a0-8db2-520d7dd8bfe6
E&J Gallo Winery Inc.,nem_9c10ce6c-4298-44a0-8db2-520d7dd8bfe6
EAGLE FOUR PARTNERS,v5_798
Early Childhood Federation of Teachers (Unitemized Member Contributions),v5_799
EASON AND TAMBORNINI,v5_800
East West Bank,nem_f18ac831-d6e8-4b20-b349-19ce52034848
EAST WEST BANK,nem_f18ac831-d6e8-4b20-b349-19ce52034848
"EAST WEST BANK AND E-W SERVICES, INC.",nem_f18ac831-d6e8-4b20-b349-19ce52034848
EASTON AND EASTON,v5_802
EB LANDSCAPE CONSTRUCTION,v5_803
ECA Solar,v5_804
ECC,v5_805
Ed Staub & Sons Petroleum,v5_806
EDI MEDIA,v5_807
Edinger Medical Group,v5_808
Edison International,nem_201542d2-c6ef-4adc-b561-9ab23aca193b
Edison International & Affiliated Entities,nem_201542d2-c6ef-4adc-b561-9ab23aca193b
EDISON INTERNATIONAL & AFFILIATED ENTITIES,nem_201542d2-c6ef-4adc-b561-9ab23aca193b
Edison International and Affiliated Entities,nem_201542d2-c6ef-4adc-b561-9ab23aca193b
EDISON INTERNATIONAL AND AFFILIATED ENTITIES,nem_201542d2-c6ef-4adc-b561-9ab23aca193b
Edison International and Affiliated Entities / Southern California Edison,v5_810
Edison International and Affiliated Entities/Southern California Edison,v5_810
Educational Employees Credit Union (Indep Expenditure Account),dd_-4897
Educational Employees CU,v5_812
"Edvoice, Inc. (Admin)",v5_813
Edwards Lifesciences Corporation,v5_814
Edwards Lifesciences LLC(Bernard J Zorighian),v5_815
EDWARDS PARTNERS,v5_816
EDWIN H SMITH AND SONS,v5_817
EFFECTIVE VENTURES US,v5_818
"EIG Services, Inc.",v5_819
"Eisai, Inc",dd_-4922
El Camino Classified Employees (Unitemized Member Contributions),v5_821
El Camino Federation of Teachers (Unitemized Member Contributions),v5_822
El Dorado Estates,v5_823
"El Dorado LF, LLC dba Hustler Casino(Elizabeth Flynt )",dd_-4938
EL MATATAN,v5_825
EL PROYECTO DEL BARRIO,dd_-4988
El Rancho Federation of Teachers (Unitemized Member Contributions),v5_827
El Sur Ranch,v5_828
ELDER AND SPENCER,v5_829
Electric Service & Supply Co.,v5_830
Electrical Contractors of California TST,v5_831
Electrical Workers Local #100 (Intermediary for Unitemized Union Member Contributions),nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
Electrical Workers Local #11 (Intermediary for Unitemized Union Member Contributions),nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
Electrical Workers Local #302 (Intermediary for Unitemized Union Member Contributions),nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
Electrical Workers Local #332 (Intermediary for Unitemized Union Member Contributions),nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
Electrical Workers Local #340 (Intermediary for Unitemized Union Member Contributions),v5_833
Electrical Workers Local #428 (Intermediary for Unitemized Union Member Contributions),v5_834
Electrical Workers Local #440 (Intermediary for Unitemized Union Member Contributions),nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
Electrical Workers Local #441 (Intermediary for Unitemized Union Member Contributions),v5_835
Electrical Workers Local #477 (Intermediary for Unitemized Union Member Contributions),nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
Electrical Workers Local #551 (Intermediary for Unitemized Union Member Contributions),nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
Electrical Workers Local #569 (Intermediary for Unitemized Union Member Contributions),nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
Electrical Workers Local #595 (Intermediary for Unitemized Union Member Contributions),nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
Electrical Workers Local #6 (Intermediary for Unitemized Union Member Contributions),nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
Electrical Workers Local #617 (Intermediary for Unitemized Union Member Contributions),nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
Electrical Workers Local #952 (Intermediary for Unitemized Union Member Contributions),nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
Elevance Health Inc.,dd_-15076
"Elevance Health, Inc. and its Affiliate Anthem Blue Cross",dd_-15076
ELEVATION ENTERTAINMENT GROUP,dd_-15039
Elevator Constructors Local #18 (Intermediary for Unitemized Union Member Contributions),dd_-15900
Elevator Constructors Local #8 (Intermediary for Unitemized Union Member Contributions),dd_-15900
Eli Lilly and Company,dd_-4963
Eli Lilly and Company & Subsidiaries,v5_840
Eli Lily & Company,v5_841
ELIZABETH ALLISON THOMAS,v5_842
Elizabeth Allison Thomas Trust,v5_843
ELK VALLEY RANCHERIA,v5_844
"Elliott Homes, Inc.",v5_845
EMANATE HEALTH,v5_846
Ember Education,dd_-15154
Emmerson Construction Inc.,v5_848
EMPOWER PHARMACY,v5_849
EMPROS CAPITAL,v5_850
ENCODE AI CORPORATION,v5_851
ENERGY ABUNDANCE PARTNERS,v5_852
English Lloyd & Armenta (Juan Armenta),v5_853
Ensign,v5_854
Ensign Group,v5_855
Entertainment Software Association,dd_-5075
ENTRAVISION,v5_857
ENTRAVISION COMMUNICATIONS,v5_858
ENTREPRENEUR,v5_859
EPOCH AI,v5_860
ERIC PRASAD,v5_861
"Ericksson, LLC (Doenitz Lopez)",v5_862
Erie Insurance Exchange,v5_863
Ernst & Young LLP,dd_-5126
ESELO SPIRITS,v5_865
Esparza Enterprises Inc,v5_866
"Essent Guaranty, Inc.",v5_867
ESSEX PROPERTY TRUST,v5_868
"Essex Property Trust, Inc.",v5_868
Everest National Insurance Company,v5_869
Evergreen Healthcare Group,v5_870
Evergreen Nephrology LLC(Crista Hamm),v5_871
EVERLAW,v5_872
EVOLUTION DESIGN LAB,v5_873
EXATRON,v5_874
EXETRON,v5_875
EXLService.com LLC(Carla Rocha),v5_876
Expedia Inc,dd_-5180
Exquisite Cabinet and Counter-Top Corp.,v5_878
EYE CARE INSTITUTE,v5_879
F AND F WEST,v5_880
F B INNOVATIONS,v5_881
F&F Income Properties LLC (Dan Feder),v5_882
FAEGRE DRINKER BIDDLE AND REATH,v5_883
FAIR POLITICAL PRACTICES COMMISSION,dd_-5222
FAIRCHILD VENTURE CAPITAL CORPORATION,v5_885
FAIRMONT SCHOOLS,v5_886
FALCON INVESTOR GROUP LLC(RESPONSIBLE OFFICER: JONATHAN SOKOLOFF),v5_887
FAMILY CARE SPECIALISTS MEDICAL GROUP,v5_888
"Fanduel Group, Inc.",dd_-5254
"FanDuel Group, Inc.",dd_-5254
FanDuel Inc,dd_-5254
Fanduel Inc.,dd_-5254
FanDuel Inc.,dd_-5254
FANDUEL INC.,dd_-5254
Faria Land & Cattle Company LLC,v5_890
FARMERS,dd_-5263
FARMERS' RICE COOPERATIVE,v5_892
Federal Express Corporation,v5_893
Federated Indians of Graton Rancheria,dd_-5290
FEDERATED INDIANS OF GRATON RANCHERIA,dd_-5290
Federated Mutual Insurance Company,v5_895
FEDEX CORPORATION,dd_-5294
FedExPAC,v5_897
FENTON AND GRANT LAW FIRM,v5_898
FEROX STRATEGIES,v5_899
Ferreira Construction Co. Inc. dba Ferreira Coastal Construction,v5_900
"Ferreira Construction Co., Inc. dba Ferreira Coastal Construction Company",v5_900
FERRONE LAW GROUP,v5_901
FERTIGLOBAL,v5_902
Fidelity National Title Insurance Company,v5_903
"Fidium Manager Services, LLC(Gaurav Juneja)",v5_904
Fielding Electric Inc.,v5_905
FIELDING SCHOOL OF PUBLIC HEALTH,v5_906
Fiesta Taxi Co-Op Inc.,v5_907
Financial Partners (Indep Expenditure Account),v5_908
Financial Partners Credit Union,v5_909
FIORE LEGAL,v5_910
FIRST AMERICAN,dd_-11682
First American Title Insurance Company,dd_-11682
First City Credit Union,v5_912
First Entertainment Credit Union,v5_913
First Entertainment CU (Independent Expenditure Account),v5_914
FIRST SOLAR,dd_-5364
"First Solar, Inc",dd_-5364
FIRST STREET DEVELOPMENT,v5_916
First U.S. Community CU,v5_917
"FIVE J'S FAMILY ENTERPRISES, LP.",v5_918
"Five Point Operating Company, LP",dd_-5372
"Five Point Operating Company, LP and Affiliated Entities",dd_-5372
"FIVE POINT OPERATING COMPANY, LP AND AFFILIATED ENTITIES",dd_-5372
Five Star Bank,v5_920
Flagstone HC Central,v5_921
"Flagstone HC Central, LLC (Adam Willits)",v5_921
Flagstone Healthcare Central LLC and Affiliated Entities,v5_922
Fletcher Jones Motor Cars,v5_923
FLEX PARTNERS,v5_924
FLIFF,v5_925
Fliff Inc.,v5_925
"Floyd Skeren Manukian Langevin, LLP",v5_926
Flyers Energy / A World Kinect Company,v5_927
FLYNN PROPERTIES,v5_928
FMS MANAGEMENT AND AFFILIATED ENTITIES,v5_929
FOG CUTTER HOLDINGS,v5_930
"Forefront Power, LLC(Michael Smith)",v5_931
Foster Poultry Farms LLC (Jayson Penn),v5_932
"Foundation Constructors, Inc.",v5_933
"Four Star Sales, Inc",v5_934
Fowler Packing,dd_-5613
Fowler Packing Company Inc.,dd_-5613
"Fowler Packing Company, Inc.",dd_-5613
Fox Corporate Services,dd_-15185
Fox Corporation,dd_-15185
FOX Corporation,dd_-15185
FOX CORPORATION,dd_-15185
Frank  T. Suryan Jr. and affiliated entities,v5_937
FRANK M BOOTH,v5_938
Frank Schipper Construction Co.,v5_939
FRASE INVESTMENTS,v5_940
"Freedom Financial Network Funding, LLC",v5_941
Freedom Mortgage Corporation,v5_942
"FREMAK ARCHES, INC. AND AFFILIATED ENTITIES",v5_943
FREMANTLEMEDIA,v5_944
FREMONT HOSPITAL,v5_945
Fresenius Medical Care,dd_-5645
FRESHWORKS,v5_947
FRESNO PLUMBING,v5_948
FRESNO SHEET METAL APPRENTICE COMM,v5_949
"FRISBIE MANAGEMENT, INC.",v5_950
Frontline Enterprises,v5_951
"Frontline STC, Inc.",v5_952
Frontwave Credit Union,v5_953
Frontwave Credit Union (Independent Expenditure Account),v5_953
FULCRUM PROPERTY GROUP,v5_954
FULLMER CONSTRUCTION,v5_955
Future Automotive Group,v5_956
Future Ford Lincoln of Roseville,v5_957
G F Concrete Cutting Inc,v5_958
Gaetani Real Estate,v5_959
Gaine Technology LLC(Martin Dunn),v5_960
GAINWELL TECHNOLOGIES,v5_961
Galpin Ford,v5_962
GAMLIEL LAW PC,v5_963
"Ganson Properties, Inc.",v5_964
GARCIA HERNANDEZ SAWHNEY,v5_965
"GARCO ENTERPRISES, INC AND AFFILIATED ENTITIES",v5_966
"Garden City, Inc. dba Casino M8trix",v5_967
GARFIELD HEALTH CENTER,v5_968
GAVRILOV BROOKS,v5_969
Gavrilov Law Corporation,v5_970
GCEC,v5_971
GDML HOLDINGS,dd_-5756
Geico,dd_-5758
GEICO,dd_-5758
GEMDALE,v5_974
Genentech,dd_-5763
Genentech USA,dd_-5765
"Genentech USA, Inc.",dd_-5765
"Genentech, Inc.",dd_-5763
GENERAL DOUGLAS MACARTHUR LODGE,v5_977
General Motors Company,dd_-5772
General Motors LLC(Kia Floyd),dd_-5772
"General Production Service, Inc.",v5_979
GENERAL PRODUCTION SERVICES,v5_980
Generations Healthcare,v5_981
Genmab,v5_982
Genuine Auto Parts,v5_983
GEO DRILLING FLU,v5_984
"George Reed, Inc.",v5_985
GEORGE THRAPPAS,v5_986
GEORGETOWN UNIVERSITY,v5_987
"GES Sheet Metal, Inc.",v5_988
GH PALMER ASSOCIATES,dd_-5818
Ghilotti Bros Inc.,v5_990
"Ghost Management Group, LLC(Brian Camire)",v5_991
GHUMAN LAW GROUP,v5_992
Gianrand LLC (Gian Singh Randhawa),v5_993
GIBSON AND HUGHES,v5_994
GIBSON DUNN,v5_995
Gilbane Building Company,v5_996
GILBERT AND JACKI FOUNDATION,v5_997
GILBERT GROUP,v5_998
Gilead Sciences Inc.,dd_-5824
"Gilead Sciences, Inc.",dd_-5824
Gilkey Five,v5_1000
GIVE FORWARD FOUNDATION,v5_1001
"GK Management Co., Inc./ GKB Investments, LLC (Paul Dubord)",v5_1002
GlaxoSmithKline,dd_-5839
GlaxoSmithKline (GSK),dd_-5839
"Gleiberman Properties, Inc.",v5_1004
Glendale College Guild (Unitemized Member Contributions),v5_1005
Glia Technologies,v5_1006
Global Strategic,v5_1007
"GMRI, Inc",dd_-5863
GO-CAL,v5_1009
"Gobrands, Inc.",v5_1010
GOLD CREEK MANAGEMENT,v5_1011
Golden 1 Credit Union,v5_1012
"Golden 1 Credit Union (Indep Expenditure Account), The",v5_1013
GOLDEN ARCH ENTERPRISES,v5_1014
GOLDEN BEAR,v5_1015
Golden Bear Insurance Co - Art Terner,v5_1016
Golden Bear Insurance Company,v5_1017
Golden Coast Construction And Restoration,v5_1018
GOLDEN COAST CONSTRUCTION AND RESTORATION,v5_1018
Golden Gateway Center SPE LLC (Matt Bernstein) dba The Gateway,v5_1019
GOLDEN HAYSTAX CORPORATION,v5_1020
GOLDEN L. ENTERPRISES LP AND AFFILIATED ENTITIES,v5_1021
"Golden State Bridge, Inc.",v5_1022
Golden State Clean Energy,v5_1023
Golden State Health Centers,v5_1024
Golden State Health Ctrs,v5_1025
"GOLDEN STATE RESTAURANT GROUP, INC AND AFFILIATED ENTITIES",v5_1026
Golden State Water Company,dd_-5887
GOMEZ TRIAL ATTORNEYS,v5_1028
"Goodfellow Bros. California, LLC(Brian Gates)",v5_1029
