canonical_entity_id,canonical_entity_name,link_tier,raw_name_variants,n_name_variants,code_final,n_contributors,n_from_pipeline,n_from_manual_review,code_sources,roles,rule_code_variants,code_conflict,conflict_type,n_as_direct_contributor,n_as_employer,conflict_resolution_code
v5_2112,ROYAL CORPORATION,name_v5,ROYAL CORPORATION,1,80,2,2,0,pre_classified (locked) | rule (employer_lookup),employer,,FALSE,NA,0,2,NA
v5_2114,ROYAL T MANAGEMENT,name_v5,ROYAL T MANAGEMENT,1,40,2,0,2,manual_review,employer,,FALSE,NA,0,2,NA
v5_2118,RV MANAGEMENT,name_v5,RV MANAGEMENT,1,40,2,2,0,pre_classified (locked),employer,,FALSE,NA,0,2,NA
v5_2043,Redwood Credit Union,name_v5,Redwood Credit Union | Redwood Credit Union (Indep Expenditure Account),2,52,2,2,0,os+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2056,Renewable Properties,name_v5,Renewable Properties | RENEWABLE PROPERTIES,2,20,2,2,0,pre_classified (locked) | rule+llm agreement,both,,FALSE,NA,1,1,NA
dd_-9760,Republic Services,dd_org_concept,"Republic Services, Inc. | Republic Services, Inc. and Affiliated Entities",2,20,2,2,0,os+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2058,Republic Services LE03-Awin Management Inc.,name_v5,"Republic Services LE03-Awin Management Inc. | Republic Services/LE03-Awin Management, Inc.",2,20,2,2,0,rule+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2079,Ripple Labs,name_v5,Ripple Labs | RIPPLE LABS,2,79,2,0,2,manual_review,both,,FALSE,NA,1,1,NA
v5_2082,Rizio Lipinsky Heiting PC,name_v5,"Rizio Lipinsky Heiting PC | Rizio Lipinsky Heiting, PC",2,50,2,2,0,ml+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2094,Robert Zarnegan and Probity International Corporation,name_v5,Robert Zarnegan and Probity International Corporation,1,40,2,2,0,pre_classified (locked),direct_contributor,,FALSE,NA,2,0,NA
dd_-9890,"Robertson'S Ready Mix, Ltd.",dd_org_concept,"Robertson's Ready Mix | Robertson's Ready Mix, Ltd.",2,40,2,0,2,manual_review,direct_contributor,,FALSE,NA,2,0,NA
v5_2126,SAFE Credit Union,name_v5,SAFE Credit Union | SAFE Credit Union (Indep Expenditure Account),2,52,2,2,0,os+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2150,SAN JOAQUIN REFINING,name_v5,SAN JOAQUIN REFINING | SAN JOAQUIN REFINING CO,2,21,2,0,2,manual_review,employer,,FALSE,NA,0,2,NA
v5_2236,SHERNOFF BIDART ECHEVERRIA,name_v5,"SHERNOFF BIDART ECHEVERRIA | Shernoff, Bidart & Echeverria, LLP",2,50,2,2,0,ml+llm agreement | os+llm agreement,both,,FALSE,NA,1,1,NA
v5_2258,SIMAN ENTERPRISES,name_v5,SIMAN ENTERPRISES,1,40,2,0,2,manual_review,employer,,FALSE,NA,0,2,NA
v5_2264,SJN PROPERTIES,name_v5,SJN PROPERTIES,1,40,2,2,0,pre_classified (locked),employer,,FALSE,NA,0,2,NA
v5_2286,SONIC AIR SYSTEMS,name_v5,SONIC AIR SYSTEMS,1,31-33,2,2,0,pre_classified (locked),employer,,FALSE,NA,0,2,NA
v5_2297,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,name_v5,"SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP | Southern California Permanente Medical Group, Inc. (SCPMG)",2,60,2,2,0,rule+llm agreement,both,,FALSE,NA,1,1,NA
v5_2315,ST JUDE ENTERPRISES,name_v5,"ST JUDE ENTERPRISES | ST. JUDE ENTERPRISES, INC.",2,80,2,1,1,manual_review | pre_classified (locked),both,,FALSE,NA,1,1,NA
v5_2379,SUSMAN GODFREY,name_v5,SUSMAN GODFREY,1,50,2,2,0,rule+llm agreement,employer,,FALSE,NA,0,2,NA
v5_2392,SWEET JAMES,name_v5,"SWEET JAMES | Sweet James, LLP (James Bergener)",2,50,2,2,0,ml+llm agreement,both,,FALSE,NA,1,1,NA
dd_-10372,Sa Recycling LLC,dd_org_concept,SA Recycling | SA Recycling LLC,2,20,2,1,1,manual_review | pre_classified (locked),direct_contributor,,FALSE,NA,2,0,NA
v5_2125,Safe 1 Credit Union,name_v5,Safe 1 Credit Union | Safe 1 Credit Union (Indep Expenditure Account),2,52,2,1,1,manual_review | os+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
dd_-10051,Salesforce,dd_org_concept,"Salesforce | Salesforce, Inc.",2,79,2,2,0,os+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
dd_-15154,San Joaquin Valley College,dd_org_concept,Ember Education | SAN JOAQUIN VALLEY COLLEGE,2,60,2,2,0,ml+llm agreement | os+llm agreement,both,,FALSE,NA,1,1,NA
v5_2206,Sempra 'formerly Sempra Energy',name_v5,Sempra 'formerly Sempra Energy' | Sempra formerly Sempra Energy,2,20,2,2,0,ml+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2212,Service Employees International Union - United Healthcare Workers West,name_v5,Service Employees International Union - United Healthcare Workers West | Service Employees International Union United Healthcare Workers West,2,77,2,0,2,manual_review,direct_contributor,,FALSE,NA,2,0,NA
v5_2301,Southland Industries,name_v5,Southland Industries | SOUTHLAND INDUSTRIES,2,100,1,1,0,not-employed override,direct_contributor,,TRUE,direct_vs_employer; manual_vs_pipeline,1,1,NA
v5_2301,Southland Industries,name_v5,Southland Industries | SOUTHLAND INDUSTRIES,2,40,1,0,1,manual_review,employer,,TRUE,direct_vs_employer; manual_vs_pipeline,1,1,NA
dd_-10911,Specialty Equipment Market Association,dd_org_concept,"Specialty Equipment Market Association | Specialty Equipment Market Association & Performance Racing, Inc.",2,76,1,0,1,manual_review,direct_contributor,,TRUE,manual_vs_pipeline,2,0,NA
dd_-10911,Specialty Equipment Market Association,dd_org_concept,"Specialty Equipment Market Association | Specialty Equipment Market Association & Performance Racing, Inc.",2,76a,1,1,0,pre_classified (locked),direct_contributor,,TRUE,manual_vs_pipeline,2,0,NA
dd_-10962,Stanford University,dd_org_concept,STANFORD UNIVERSITY,1,60,2,0,2,manual_review,employer,,FALSE,NA,0,2,NA
dd_-10967,Stanislaus Food Products Company,dd_org_concept,"Stanislaus Food Products Company | Stanislaus Food Products, LLC",2,31-33,2,2,0,pre_classified (locked),direct_contributor,,FALSE,NA,2,0,NA
v5_2324,Star One Credit Union,name_v5,Star One Credit Union | Star One Credit Union (Indep Expenditure Account),2,52,2,2,0,rule+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
dd_-15529,StubHub,dd_org_concept,"Stubhub, Inc. | StubHub, Inc.",2,70,2,0,2,manual_review,direct_contributor,80,FALSE,NA,2,0,NA
dd_-11211,Sutter Medical Group,dd_org_concept,Sutter Medical Group | Sutter Medical Group Inc.,2,60,2,2,0,pre_classified (locked) | rule+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
dd_-11226,Sycuan Band of Kumeyaay Nation,dd_org_concept,Sycuan Band of the Kumeyaay Nation | SYCUAN BAND OF THE KUMEYAAY NATION,2,92a,2,2,0,pre_classified (locked),direct_contributor,,FALSE,NA,2,0,NA
v5_2422,TCG,name_v5,TCG,1,40,2,0,2,manual_review,employer,,FALSE,NA,0,2,NA
v5_2440,TERRA VISTA MANAGEMENT,name_v5,TERRA VISTA MANAGEMENT,1,40,2,2,0,os+llm agreement | pre_classified (locked),employer,,FALSE,NA,0,2,NA
v5_2458,THE GRUPE,name_v5,THE GRUPE | The Grupe Company,2,40,2,0,2,manual_review,both,,FALSE,NA,1,1,NA
v5_2481,THERMA,name_v5,THERMA,1,40,2,0,2,manual_review,employer,,FALSE,NA,0,2,NA
v5_2486,THR Property Management LP,name_v5,"THR Property Management LP | THR Property Management, LP",2,40,2,1,1,manual_review | rule+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2519,TRAJECTORY LABS PBC,name_v5,TRAJECTORY LABS PBC,1,79,2,1,1,manual_review | pre_classified (locked),employer,,FALSE,NA,0,2,NA
v5_2530,TRIAL LAWYERS FOR JUSTICE,name_v5,TRIAL LAWYERS FOR JUSTICE,1,50,2,2,0,rule+llm agreement,employer,,FALSE,NA,0,2,NA
v5_2537,TSM INSURANCE,name_v5,TSM INSURANCE,1,52,2,2,0,rule+llm agreement,employer,,FALSE,NA,0,2,NA
dd_-11238,Table Mountain Rancheria,dd_org_concept,Table Mountain Rancheria | TABLE MOUNTAIN RANCHERIA,2,92a,2,2,0,rule+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
dd_-11250,Takeda Pharmaceuticals USA Inc. & Affiliates,dd_org_concept,"Takeda Pharmaceuticals America Inc. | Takeda Pharmaceuticals America, Inc.",2,31-33,2,1,1,manual_review | os+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2429,Technology Credit Union,name_v5,Technology Credit Union | Technology Credit Union (Indep Exenditure Account),2,52,2,2,0,os+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
dd_-11682,The First American Corporation,dd_org_concept,FIRST AMERICAN | First American Title Insurance Company,2,52,2,1,1,manual_review | os+llm agreement,both,,FALSE,NA,1,1,NA
dd_-11778,The Western States Petroleum Association,dd_org_concept,Western States Petroleum Association | WESTERN STATES PETROLEUM ASSOCIATION,2,76,2,0,2,manual_review,direct_contributor,21,FALSE,NA,2,0,NA
v5_2485,Thompson's Toyota of Placerville,name_v5,Thompson's Toyota of Placerville | Thompsons Toyota of Placerville,2,80,2,2,0,ml+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2522,Travis Credit Union,name_v5,Travis Credit Union | Travis Credit Union (Indep Expenditure Account),2,52,2,2,0,rule+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
dd_-14902,Tusk Strategies Inc,dd_org_concept,TUSK STRATEGIES,1,50,2,2,0,ml+llm agreement,employer,,FALSE,NA,0,2,NA
dd_-12328,U.S. Renal Care,dd_org_concept,"US Renal Care | US Renal Care, Inc.",2,60,2,2,0,ml+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2557,UAW Local 1115,name_v5,UAW Local 1115 | UAW LOCAL 1115,2,77,2,0,2,manual_review,direct_contributor,,FALSE,NA,2,0,NA
v5_2558,UAW Local 2320,name_v5,UAW Local 2320 | UAW LOCAL 2320,2,77,2,0,2,manual_review,direct_contributor,,FALSE,NA,2,0,NA
v5_2563,UAW Local 509,name_v5,UAW Local 509 | UAW LOCAL 509,2,77,2,0,2,manual_review,direct_contributor,,FALSE,NA,2,0,NA
v5_2564,UAW Local 872,name_v5,UAW Local 872 | UAW LOCAL 872,2,77,2,0,2,manual_review,direct_contributor,,FALSE,NA,2,0,NA
v5_2567,UC AFT (Unitemized Member Contributions),name_v5,UC AFT (Unitemized Member Contributions) | UC-AFT (Unitemized Member Contributions),2,77,2,0,2,manual_review,direct_contributor,,FALSE,NA,2,0,NA
nem_a7a6bd8f-6a77-4645-b1c7-350dedc136b1,UNION PACIFIC RAILROAD COMPANY,names_mapping,Union Pacific Railroad Company | UNION PACIFIC RAILROAD COMPANY,2,20,2,2,0,rule+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
dd_-12160,Union Of American Physicians And Dentists,dd_org_concept,Union of American Physicians & Dentists (Intermediary for unitemized union member contributions) | Union of American Physicians and Dentists,2,77,2,0,2,manual_review,direct_contributor,,FALSE,NA,2,0,NA
dd_-12174,United Auburn Indian Community,dd_org_concept,United Auburn Indian Community of Auburn Rancheria | United Auburn Indian Community of the Auburn Rancheria,2,92a,2,2,0,os+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2675,VERTICAL TANK,name_v5,"VERTICAL TANK | Vertical Tank, Inc",2,40,2,1,1,manual_review | ml+llm agreement,both,,FALSE,NA,1,1,NA
dd_-15069,VSP Vision,dd_org_concept,VSP Vision | VSP Vision Care,2,52,2,0,2,manual_review,direct_contributor,,FALSE,NA,2,0,NA
dd_-12358,Valero,dd_org_concept,"Valero Services, Inc. | VALERO SERVICES, INC. AND AFFILIATED ENTITIES",2,21,2,0,2,manual_review,direct_contributor,31-33,FALSE,NA,2,0,NA
dd_-12364,Valley Children Healthcare,dd_org_concept,VALLEY CHILDRENS HEALTHCARE,1,60,2,2,0,ml+llm agreement,employer,,FALSE,NA,0,2,NA
v5_2650,Valley Pacific Petroleum Services,name_v5,"Valley Pacific Petroleum Services | Valley Pacific Petroleum Services, Inc.",2,21,2,0,2,manual_review,direct_contributor,,FALSE,NA,2,0,NA
v5_2653,Valley Strong Credit Union,name_v5,Valley Strong Credit Union | Valley Strong Credit Union (Indep Expenditure Account),2,52,2,2,0,rule+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2655,"Valov Brothers Farms, LP",name_v5,"Valov Brothers Farms, LP",1,11,2,2,0,pre_classified (locked),direct_contributor,,FALSE,NA,2,0,NA
dd_-12470,Viejas Band of Kumeyaay Indians,dd_org_concept,Viejas Band of Kumeyaay Indians | Viejas Band of the Kumeyaay Indians,2,92a,2,2,0,os+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2728,WCASM,name_v5,WCASM,1,40,2,0,2,manual_review,employer,,FALSE,NA,0,2,NA
v5_2730,WEBSTER CHAMBERLAIN AND BEAN,name_v5,WEBSTER CHAMBERLAIN AND BEAN,1,50,2,2,0,ml+llm agreement,employer,,FALSE,NA,0,2,NA
v5_2734,WELLPOINTE,name_v5,"WELLPOINTE | Wellpointe, Inc",2,60,2,0,2,manual_review,both,,FALSE,NA,1,1,NA
v5_2748,WESTERN ALLIED MECHANICAL,name_v5,WESTERN ALLIED MECHANICAL,1,40,2,2,0,ml+llm agreement,employer,,FALSE,NA,0,2,NA
v5_2753,WESTERN STATES OIL,name_v5,WESTERN STATES OIL,1,21,2,2,0,pre_classified (locked),employer,,FALSE,NA,0,2,NA
v5_2759,WEXFORD CAPITAL,name_v5,WEXFORD CAPITAL,1,52,2,1,1,manual_review | pre_classified (locked),employer,,FALSE,NA,0,2,NA
v5_2763,WICKLOW CAPITAL,name_v5,WICKLOW CAPITAL,1,52,2,2,0,ml+llm agreement,employer,,FALSE,NA,0,2,NA
v5_2770,WILSEY ASSET MANAGEMENT,name_v5,WILSEY ASSET MANAGEMENT,1,52,2,2,0,rule+llm agreement,employer,,FALSE,NA,0,2,NA
v5_2785,WORTHE REAL ESTATE GROUP,name_v5,WORTHE REAL ESTATE GROUP,1,40,2,2,0,pre_classified (locked) | rule (employer_lookup),employer,,FALSE,NA,0,2,NA
v5_2739,Wescom Credit Union,name_v5,Wescom Credit Union | Wescom Credit Union (Independent Expenditure Account),2,52,2,2,0,os+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2765,"Wilcoxen & Callaham, LLP",name_v5,"Wilcoxen & Callaham, LLP | Wilcoxen Callaham, LLP (Drew Widders)",2,50,2,2,0,ml+llm agreement,direct_contributor,,FALSE,NA,2,0,NA
v5_2791,X INTERNATIONAL HOLDINGS,name_v5,X INTERNATIONAL HOLDINGS,1,31-33,2,0,2,manual_review,employer,,FALSE,NA,0,2,NA
dd_-12946,"Zuffa, LLC",dd_org_concept,"Zuffa, LLC (Ivette Fernandez) | Zuffa, LLC dba UFC(Ivette Fernandez)",2,70,2,0,2,manual_review,direct_contributor,,FALSE,NA,2,0,NA
dd_-12972,actum ca opco llc,dd_org_concept,ACTUM,1,50,2,2,0,pre_classified (locked),employer,,FALSE,NA,0,2,NA
v5_1,(W)right on Communications,name_v5,(W)right on Communications,1,50,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-29,"1-800 Contacts, Inc.",dd_org_concept,"1-800 Contacts, Inc.",1,80,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_6,1st United Credit Union,name_v5,1st United Credit Union,1,52,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_7,1upHealth Inc.,name_v5,1upHealth Inc.,1,79,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-15174,21st Century Alliance,dd_org_concept,21st Century Alliance,1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_9,24hr Home Care LLC(Scott Barber),name_v5,24hr Home Care LLC(Scott Barber),1,60,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_10,2CGPAK,name_v5,2CGPAK,1,50,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_11,2M FOUNDATION,name_v5,2M FOUNDATION,1,80,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_12,450 ATTORNEYS,name_v5,450 ATTORNEYS,1,50,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_13,450 ATTORNEYS A LAW,name_v5,450 ATTORNEYS A LAW,1,50,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_14,4R FAMILY RESTAURANTS AND AFFILIATED ENTITIES,name_v5,4R FAMILY RESTAURANTS AND AFFILIATED ENTITIES,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_15,"6 Degrees Health DX, LLC(Harrison Yost)",name_v5,"6 Degrees Health DX, LLC(Harrison Yost)",1,52,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_17,801 PROPERTIES,name_v5,801 PROPERTIES,1,40,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_18,"888 Claims, LLC",name_v5,"888 Claims, LLC",1,100,1,1,0,not-employed override,direct_contributor,,FALSE,NA,1,0,NA
v5_19,8VC,name_v5,8VC,1,52,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_20,9th and A Limited Partnership,name_v5,9th and A Limited Partnership,1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_21,"A & A Ready Mixed Concrete, Inc.",name_v5,"A & A Ready Mixed Concrete, Inc.",1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_22,A AND J PROGRAMMING,name_v5,A AND J PROGRAMMING,1,31-33,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_23,A-C Electric Company,name_v5,A-C Electric Company,1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_24,AAHOA,name_v5,AAHOA,1,76,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_28,ABC Federation of Teachers (Unitemized Member Contributions),name_v5,ABC Federation of Teachers (Unitemized Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_29,ABERYTHMIC,name_v5,ABERYTHMIC,1,79,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_30,"ABL Properties, Inc.",name_v5,"ABL Properties, Inc.",1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_31,ABSTRACT VENTURES,name_v5,ABSTRACT VENTURES,1,52,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_32,"AC Disaster Consulting, LLC",name_v5,"AC Disaster Consulting, LLC",1,50,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_34,ACADEMIAEDU,name_v5,ACADEMIAEDU,1,79,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_40,ACE DEVELOPMENT COMPANY LLC(ANDRES GLUSKI),name_v5,ACE DEVELOPMENT COMPANY LLC(ANDRES GLUSKI),1,20,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_39,"ACE Development Company L c/o AES Distributed Energy, Inc.",name_v5,"ACE Development Company L c/o AES Distributed Energy, Inc.",1,20,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_41,"ACH Mechanical Contractors, Inc.",name_v5,"ACH Mechanical Contractors, Inc.",1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_43,ACTS LAW,name_v5,ACTS LAW,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_46,ADAMSON AND AHDOOT,name_v5,ADAMSON AND AHDOOT,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_47,ADE MANAGEMENT CORPORATION,name_v5,ADE MANAGEMENT CORPORATION,1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_48,ADHESIVE PRODUCTS,name_v5,ADHESIVE PRODUCTS,1,31-33,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_51,ADOBE,name_v5,ADOBE,1,79,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_53,ADU DESIGN GROUP,name_v5,ADU DESIGN GROUP,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_54,ADVANCE SURGEONS MEDICAL GROUP,name_v5,ADVANCE SURGEONS MEDICAL GROUP,1,60,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_59,AFA-CWA 11 Assn of Flight Atte (intermediary for unitemized member dues),name_v5,AFA-CWA 11 Assn of Flight Atte (intermediary for unitemized member dues),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_63,AFSCME 1199 UNAC Health Care W (intermediary for unitemized member dues),name_v5,AFSCME 1199 UNAC Health Care W (intermediary for unitemized member dues),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_64,AFSCME 3299 UC Employees (intermediary for unitemized member dues),name_v5,AFSCME 3299 UC Employees (intermediary for unitemized member dues),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_65,AFSCME 3930 UDW United Dom Wkr (intermediary for unitemized member dues),name_v5,AFSCME 3930 UDW United Dom Wkr (intermediary for unitemized member dues),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_66,AFSCME CA District 36 (Intermediary for Unitemized Union Member Contributions),name_v5,AFSCME CA District 36 (Intermediary for Unitemized Union Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_68,AFSCME Local 1 (intermediary for unitemized member dues),name_v5,AFSCME Local 1 (intermediary for unitemized member dues),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_69,AFSCME Local 10 (intermediary for unitemized member dues),name_v5,AFSCME Local 10 (intermediary for unitemized member dues),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_70,AFSCME Local 1902 Employees Association of MWD (Intermediary for Unitemized Union Member Contributions),name_v5,AFSCME Local 1902 Employees Association of MWD (Intermediary for Unitemized Union Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_71,AFSCME Local 257 (intermediary for unitemized member dues),name_v5,AFSCME Local 257 (intermediary for unitemized member dues),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_72,AFSCME Local 258 (intermediary for unitemized member dues),name_v5,AFSCME Local 258 (intermediary for unitemized member dues),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_73,AFT 1021 United Teachers of LA (intermediary for unitemized member dues),name_v5,AFT 1021 United Teachers of LA (intermediary for unitemized member dues),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_74,AFT 61 United Educators of SF (intermediary for unitemized member dues),name_v5,AFT 61 United Educators of SF (intermediary for unitemized member dues),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_76,AFT Guild-San Diego Community College (Unitemized Member Contributions),name_v5,AFT Guild-San Diego Community College (Unitemized Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_78,AGJ PROGRAMMIN,name_v5,AGJ PROGRAMMIN,1,79,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_83,AI Nutrition Corp dba RxDiet,name_v5,AI Nutrition Corp dba RxDiet,1,79,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_84,AIG Property Casualty Company,name_v5,AIG Property Casualty Company,1,52,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_86,AIR FORCE,name_v5,AIR FORCE,1,92,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_88,AIRCO MECHANICAL,name_v5,AIRCO MECHANICAL,1,40,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_89,AIRTEC SERVICE,name_v5,AIRTEC SERVICE,1,40,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_91,"AJAYI HOSPITALITY GROUP, INC AND AFFILIATED ENTITIES",name_v5,"AJAYI HOSPITALITY GROUP, INC AND AFFILIATED ENTITIES",1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_93,ALAN SPARER,name_v5,ALAN SPARER,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_95,ALATA MANAGEMENT,name_v5,ALATA MANAGEMENT,1,40,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_97,ALCOVE PUBLISHING,name_v5,ALCOVE PUBLISHING,1,50,1,0,1,manual_review,employer,70,FALSE,NA,0,1,NA
v5_99,ALETHEA CAPITAL MANAGEMENT,name_v5,ALETHEA CAPITAL MANAGEMENT,1,52,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_100,ALEXANDER LAW GROUP,name_v5,ALEXANDER LAW GROUP,1,50,1,1,0,rule+llm agreement,employer,,FALSE,NA,0,1,NA
v5_101,ALEXANDER MORRISON AND FEHR,name_v5,ALEXANDER MORRISON AND FEHR,1,50,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_102,"ALG Investments, LP",name_v5,"ALG Investments, LP",1,52,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_103,ALIA CORPORATION,name_v5,ALIA CORPORATION,1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_105,ALIGNMENT RESEARCH CENTER,name_v5,ALIGNMENT RESEARCH CENTER,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_117,ALLURE DENTAL,name_v5,ALLURE DENTAL,1,60,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_118,ALM First Financial,name_v5,ALM First Financial,1,52,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_120,ALPHABET,name_v5,ALPHABET,1,79,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_126,ALTAIS FAMILY CARE SPECIALISTS,name_v5,ALTAIS FAMILY CARE SPECIALISTS,1,60,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_128,ALTAMED HEALTH SERVICE,name_v5,ALTAMED HEALTH SERVICE,1,60,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_132,ALTURA CREDIT UNION,name_v5,ALTURA CREDIT UNION,1,52,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_133,AMABEL CAPELLE WRITER,name_v5,AMABEL CAPELLE WRITER,1,100,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_136,"AMAROK, LLC",name_v5,"AMAROK, LLC",1,50,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_138,AMCAL MULTI HOUSING,name_v5,AMCAL MULTI HOUSING,1,40,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_143,AMERICAN COLLEGE OF RADIOLOGY,name_v5,AMERICAN COLLEGE OF RADIOLOGY,1,60,1,0,1,manual_review,employer,50,FALSE,NA,0,1,NA
