record_name,org_concept_name,oid
"Cardax Pharma, Inc.","Cardax Pharma, Inc.",-19683
Cardax Pharmaceuticals Inc.,"Cardax Pharma, Inc.",-19683
"CARDAX Pharmaceuticals, Inc.","Cardax Pharma, Inc.",-19683
Cardinal Advocacy LLC,Cardinal Advocacy LLC,-13278
Cardinal Health,Cardinal Health,-3215
Cardinal Health Inc.,Cardinal Health,-3215
"Cardinal Health, Inc.",Cardinal Health,-3215
CARDIOVASCULAR SPECIALISTS PA,CARDIOVASCULAR SPECIALISTS PA,-3216
"CARDIOVASCULAR SPECIALISTS, PA",CARDIOVASCULAR SPECIALISTS PA,-3216
Care 1St Health Plan Inc,"Care 1St Health Plan, Inc.",-3217
"Care 1St Health Plan, Inc.","Care 1St Health Plan, Inc.",-3217
Care 1St Healthplan Inc,"Care 1St Health Plan, Inc.",-3217
Care1st Health Plan,"Care 1St Health Plan, Inc.",-3217
"Care Center for Mental Health, Inc","Care Center for Mental Health, Inc",-3218
"Care Center for Mental Health, Inc.","Care Center for Mental Health, Inc",-3218
Care CLT,"Care Clt (a Division of Care Assn, Inc)",-17237
"Care Clt (a Division of Care Assn, Inc)","Care Clt (a Division of Care Assn, Inc)",-17237
Care First California,Care First California,-18806
Care for ʻĀina Now Coalition,Care for ʻĀina Now Coalition,-18443
Care for ʻĀina Now Coalition,Care for ʻĀina Now Coalition,-18443
Care for 'Āina Now Coalition,Care for ʻĀina Now Coalition,-18443
Care for Aina Now,Care for ʻĀina Now Coalition,-18443
Care for Aina Now Coalition Leadership Committee,Care for ʻĀina Now Coalition,-18443
Care for Ina Now Coalition,Care for ʻĀina Now Coalition,-18443
Care for `Aina Now Coalition,Care for ʻĀina Now Coalition,-18443
Care for ʻĀina Now Coalition,Care for ʻĀina Now Coalition,-18443
Care for ʻĀina Now Coalition Leadership Committee,Care for ʻĀina Now Coalition,-18443
Care for ʻĀina Now Coalition,Care for ʻĀina Now Coalition,-18443
Care for ʻĀina Now Coalition,Care for ʻĀina Now Coalition,-18443
Care For ‘Aina Now,Care for ʻĀina Now Coalition,-18443
Care for ‘Āina Now Coalition,Care for ʻĀina Now Coalition,-18443
CARE MEDICAL CENTER GROUP INC,CARE MEDICAL CENTER GROUP INC,-3227
CARE MEDICAL CENTERS INC,CARE MEDICAL CENTER GROUP INC,-3227
Career & Technical Association of Texas,Career & Technical Association of Texas,-3219
Career & Technology Association of Texas,Career & Technical Association of Texas,-3219
Career and Technical Association of Texas,Career & Technical Association of Texas,-3219
Career and Technology Association of Texas,Career & Technical Association of Texas,-3219
CAREER COLLEGES & SCHOOLS OF TEXAS,CAREER COLLEGES & SCHOOLS OF TEXAS,-3221
Career Colleges and Schools of Texas,CAREER COLLEGES & SCHOOLS OF TEXAS,-3221
Career Education Corporation,Career Education Corporation,-3222
Career Ladders Project,Career Ladders Project,-16779
Career Ladders Project for the California Community Colleges,Career Ladders Project,-16779
CareGivers,CareGivers,-3224
CAREGIVERS INC,CareGivers,-3224
Caremark Rx Inc,"Caremark Rx, Inc.",-3225
"Caremark Rx, Inc.","Caremark Rx, Inc.",-3225
"Caremark Rx Inc. (Formerly MED Partners, Inc.)","Caremark RX, Inc. (Formerly Med Partners, Inc.)",-3226
"Caremark RX, Inc. (Formerly Med Partners, Inc.)","Caremark RX, Inc. (Formerly Med Partners, Inc.)",-3226
Care Meridian LLC,CareMeridian,-3228
CareMeridian,CareMeridian,-3228
Careone Services Inc,"Careone Services, Inc.",-3229
"Careone Services, Inc.","Careone Services, Inc.",-3229
Carepath Inc,"Carepath, Inc.",-3230
"Carepath, Inc.","Carepath, Inc.",-3230
CARES,CARES,-19163
CARES (Community Advocacy Research Education Services),CARES,-19163
CARES Coalition,CARES,-19163
CARES Community Advocacy Research Education Services,CARES,-19163
CARES Community Advocacy Research Education Services,CARES,-19163
CARES | Community Advocacy Research Education Services,CARES,-19163
"CARES, Community Advocacy Research Education Services",CARES,-19163
"CARES, Community And Relationship Exchange Services",CARES,-19163
ROAR & CARES,CARES,-19163
ROAR Cares,CARES,-19163
ROCARES,CARES,-19163
Cares for Youth,Cares for Youth,-3223
Carey Associates,Carey Associates,-13279
Carfax Inc,Carfax Inc.,-3231
Carfax Inc.,Carfax Inc.,-3231
"Carfax, Inc.",Carfax Inc.,-3231
Cargill,"Cargill, Inc.",-3232
Cargill Salt And Affiliates,"Cargill, Inc.",-3232
"Cargill, Inc.","Cargill, Inc.",-3232
Caribou Industries Inc,"Caribou Industries, Inc.",-3236
"Caribou Industries, Inc.","Caribou Industries, Inc.",-3236
Caring Across Generation,Caring Across Generation,-3238
Caring Across Generations,Caring Across Generation,-3238
Caring.Com,Caring.Com,-3239
CaringCom,Caring.Com,-3239
CARLISLE DEVELOPMENT GROUP,CARLISLE DEVELOPMENT GROUP,-3240
CARLISLE DEVELOPMENT GROUP LLC,CARLISLE DEVELOPMENT GROUP,-3240
"CARLNTECH, LLC","CARLNTECH, LLC",-17124
Carlsbad Chamber of Commerce,Carlsbad Chamber of Commerce,-15728
Carlsbad,"Carlsbad, City Of",-3241
Carlsbad City Of,"Carlsbad, City Of",-3241
"Carlsbad, California","Carlsbad, City Of",-3241
"Carlsbad, City Of","Carlsbad, City Of",-3241
city of carlsbad,"Carlsbad, City Of",-3241
CARLSMITH BALL LLP,CARLSMITH BALL LLP,-19546
Carlsmith Ball LLP (individual capacity),CARLSMITH BALL LLP,-19546
Carlton Fields Jorden Burt PA,carlton fields jorden burt pa,-13280
Carlton Forge Works,Carlton Forge Works,-3242
"CARLTON PALM EDUCATIONAL CENTER, INC.",CARLTON PALMS EDUCATIONAL CENTER,-3243
CARLTON PALMS EDUCATIONAL CENTER,CARLTON PALMS EDUCATIONAL CENTER,-3243
CarMax,CarMax Auto Superstores,-3244
CarMax Auto Superstores,CarMax Auto Superstores,-3244
Carmax Auto Superstores West Coast Inc,CarMax Auto Superstores,-3244
Carmax Auto Superstores West Coast Inc.,CarMax Auto Superstores,-3244
"CarMax Auto Superstores, Inc.",CarMax Auto Superstores,-3244
Carmel Partner,Carmel Partner,-3246
Carmel Partners,Carmel Partner,-3246
Carmel Valley Forum,Carmel Valley Forum,-3247
Carmel Valley Recreation & Park District,Carmel Valley Recreation and Park District,-3248
Carmel Valley Recreation and Park District,Carmel Valley Recreation and Park District,-3248
Carmichael Water District,Carmichael Water District,-3249
Carmichan Holdings,Carmichan Holdings,-3250
CARMICHAN HOLDINGS CORPORATION,Carmichan Holdings,-3250
Carpenter & Carpenter,"Carpenter & Carpenter, Inc.",-19140
Carpenter & Carpenter Inc,"Carpenter & Carpenter, Inc.",-19140
Carpenter & Carpenter Inc.,"Carpenter & Carpenter, Inc.",-19140
"Carpenter & Carpenter, Inc.","Carpenter & Carpenter, Inc.",-19140
Dante Carpenter and Olan Carpenter Living Trust,"Carpenter & Carpenter, Inc.",-19140
Carpenter Garcia Sievers LLC,Carpenter Garcia Sievers LLC,-13281
Carpenter Hawkins Sievers LLC,Carpenter Garcia Sievers LLC,-13281
"Carpenter Hawkins Sievers, LLC",Carpenter Garcia Sievers LLC,-13281
Carpenter Sievers LLC,Carpenter Garcia Sievers LLC,-13281
Carpenter Hawkins LLC,Carpenter Hawkins LLC,-13282
Carpenter Sievers Takahama LLC,Carpenter Sievers Takahama LLC,-13284
Carpet & Rug Institute,Carpet & Rug Institute,-3252
CARPET & RUG INSTITUTE INC,Carpet & Rug Institute,-3252
Carpet And Rug Institute,Carpet & Rug Institute,-3252
Carpi  Clay Inc,Carpi & Clay Inc,-13285
Carpi & Clay Inc,Carpi & Clay Inc,-13285
"Carpi & Clay, Inc.",Carpi & Clay Inc,-13285
Carpenteria Valley Association,Carpinteria Valley Association,-15123
Carpinteria Valley Association,Carpinteria Valley Association,-15123
Carr Allison,carr allison,-13288
"Carr Riggs & Ingram, LLC","Carr, Riggs & Ingram, LLC",-3257
"Carr, Riggs & Ingram, LLC","Carr, Riggs & Ingram, LLC",-3257
CARRIAGE HOUSE PARTNERS,carriage house partners,-13289
Carrie's TOUCH,Carrie's TOUCH,-3253
Carries TOUCH,Carrie's TOUCH,-3253
Carrie’s Touch,Carrie's TOUCH,-3253
Carrier Global Corporation,Carrier Global Corporation,-17643
CARROLL & CO CPAS,CARROLL & CO CPAS,-3254
"CARROLL & COMPANY, CPAS",CARROLL & CO CPAS,-3254
Carroll Shelby Enterprises Inc,Carroll Shelby Enterprises Inc.,-3255
Carroll Shelby Enterprises Inc.,Carroll Shelby Enterprises Inc.,-3255
CARROT TOP REALTY INC,CARROT TOP REALTY LLC,-3256
CARROT TOP REALTY LLC,CARROT TOP REALTY LLC,-3256
Carson Chamber of Commerce,Carson Chamber of Commerce,-16499
Carson City,"Carson, City Of",-3258
Carson City Of,"Carson, City Of",-3258
"Carson, City Of","Carson, City Of",-3258
City of Carson,"Carson, City Of",-3258
Carter Phillips,Carter Phillips,-3259
"Carter, Phillip",Carter Phillips,-3259
Carter Wetch  Associates,"Carter, Wetch & Associates",-3260
Carter Wetch & Associates,"Carter, Wetch & Associates",-3260
"Carter, Wetch & Associates","Carter, Wetch & Associates",-3260
"Carter, Wetch and Associates","Carter, Wetch & Associates",-3260
Carton Council,Carton Council,-3261
CARVAJAL CONSULTING & MANAGEMENT,CARVAJAL CONSULTING & MANAGEMENT,-3262
CARVAJAL CONSULTING & MANAGEMENT INC,CARVAJAL CONSULTING & MANAGEMENT,-3262
Carval Investors LLC,"Carval Investors, LLC",-3263
"Carval Investors, LLC","Carval Investors, LLC",-3263
CAS Governmental Services LLC,CAS Governmental Services LLC,-1739
"CAS Governmental Services, LLC",CAS Governmental Services LLC,-1739
Casa,Casa,-3265
Casa de Amparo,Casa de Amparo,-16853
"Casa De Amparo,",Casa de Amparo,-16853
CASA DEL MONTE MHP INC,CASA DEL MONTE MHP LLC,-3266
CASA DEL MONTE MHP LLC,CASA DEL MONTE MHP LLC,-3266
Casa Grande High School,Casa Grande High School,-3267
CASA Los Angeles,CASA of Los Angeles,-17052
CASA of Los Angeles,CASA of Los Angeles,-17052
Casa Of Los Angeles County,CASA of Los Angeles,-17052
Casa Pacifica Centers for Children & Families,Casa Pacifica Centers for Children and Families,-3268
Casa Pacifica Centers for Children and Families,Casa Pacifica Centers for Children and Families,-3268
Casa Roble Fundamental High School,Casa Roble Fundamental High School,-3269
Casden Properties LLC,Casden Properties LLC,-3270
"Case Management Prfessionals, Inc.","Case Management Professionals, Inc.",-18974
Case Management Professionals Inc,"Case Management Professionals, Inc.",-18974
Case Management Professionals Inc.,"Case Management Professionals, Inc.",-18974
"Case Management Professionals, Inc","Case Management Professionals, Inc.",-18974
"Case Management Professionals, Inc.","Case Management Professionals, Inc.",-18974
"Casey Gerry Schenk Francavilla Blatt & Penfield, LLP","Casey Gerry Schenk Francavilla Blatt & Penfield, LLP",-3271
"Casey, Gerry, Schenk, Francavilla, Blatt & Penfield LLP","Casey Gerry Schenk Francavilla Blatt & Penfield, LLP",-3271
"Casey Glaubman, Councilmember of Mount Shasta","Casey Glaubman, Councilmember of Mount Shasta",-18024
Casino Chico,Casino Chico,-15054
Casino M8trix,Casino M8trix,-15034
m8trix casino,Casino M8trix,-15034
Oaks Card Club,Casino M8trix,-15034
Oaks Card Club M8trix Casino,Casino M8trix,-15034
Casino Merced,Casino Merced,-15055
CASINO MERCED INC,Casino Merced,-15055
Casino Morongo Of The Morongo Band Of Mission Indians,Casino Morongo Of The Morongo Band Of Mission Indians,-3272
Morongo Casino  Resort Of The Morongo Band Of Mission Indians,Casino Morongo Of The Morongo Band Of Mission Indians,-3272
Morongo Casino & Resort Of The Morongo Band Of Mission Indians,Casino Morongo Of The Morongo Band Of Mission Indians,-3272
Morongo Casino Resort,Casino Morongo Of The Morongo Band Of Mission Indians,-3272
MORONGO CASINO RESORT SPA,Casino Morongo Of The Morongo Band Of Mission Indians,-3272
Casita Coalition,Casita Coalition,-16193
The Casita Coalition,Casita Coalition,-16193
Casper,Casper,-3273
Casper Company,Casper,-3273
CASPERS COMPANY LLC,Casper,-3273
Caspian Capital LP,Caspian Capital LP,-3274
CASS Inc.,"Cass, Inc.",-3264
"Cass, Inc.","Cass, Inc.",-3264
Cassidy's Jewelry & Loan Co.  Inc.,Cassidy's Jewelry & Loan Co.  Inc.,-3275
"Cassidy's Jewelry & Loan Company, Inc.",Cassidy's Jewelry & Loan Co.  Inc.,-3275
Castaic Lake Water Agency,Castaic Lake Water Agency,-3276
Castaic Union School District,Castaic Union School District,-3277
Castle & Cook,Castle & Cooke Inc.,-18350
"Castle & Cook Homes Hawaiʻi, Inc.",Castle & Cooke Inc.,-18350
Castle & Cook Inc,Castle & Cooke Inc.,-18350
Castle & Cook Inc.,Castle & Cooke Inc.,-18350
Castle & Cook Legislative Committee,Castle & Cooke Inc.,-18350
CASTLE & COOKE,Castle & Cooke Inc.,-18350
Castle & Cooke California Inc.,Castle & Cooke Inc.,-18350
Castle & Cooke Hawaii,Castle & Cooke Inc.,-18350
"Castle & Cooke Hawaii, Inc.",Castle & Cooke Inc.,-18350
Castle & Cooke Homes Hawaii,Castle & Cooke Inc.,-18350
"Castle & Cooke Homes Hawaii, Inc.",Castle & Cooke Inc.,-18350
"Castle & Cooke Homes Hawaiʻi, Inc",Castle & Cooke Inc.,-18350
"Castle & Cooke Homes Hawaiʻi, Inc.",Castle & Cooke Inc.,-18350
"Castle & Cooke Homes Hawaiʻi, Inc.",Castle & Cooke Inc.,-18350
"Castle & Cooke Homes Hawai‘i, Inc.",Castle & Cooke Inc.,-18350
Castle & Cooke In Legislative Comm. HI,Castle & Cooke Inc.,-18350
Castle & Cooke Inc,Castle & Cooke Inc.,-18350
Castle & Cooke Inc Leg Comm Hi,Castle & Cooke Inc.,-18350
Castle & Cooke Inc Legisative Committee-Hawaii,Castle & Cooke Inc.,-18350
Castle & Cooke Inc Legislative Committee,Castle & Cooke Inc.,-18350
Castle & Cooke Inc Legislative Committee - Hawaii,Castle & Cooke Inc.,-18350
CASTLE & COOKE INC LEGISLATIVE COMMITTEE HI,Castle & Cooke Inc.,-18350
Castle & Cooke Inc Legislative Committee-Hawaii,Castle & Cooke Inc.,-18350
"Castle & Cooke Inc, Lefislative Committee - PAC",Castle & Cooke Inc.,-18350
"Castle & Cooke Inc, Legislative Committe-Hawaii",Castle & Cooke Inc.,-18350
"Castle & Cooke Inc, Legislative Committee - PAC",Castle & Cooke Inc.,-18350
"Castle & Cooke Inc, Legislative Committee-Hawaii",Castle & Cooke Inc.,-18350
"Castle & Cooke Inc, Legislative Committee-Hawaii�",Castle & Cooke Inc.,-18350
"Castle & Cooke Inc, Legislative Committee-HI",Castle & Cooke Inc.,-18350
Castle & Cooke Inc.,Castle & Cooke Inc.,-18350
Castle & Cooke Inc.  Legislative Committee-Hawaii,Castle & Cooke Inc.,-18350
Castle & Cooke Inc. Legeslative Committee,Castle & Cooke Inc.,-18350
Castle & Cooke Inc. Legislative Comm - HI,Castle & Cooke Inc.,-18350
Castle & Cooke Inc. Legislative Comm-Hawaii,Castle & Cooke Inc.,-18350
Castle & Cooke Inc. Legislative Comm.,Castle & Cooke Inc.,-18350
Castle & Cooke Inc. Legislative Committee,Castle & Cooke Inc.,-18350
Castle & Cooke Inc. Legislative Committee - Hawaii,Castle & Cooke Inc.,-18350
Castle & Cooke Inc. Legislative Committee - HI,Castle & Cooke Inc.,-18350
Castle & Cooke Inc. Legislative Committee Hawaii,Castle & Cooke Inc.,-18350
CASTLE & COOKE INC. LEGISLATIVE COMMITTEE- HAWAII,Castle & Cooke Inc.,-18350
CASTLE & COOKE INC. LEGISLATIVE COMMITTEE-HAWAII,Castle & Cooke Inc.,-18350
Castle & Cooke Inc. Legislative Committee-HI,Castle & Cooke Inc.,-18350
Castle & Cooke Inc. Legislative Commmittee - HI,Castle & Cooke Inc.,-18350
"Castle & Cooke Inc., Legislative Committe - Hawaii",Castle & Cooke Inc.,-18350
"Castle & Cooke Inc., Legislative Committee Hawaii",Castle & Cooke Inc.,-18350
Castle & Cooke Legis. Comm.-Hawaii,Castle & Cooke Inc.,-18350
Castle & Cooke Legislative Committee,Castle & Cooke Inc.,-18350
Castle & Cooke Legislative Committee - Hawaii,Castle & Cooke Inc.,-18350
Castle & Cooke Legislative Committee Hawaii,Castle & Cooke Inc.,-18350
Castle & Cooke Legislative Committee-Hawaii,Castle & Cooke Inc.,-18350
Castle & Cooke Legislative Committee-HI,Castle & Cooke Inc.,-18350
"Castle & Cooke Legislative Committee-HI,",Castle & Cooke Inc.,-18350
"Castle & Cooke, Inc",Castle & Cooke Inc.,-18350
"Castle & Cooke, Inc.",Castle & Cooke Inc.,-18350
"Castle & Cooke, Inc.  Legislative Committee-Hawaii",Castle & Cooke Inc.,-18350
"Castle & Cooke, Inc. (Legislative Committee-Hawaii",Castle & Cooke Inc.,-18350
"Castle & Cooke, Inc. (Legislative Committee-Hawaii)",Castle & Cooke Inc.,-18350
"Castle & Cooke, Inc. Legislative Commitee - Hawaii",Castle & Cooke Inc.,-18350
"Castle & Cooke, Inc. Legislative Committee",Castle & Cooke Inc.,-18350
"Castle & Cooke, Inc. Legislative Committee - Hawai",Castle & Cooke Inc.,-18350
"Castle & Cooke, Inc. Legislative Committee - HI",Castle & Cooke Inc.,-18350
"Castle & Cooke, Inc. Legislative Committee Hawai'i",Castle & Cooke Inc.,-18350
"Castle & Cooke, Inc. Legislative Committee Hawaii",Castle & Cooke Inc.,-18350
"Castle & Cooke, Inc. Legislative Committee- Hawaii",Castle & Cooke Inc.,-18350
"Castle & Cooke, Inc. Legislative Committee-Hawaii",Castle & Cooke Inc.,-18350
"Castle & Cooke, Inc., Legislative Committee - Hawa",Castle & Cooke Inc.,-18350
Castle & Cookie Inc. Legislative Committee - Hawai,Castle & Cooke Inc.,-18350
Castle and Cook Inc,Castle & Cooke Inc.,-18350
"CASTLE AND COOKE , INC LEGISLATIVE CMTTEE",Castle & Cooke Inc.,-18350
Castle and Cooke Inc. Legislative Committee,Castle & Cooke Inc.,-18350
Castle and Cooke Inc. Legislative Committee Hawaii,Castle & Cooke Inc.,-18350
Castle and Cooke Inc. Legislative Committee-Hawaii,Castle & Cooke Inc.,-18350
Castle and Cooke Legislative Committee,Castle & Cooke Inc.,-18350
Castle&Cooke Inc Legislative Committee,Castle & Cooke Inc.,-18350
Castle Harlan Inc,"Castle Harlan, Inc.",-3278
"Castle Harlan, Inc.","Castle Harlan, Inc.",-3278
Castle Key Insurance,Castle Key Insurance,-3279
Castle Key Insurance Company,Castle Key Insurance,-3279
Castle Wood Civic Club,Castlewood Civic Club,-3280
Castlewood Civic Club,Castlewood Civic Club,-3280
Castlewood. Civic club,Castlewood Civic Club,-3280
Castro Strategies Michelle,Castro Strategies Michelle,-13291
Castro Valley Sanitary District,Castro Valley Sanitary District,-16828
Castro Valley Unified School District,Castro Valley Unified School District,-16776
Castro Valley,"Castro Valley, California",-16777
"Castro Valley, California","Castro Valley, California",-16777
Catalina Freight Line,Catalina Freight Lines,-3281
Catalina Freight Lines,Catalina Freight Lines,-3281
Catalina Health Resource,Catalina Health Resource,-3282
Catalina Marketing Corporation,Catalina Marketing Corporation,-3283
Catalina Media Development Ii LLC,Catalina Media Development Ii LLC,-3284
Catalyst,Catalyst,-3285
CATALYST COMPANIES LLC,Catalyst,-3285
Catalyst California,Catalyst California,-15786
Catalyst For Local Control,Catalyst For Local Control,-16066
"Catastrophe Risk Consulting, LLC","catastrophe risk consulting, llc",-13292
Caterpillar CA Dealers PAC,Caterpillar California Dealers PAC,-3287
CATERPILLAR CALIF. DEALERS PAC,Caterpillar California Dealers PAC,-3287
Caterpillar California Dealers PAC,Caterpillar California Dealers PAC,-3287
Caterpillar California Dealers PAC - All Purpose Account,Caterpillar California Dealers PAC,-3287
CATERPILLAR EMPLOYEE CATPAC,CATERPILLAR EMPLOYEES PAC,-3288
CATERPILLAR EMPLOYEE FEC ID C00148031,CATERPILLAR EMPLOYEES PAC,-3288
"CATERPILLAR EMPLOYEE FEC ID C00148031, THE",CATERPILLAR EMPLOYEES PAC,-3288
Caterpillar Employee PAC,CATERPILLAR EMPLOYEES PAC,-3288
CATERPILLAR EMPLOYEE PAC FEC ID C00148031,CATERPILLAR EMPLOYEES PAC,-3288
CATERPILLAR EMPLOYEE POLITICAL ACTION COMMITTEE (CATPAC),CATERPILLAR EMPLOYEES PAC,-3288
"CATERPILLAR EMPLOYEE POLITICAL ACTION COMMITTEE FEC ID# C00148031, THE",CATERPILLAR EMPLOYEES PAC,-3288
CATERPILLAR EMPLOYEES (CATPAC),CATERPILLAR EMPLOYEES PAC,-3288
Caterpillar Employees Federal PAC,CATERPILLAR EMPLOYEES PAC,-3288
CATERPILLAR EMPLOYEES PAC,CATERPILLAR EMPLOYEES PAC,-3288
Caterpillar Employees PAC (CATPAC),CATERPILLAR EMPLOYEES PAC,-3288
CATERPILLAR EMPLOYEES PAC (FED ID #C00148031),CATERPILLAR EMPLOYEES PAC,-3288
CATERPILLAR EMPLOYEES PAC FED ID C00148031,CATERPILLAR EMPLOYEES PAC,-3288
Caterpillar Employees Political Action Committee,CATERPILLAR EMPLOYEES PAC,-3288
CATERPILLAR EMPLOYEES POLITICAL ACTION COMMITTEE A MULTICANDIDATE COMMITTEE,CATERPILLAR EMPLOYEES PAC,-3288
"Caterpillar Inc. Employees, PAC",CATERPILLAR EMPLOYEES PAC,-3288
THE CATERPILLAR EMPLOYEE PAC (FEC ID C00148031),CATERPILLAR EMPLOYEES PAC,-3288
The Caterpillar Employee Political Action Committee FEC ID# C00148031,CATERPILLAR EMPLOYEES PAC,-3288
THE CATERPILLAR EMPLOYEES PAC FEC ID#C00148031,CATERPILLAR EMPLOYEES PAC,-3288
THE CATERPILLAR INC. EMPLOYEE PAC,CATERPILLAR EMPLOYEES PAC,-3288
THE CATERPILLAR INC. EMPLOYEE POLITICAL ACTION COMMITTEE (FEC ID# C00148031),CATERPILLAR EMPLOYEES PAC,-3288
"THE CATERPILLAR, INC. EMPLOYEES FEDERAL PAC",CATERPILLAR EMPLOYEES PAC,-3288
Caterpillar,Caterpillar Inc.,-3286
Caterpillar c/o MultiState Associates Inc.,Caterpillar Inc.,-3286
Caterpillar Inc,Caterpillar Inc.,-3286
CATERPILLAR INC CATPAC,Caterpillar Inc.,-3286
CATERPILLAR INC CATPAC FEC ID C00148031,Caterpillar Inc.,-3286
CATERPILLAR INC CATPAC FEDERAL,Caterpillar Inc.,-3286
CATERPILLAR INC FEDERAL PAC CATPAC,Caterpillar Inc.,-3286
CATERPILLAR INC PAC,Caterpillar Inc.,-3286
CATERPILLAR INC PAC CATPAC,Caterpillar Inc.,-3286
CATERPILLAR INC PAC CATPAC FEC C00148031,Caterpillar Inc.,-3286
CATERPILLAR INC PAC CATPAC FEC ID C00148031,Caterpillar Inc.,-3286
CATERPILLAR INC PAC CATPAC FEC IDC00148031,Caterpillar Inc.,-3286
CATERPILLAR INC PAC FEC ID C00148031,Caterpillar Inc.,-3286
CATERPILLAR INC PAC FED- CATPAC,Caterpillar Inc.,-3286
Caterpillar Inc.,Caterpillar Inc.,-3286
CATERPILLAR INC. PAC (CATPAC),Caterpillar Inc.,-3286
CATERPILLAR INC. PAC (CATPAC) (FEC ID# C00148031),Caterpillar Inc.,-3286
CATERPILLAR INC. POLITICAL ACTION COMMITEE (CATPAC) A MULTICANDIDATE COMMITTEE,Caterpillar Inc.,-3286
CATERPILLAR INC. POLITICAL ACTION COMMITTEE (CATPAC),Caterpillar Inc.,-3286
CATERPILLAR INCITEE CATPAC A MULTICANDIDATE COMMITTEE,Caterpillar Inc.,-3286
"Caterpillar, Inc.",Caterpillar Inc.,-3286
"CATERPILLAR, INC. (CATPAC) FEDERAL PAC",Caterpillar Inc.,-3286
"CATERPILLAR, INC. FEDERAL PAC (CATPAC)",Caterpillar Inc.,-3286
"THE CATERPILLAR, INC. FEDERAL PAC",Caterpillar Inc.,-3286
"THE CATERPILLAR, INC. PAC (CATPAC) (FEC ID# C00148031)",Caterpillar Inc.,-3286
"Cates International, Inc.",Cates Marine Services LLC,-19339
Cates Marine Services,Cates Marine Services LLC,-19339
Cates Marine Services LLC,Cates Marine Services LLC,-19339
Cathay L.A. Inc.,Cathay LA Inc.,-3289
Cathay LA Inc.,Cathay LA Inc.,-3289
Cathedral City,Cathedral City,-17063
City of Cathedral City,Cathedral City,-17063
"City of Cathedral City, California",Cathedral City,-17063
Cathedral of Hope United Church of Christ,"Cathedral of Hope, United Church of Christ",-3290
"Cathedral of Hope, United Church of Christ","Cathedral of Hope, United Church of Christ",-3290
Catholic Cemeteries of the Archdiocese of Miami,Catholic Cemeteries of the Archdiocese of Miami,-3291
California Catholic Charities,Catholic Charities,-3292
Catholic Charities Hawaii,Catholic Charities,-3292
Catholic Charities Hawaii,Catholic Charities,-3292
Catholic Charities Hawaiʻi,Catholic Charities,-3292
Catholic Charities Hawaii,Catholic Charities,-3292
Catholic Charities Hawaiʻi,Catholic Charities,-3292
Catholic Charities,Catholic Charities,-3292
Catholic Charities Diocese of Stockton,Catholic Charities,-3292
Catholic Charities East Bay,Catholic Charities,-3292
Catholic Charities Hawaii,Catholic Charities,-3292
Catholic Charities Hawai`i,Catholic Charities,-3292
Catholic Charities Hawaii,Catholic Charities,-3292
Catholic Charities Hawaiʻi,Catholic Charities,-3292
Catholic Charities Hawai‘i,Catholic Charities,-3292
Catholic Charities of CA United,Catholic Charities,-3292
Catholic Charities Of California,Catholic Charities,-3292
Catholic Charities Of California United,Catholic Charities,-3292
Catholic Charities of Central Texas/AILA,Catholic Charities,-3292
"Catholic Charities of Corpus Christi, Inc.",Catholic Charities,-3292
Catholic Charities of Hawaii,Catholic Charities,-3292
Catholic Charities Of Los Angeles,Catholic Charities,-3292
Catholic Charities of San Francisco,Catholic Charities,-3292
Catholic Charities of Santa Clara County,Catholic Charities,-3292
Catholic Charities of Stockton,Catholic Charities,-3292
Catholic Charities of Stockton- Environmental Justice Program,Catholic Charities,-3292
Catholic Charities of the Archdicese of Galveston Houston,Catholic Charities,-3292
Catholic Charities of the Diocese of Stockton,Catholic Charities,-3292
Catholic Charities of the East Bay,Catholic Charities,-3292
"Catholic Charities San Francisco, Marin, San Mateo Counties",Catholic Charities,-3292
Catholic Charities VA Womens Program,Catholic Charities,-3292
Catholic Charities Women Veteran Services,Catholic Charities,-3292
Catholic Charities' Women Veteran Services,Catholic Charities,-3292
"Catholic Charities, Diocese of Stockton",Catholic Charities,-3292
"Esperanza Immigrant Rights Project, Catholic Charities of Los Angeles INC.",Catholic Charities,-3292
Mother Lode Office of Catholic Charities,Catholic Charities,-3292
"Women Veteran Services, Catholic Charities",Catholic Charities,-3292
Catholic Church,Catholic Church,-3297
Catholic Church of California,Catholic Church,-3297
Director for Family and Respect Life Ministries for the Catholic Diocese,Catholic Church,-3297
California Catholic Families 4 Freedom CA,Catholic Families for Freedom,-18091
Catholic Families 4 Freedom CA,Catholic Families for Freedom,-18091
Catholic Families 4 Freedom California,Catholic Families for Freedom,-18091
Catholic Families for Freedom,Catholic Families for Freedom,-18091
Catholic Families for Freedom - Riverside County,Catholic Families for Freedom,-18091
Catholic Families for Freedom - San Bernardino,Catholic Families for Freedom,-18091
Catholic Healthcare West,Catholic Healthcare West,-3298
Catholic Mothers for Truth & Transparency,Catholic Mothers for Truth & Transparency,-17558
Catholic School of Austin,Catholic School of Austin,-3299
Catholic Schools of Austin,Catholic School of Austin,-3299
Cathy Abernathy Consultants,Cathy Abernathy Consultants,-3300
cato institute's center for constitutional studies,Cato Institutes Center for Constitutional Studies,-3301
Cato Institutes Center for Constitutional Studies,Cato Institutes Center for Constitutional Studies,-3301
Cattleman's Action Legislative Fund,Cattlemens Action Legislative Fund,-18329
