"","pac_id","depth","path","status","total_received","total_donated_all","data_sufficiency","unitemized_amount","member_dues_amount","under_5k_amount","over_5k_amount","is_federal_pac","low_data_sufficiency","unknown_data_sufficiency","data_ok","pct_unitemized_dues","pct_over_5k","classify_by_name","total_direct_over_5k","total_resolvable","pct_resolvable","classification_status","unresolvable_reason","Contributor.Name"
"109","1266480",0,"1266480","resolved",174000,47400,3.67088607594937,0,0,142000,32000,FALSE,FALSE,FALSE,TRUE,0,0.183908045977011,FALSE,32000,32000,0.183908045977011,"unresolvable","low_pct_resolvable","California Nations Indian Gaming Association Sovereignty Protection Fund"
"110","1019780",0,"1019780","resolved",118210.14,60100,1.96689084858569,71130.93,0,47079.21,0,FALSE,FALSE,FALSE,TRUE,0.601732897025585,0,TRUE,0,0,0,"classify_by_name",NA,"California Optometric PAC (aka CAL-OPAC)"
"111","1018801",0,"1018801","resolved",17883.88,43000,0.415904186046512,50.13,0,17833.75,0,FALSE,TRUE,FALSE,FALSE,0.00280308299988593,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","California Pawnbrokers Association PAC"
"112","1237671",0,"1237671","resolved",47946.08,111700,0.429239749328559,0,42000,0,5946.08,FALSE,TRUE,FALSE,FALSE,0.875984022051438,0.124015977948562,FALSE,5946.08,5946.08,0.124015977948562,"unresolvable","low_data_sufficieny","California-Nevada Conference of Operating Engineers Political Action Committee"
"113","1021273",0,"1021273","resolved",1510411.1,649000,2.32728983050847,8875,0,113195.72,1388340.38,FALSE,FALSE,FALSE,TRUE,0.00587588372463629,0.919180466827872,FALSE,1388340.38,1388340.38,0.919180466827872,"classify_by_contributors",NA,"Consumer Attorneys of California Political Action Committee"
"114","1042187",0,"1042187","resolved",49356,36300,1.3596694214876,49356,0,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"International Union Of Operating Engineers Stationary Engineers Local 39"
"115","1064902",0,"1064902","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Local Societies of the California Optometric Association PAC (aka LSCOA-PAC)"
"116","1034124",0,"1034124","resolved",68904.8,86690.5,0.794836804494149,66314.3,0,2590.5,0,FALSE,FALSE,FALSE,TRUE,0.962404651054789,0,TRUE,0,0,0,"classify_by_name",NA,"Los Angeles County Building and Construction Trades Council - Political Action Committee"
"117","1071932",0,"1071932","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","North Coast States Regional Council of Carpenters Small Contributor Committee"
"118","1073761",0,"1073761","resolved",386686.89,278610,1.38791461182298,386686.89,0,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"Operating Engineers Local Union 3 Statewide PAC"
"119","1325942",0,"1325942","resolved",696909.72,1041700,0.66901192281847,696909.72,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,FALSE,0,0,0,"unresolvable","federal_pac","PACE of California School Employees Association Local, State, Federal Candidates (Fed PAC ID #C00480830)"
"120","1034589",0,"1034589","resolved",542240,545925,0.993249988551541,0,0,0,542240,FALSE,FALSE,FALSE,TRUE,0,1,FALSE,542240,542240,1,"classify_by_contributors",NA,"Professional Engineers in California Government PECG PAC"
"121","1413981",0,"1413981","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Re-Elect Eleni Kounalakis for Lieutenant Governor 2022"
"122","1019977",0,"1019977","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Sacramento Area Fire Fighters Local 522 Political Action Committee"
"123","1018915",0,"1018915","resolved",274867.77,207500,1.32466395180723,274867.77,0,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"Service Employees International Union Local 721 CTW, CLC State & Local"
"124","1076050",0,"1076050","resolved",45332.88,78800,0.575290355329949,0,0,31732.96,13599.92,FALSE,TRUE,FALSE,FALSE,0,0.300001235306471,FALSE,13599.92,13599.92,0.300001235306471,"unresolvable","low_data_sufficieny","America's Physician Groups California Political Action Committee, sponsored by America's Physician Groups"
"125","1021744",0,"1021744","resolved",97362.5,105900,0.91938149197356,0,0,0,97362.5,FALSE,FALSE,FALSE,TRUE,0,1,FALSE,97362.5,77762.5,0.798690460906406,"classify_by_contributors",NA,"Association of California Life & Health Insurance Companies PAC (ACLHIC PAC)"
"126","1031555",0,"1031555","resolved",30791.65,78100,0.394259282970551,2980,0,27811.65,0,FALSE,TRUE,FALSE,FALSE,0.0967794840484352,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","California Association of Nurse Anesthetists PAC"
"127","1021706",0,"1021706","resolved",115463.71,64300,1.79570311041991,33562.32,0,71911.39,9990,FALSE,FALSE,FALSE,TRUE,0.290674186720659,0.0865206912197781,FALSE,9990,9990,0.0865206912197781,"unresolvable","low_pct_resolvable","California Farm Bureau Federation Fund to Protect the Family Farm (FARM PAC)"
"128","1030692",0,"1030692","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","California Grain & Feed Association PAC"
"129","1054067",0,"1054067","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","California Poultry Federation PAC"
"130","1048794",0,"1048794","resolved",54687.41,21500,2.54360046511628,0,0,9905.01,44782.4,FALSE,FALSE,FALSE,TRUE,0,0.818879519070294,FALSE,44782.4,44782.4,0.818879519070294,"classify_by_contributors",NA,"California Rice Industry Association Political Action Committee"
"131","1045460",0,"1045460","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Cement Masons Local 600 Political Action Committee"
"132","1483803",0,"1483803","resolved",4501957.52,789200,5.70445707045109,4501957.52,0,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"Democratic Action, Sponsored by Democratic Governors Association"
"133","1281772",0,"1281772","resolved",49800,31500,1.58095238095238,0,0,0,49800,FALSE,FALSE,FALSE,TRUE,0,1,FALSE,49800,24800,0.497991967871486,"unresolvable","low_pct_resolvable","Golden State Leadership Fund PAC"
"134","1018862",0,"1018862","resolved",248328.5,88700,2.79964487034949,248328.5,0,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"Los Angeles Police Protective League PAC"
"135","1223277",0,"1223277","resolved",33495,19950,1.67894736842105,0,0,0,33495,FALSE,FALSE,FALSE,TRUE,0,1,FALSE,33495,33495,1,"classify_by_contributors",NA,"Marine Clerks ILWU LOCAL 63- PAC"
"136","1456932",0,"1456932","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Sharon Quirk-Silva for Assembly 2024"
"137","1018846",0,"1018846","resolved",631722.94,603200,1.04728604111406,231.22,615083.46,1442.26,14966,FALSE,FALSE,FALSE,TRUE,0.974026176728678,0.0236907654485367,TRUE,14966,14966,0.0236907654485367,"classify_by_name",NA,"State Building and Construction Trades Council of California PAC"
"138","1277874",0,"1277874","resolved",7334.81,100506.32,0.0729785947789154,0,0,0,7334.81,FALSE,TRUE,FALSE,FALSE,0,1,FALSE,7334.81,7334.81,1,"unresolvable","low_data_sufficieny","Wine Institute California PAC"
"139","1400117",0,"1400117","unresolved",NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","federal_pac","Eureka Political Action Committee (fed PAC ID #c00390161)"
"140","1070701",0,"1070701","resolved",57990,25700,2.25642023346303,0,0,2990,55000,FALSE,FALSE,FALSE,TRUE,0,0.948439386101052,FALSE,55000,55000,0.948439386101052,"classify_by_contributors",NA,"The Lincoln Club of Orange County State PAC"
