"raw_name","entity_uuid","reviewed_date","source"
"SEIU UNITED HEALTHCARE WORKERS WEST POLITICAL ACTION COMMITTEE","b5951f83-1f30-46b9-9257-e3919ea69ffa","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE OF INTERNS AND RESIDENT PHYSICIAN PAC","35077ce2-4550-43d1-95a0-fd48e64cf85f","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000","f100c1ca-ebef-4413-97f6-fbad36f0301d","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000","f100c1ca-ebef-4413-97f6-fbad36f0301d","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000 CANDIDATE PAC","f100c1ca-ebef-4413-97f6-fbad36f0301d","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE","f100c1ca-ebef-4413-97f6-fbad36f0301d","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021","f7636b51-da70-44bd-86eb-e0f86a8e6b85","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021","f7636b51-da70-44bd-86eb-e0f86a8e6b85","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021 CANDIDATE PAC","f7636b51-da70-44bd-86eb-e0f86a8e6b85","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE","f7636b51-da70-44bd-86eb-e0f86a8e6b85","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021 CANDIDATE PAC-SMALL CONTRIBUTOR COMMITTEE","f7636b51-da70-44bd-86eb-e0f86a8e6b85","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL NO.1021 CANDIDATE PAC","f7636b51-da70-44bd-86eb-e0f86a8e6b85","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521 CANDIDATE PAC","29b0dd81-a615-44f1-b513-780f1a61a280","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC STATE & LOCAL","ebd8e7ad-a20f-45d4-869a-2e79c5268150","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721, CTW, CLC STATE & LOCAL","ebd8e7ad-a20f-45d4-869a-2e79c5268150","2026-08-28","manual_review"
"PLUMBERS & PIPEFITTERS LOCAL UNION 442 PAC","9c05dd5e-2da1-4af0-b48b-55c7e515c150","2026-08-28","manual_review"
"PLUMBERS & STEAMFITTERS LOCAL UNION 442 PAC","9c05dd5e-2da1-4af0-b48b-55c7e515c150","2026-08-28","manual_review"
"PLUMBERS AND PIPEFITTERS LOCAL 442 PAC","9c05dd5e-2da1-4af0-b48b-55c7e515c150","2026-08-28","manual_review"
"PLUMBERS AND PIPEFITTERS LOCAL 364","e755c17d-2f28-4073-bb84-6f438607e9f0","2026-08-28","manual_review"
"PLUMBERS AND STEAMFITTERS LOCAL 460 PAC","d37967e8-9db1-4f1b-9ac7-762667fd5d22","2026-08-28","manual_review"
"PLUMBERS AND STEAMFITTERS LOCAL NO. 467 STATE POLITICAL ACTION FUND","f86ea8a0-74a6-4a9e-979a-acc03ce785c2","2026-08-28","manual_review"
"PLUMBERS AND STEAMFITTERS UNION LOCAL NO. 467 STATE POLITICAL ACTION FUND","f86ea8a0-74a6-4a9e-979a-acc03ce785c2","2026-08-28","manual_review"
"PLUMBERS AND STEAMFITTERS LOCAL UNION 403 STATE & LOCAL POLITICAL ACTION FUND","12f00fc7-be2d-4c14-8f57-5bb611a1a820","2026-08-28","manual_review"
"PLUMBERS AND STEAMFITTERS LOCAL UNION NO. 582 POLITICAL ACTION COMMITTEE","b2cb292e-a8c8-4c90-b621-c7ca985ab47b","2026-08-28","manual_review"
"PLUMBERS AND STEAMFITTERS LOCAL UNION NO. 761 POLITICAL ACTION COMMITTEE","a6597290-3bd4-4ced-bf3f-342ab008791c","2026-08-28","manual_review"
"PLUMBERS LOCAL NO. 78 POLITICAL ACTION COMMITTEE","5643ca6f-4e65-453f-9c62-937d6d107211","2026-08-28","manual_review"
"PLUMBERS LOCAL UNION NO. 78","5643ca6f-4e65-453f-9c62-937d6d107211","2026-08-28","manual_review"
"PLUMBERS, STEAMFITTERS & REFRIGERATION FITTERS LOCAL 393 POLITICAL ACTION FUND","7b9a6079-8119-4a7b-9818-f201aa2a6f34","2026-08-28","manual_review"
"PLUMBERS, STEAMFITTERS & REFRIGERATION FITTERS LOCAL 393 POLITICAL ACTION FUND SMALL CONTRIBUTOR COMMITTEE","7b9a6079-8119-4a7b-9818-f201aa2a6f34","2026-08-28","manual_review"
"SPRINKLER FITTERS LOCAL #709 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","c7d353f6-aff8-451e-99c3-20b9a4537334","2026-08-28","manual_review"
"UNITED ASSOCIATION LOCAL UNION 345","541b67b3-62f3-4c50-8c05-64326fe0520c","2026-08-28","manual_review"
"AFSCME COUNCIL 57 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","cdc08a40-486e-4bed-afdc-aebac8595217","2026-08-28","manual_review"
"AMERICAN FEDERATION OF STATE COUNTY COUNTY & MUNICIPAL EMPLOYEES-COUNCIL 57 PAC","cdc08a40-486e-4bed-afdc-aebac8595217","2026-08-28","manual_review"
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57 PAC","cdc08a40-486e-4bed-afdc-aebac8595217","2026-08-28","manual_review"
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES-COUNCIL 57 PAC","cdc08a40-486e-4bed-afdc-aebac8595217","2026-08-28","manual_review"
"AMERICAN FEDERATION OF STATE, COUNTY, MUNICIPAL EMPLOYEES-COUNCIL 57 PAC","cdc08a40-486e-4bed-afdc-aebac8595217","2026-08-28","manual_review"
"AFSCME LOCAL 101 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","7e5855b7-7473-4f67-b103-03558a8a6e0b","2026-08-28","manual_review"
"AFSCME LOCAL 146 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","7df5870e-5ba8-42eb-b395-88aa41bb1e80","2026-08-28","manual_review"
"AFSCME LOCAL 1684 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","91195e47-c1a6-4a42-9523-51e9f6593dcf","2026-08-28","manual_review"
"AFSCME LOCAL 2019 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","6cecb3cc-c7bb-4a20-b196-a4c8e3a6e57c","2026-08-28","manual_review"
"AFSCME LOCAL 2428 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","f8efd971-b641-48a7-9ea0-f8a28a8cffcc","2026-08-28","manual_review"
"AFSCME LOCAL 2620","bf65f7e1-324f-4673-88f1-2d74377dea16","2026-08-28","manual_review"
"AFSCME LOCAL 2620 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","bf65f7e1-324f-4673-88f1-2d74377dea16","2026-08-28","manual_review"
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, LOCAL 2620 POLITICAL ACTION COMMITTEE","bf65f7e1-324f-4673-88f1-2d74377dea16","2026-08-28","manual_review"
"AFSCME LOCAL 2700 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","f3734152-b1f3-4268-9c7f-a584747fd134","2026-08-28","manual_review"
"AFSCME LOCAL 2703 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","54b73a88-7fc4-4a34-b35f-2644d6d21401","2026-08-28","manual_review"
"AFSCME LOCAL 3299 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","564570cb-4b5f-4155-8cb7-7650ad6c7739","2026-08-28","manual_review"
"AFSCME LOCAL 3993 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","4a7cd255-a67d-4e96-a983-96b76504249e","2026-08-28","manual_review"
"AFSCME LOCAL 444 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","a4148de8-6025-441e-898a-8830ba126d98","2026-08-28","manual_review"
"AFSCME LOCAL 512 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","e632c8b6-7f50-4b97-86cb-ae66362e1215","2026-08-28","manual_review"
"AFSCME LOCAL 829 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","0661a263-88b0-406a-9400-7c009c0a14a1","2026-08-28","manual_review"
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE) SMALL CONTRIBUTOR COMMITTEE","d72959e0-d052-4363-acef-020e0b991540","2026-08-28","manual_review"
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES - CA PEOPLE SMALL CONTRIBUTOR COMMITTEE","d72959e0-d052-4363-acef-020e0b991540","2026-08-28","manual_review"
"AMERICAN FEDERATION OF STATE, COUNTY, & MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE) SMALL CONTRIBUTOR COMMITTEE","d72959e0-d052-4363-acef-020e0b991540","2026-08-28","manual_review"
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL NO. 685 POLITICAL ACTION COMMITTEE","1fd3cb0b-6ec6-4edc-8037-978f1c217ce5","2026-08-28","manual_review"
"LA COUNTY PROBATION OFFICERS UNION AFSCME LOCAL NO. 685 PAC SMALL CONTRIBUTOR COMMITTEE","1fd3cb0b-6ec6-4edc-8037-978f1c217ce5","2026-08-28","manual_review"
"LA COUNTY PROBATION OFFICERS UNION AFSCME, LOCAL NO. 685 PAC SMALL CONTRIBUTOR COMMITTEE","1fd3cb0b-6ec6-4edc-8037-978f1c217ce5","2026-08-28","manual_review"
"UNITED EMS WORKERS AFSCME LOCAL 4911 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","0fd36fce-03e4-4e74-bf32-a6306e1c28da","2026-08-28","manual_review"
"CA NEW CAR DEALERS ASSOCIATION PAC","6f8a856f-9308-49eb-b561-61a0e276a3a3","2026-08-28","manual_review"
"CALIFORNIA NEW CAR DEALERS ASSOC. PAC","6f8a856f-9308-49eb-b561-61a0e276a3a3","2026-08-28","manual_review"
"CALIFORNIA NEW CAR DEALERS ASSOCIATION","6f8a856f-9308-49eb-b561-61a0e276a3a3","2026-08-28","manual_review"
"CALIFORNIA NEW CAR DEALERS ASSOCIATION PAC","6f8a856f-9308-49eb-b561-61a0e276a3a3","2026-08-28","manual_review"
"CALIFORNIA NEW CAR DEALERS ASSOCIATION PAC","6f8a856f-9308-49eb-b561-61a0e276a3a3","2026-08-28","manual_review"
"ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES","f85ef115-079f-4762-a667-998376eb6194","2026-08-28","manual_review"
"ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES (ACLHIC) PAC","f85ef115-079f-4762-a667-998376eb6194","2026-08-28","manual_review"
"ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES PAC","f85ef115-079f-4762-a667-998376eb6194","2026-08-28","manual_review"
"ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES PAC (ACLHIC PAC)","f85ef115-079f-4762-a667-998376eb6194","2026-08-28","manual_review"
"DISABILITY PAC, SPONSORED BY ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES","952dcaa5-bfd0-4aef-a357-d1a42df08cc2","2026-08-28","manual_review"
"DISABILITY POLITICAL ACTION COMMITTEE SPONSORED BY ASSOCIATION FOR CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES","952dcaa5-bfd0-4aef-a357-d1a42df08cc2","2026-08-28","manual_review"
"DISABILITY POLITICAL ACTION COMMITTEE, SPONSORED BY ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES","952dcaa5-bfd0-4aef-a357-d1a42df08cc2","2026-08-28","manual_review"
"CA CORRECTIONAL PEACE OFFICERS ASSN PAC","87ec774e-605e-4528-83d6-60921b8b41c0","2026-08-28","manual_review"
"CA CORRECTIONAL PEACE OFFICERS ASSOCIATION PAC","87ec774e-605e-4528-83d6-60921b8b41c0","2026-08-28","manual_review"
"CALIFORNIA CORRECTIONAL PEACE OFFICERS  ASSOCIATION PAC","87ec774e-605e-4528-83d6-60921b8b41c0","2026-08-28","manual_review"
"CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOC PAC","87ec774e-605e-4528-83d6-60921b8b41c0","2026-08-28","manual_review"
"CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION (CCPOA) POLITICAL ACTION COMMITTEE","87ec774e-605e-4528-83d6-60921b8b41c0","2026-08-28","manual_review"
"CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION PAC","87ec774e-605e-4528-83d6-60921b8b41c0","2026-08-28","manual_review"
"CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION POLITICAL ACTION COMMITTEE","87ec774e-605e-4528-83d6-60921b8b41c0","2026-08-28","manual_review"
"CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION (INTERMEDIARY FOR MEMBERS UNDER $100)","87ec774e-605e-4528-83d6-60921b8b41c0","2026-08-28","manual_review"
"CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION (CCPOA) LOCAL POLITICAL ACTION COMMITTEE","87ec774e-605e-4528-83d6-60921b8b41c0","2026-08-28","manual_review"
"CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION LOCAL PAC","87ec774e-605e-4528-83d6-60921b8b41c0","2026-08-28","manual_review"
"VERIZON COMMUNICATIONS INC. & IT'S AFFILIATES","ba347816-9ee3-4afc-ac68-f153e48456cd","2026-08-28","manual_review"
"VERIZON COMMUNICATIONS INC. AND ITS AFFILIATES","ba347816-9ee3-4afc-ac68-f153e48456cd","2026-08-28","manual_review"
"VERIZON COMMUNICATIONS INC. AND ITS AFFILIATES","ba347816-9ee3-4afc-ac68-f153e48456cd","2026-08-28","manual_review"
"VERIZON COMMUNICATIONS, INC.","ba347816-9ee3-4afc-ac68-f153e48456cd","2026-08-28","manual_review"
"VERIZON COMMUNICATIONS, INC. GOOD GOVERNMENT CLUB-CALIFORNIA","ba347816-9ee3-4afc-ac68-f153e48456cd","2026-08-28","manual_review"
"SEMPRA","d079c4a3-869d-479e-8088-9748f35874f2","2026-08-28","manual_review"
"SEMPRA ENERGY","d079c4a3-869d-479e-8088-9748f35874f2","2026-08-28","manual_review"
"SEMPRA ENERGY","d079c4a3-869d-479e-8088-9748f35874f2","2026-08-28","manual_review"
"SEMPRA ENERGY EMPLOYEES POLITICAL ACTION COMMITTEE - STATE COMMITTEE","d079c4a3-869d-479e-8088-9748f35874f2","2026-08-28","manual_review"
"SEMPRA ENERGY EMPLOYEES STATE PAC","d079c4a3-869d-479e-8088-9748f35874f2","2026-08-28","manual_review"
"SEMPRA 'FORMERLY SEMPRA ENERGY'","d079c4a3-869d-479e-8088-9748f35874f2","2026-08-28","manual_review"
"SEMPRA FORMERLY SEMPRA ENERGY","d079c4a3-869d-479e-8088-9748f35874f2","2026-08-28","manual_review"
"CHULA VISTA FIREFIGHTERS LOCAL 2180 PAC","a768227a-7cb9-4b29-a4d0-6cd095ad2b65","2026-08-28","manual_review"
"KERN COUNTY FIRE FIGHTERS UNION LOCAL 1301 POLITICAL ACTION COMMITTEE","882a5560-a397-4aa4-812e-18efb21a917a","2026-08-28","manual_review"
"LOS ANGELES COUNTY FIREFIGHTERS LOCAL 1014","aaa8ad3a-4695-41ec-b36d-bb7976638023","2026-08-28","manual_review"
"LOS ANGELES COUNTY FIREFIGHTERS LOCAL 1014 LEGISLATIVE FUND COMMITTEE","aaa8ad3a-4695-41ec-b36d-bb7976638023","2026-08-28","manual_review"
"LOS ANGELES COUNTY FIREFIGHTERS LOCAL 1014 LEGISLATIVE FUND COMMITTEE SMALL CONTRIBUTOR COMMITTEE","aaa8ad3a-4695-41ec-b36d-bb7976638023","2026-08-28","manual_review"
"SACRAMENTO AREA FIRE FIGHTERS LOCAL 522 PAC","c807cdc4-632c-4888-803e-af14eca0b2ca","2026-08-28","manual_review"
"SACRAMENTO AREA FIRE FIGHTERS LOCAL 522 POLITICAL ACTION COMMITTEE","c807cdc4-632c-4888-803e-af14eca0b2ca","2026-08-28","manual_review"
"CALIFORNIA FACULTY ASSOCIATION","07647947-b33d-4c9f-85fc-aac839d2201a","2026-08-28","manual_review"
"CALIFORNIA FACULTY ASSOCIATION POLITICAL ISSUES COMMITTEE","07647947-b33d-4c9f-85fc-aac839d2201a","2026-08-28","manual_review"
"FACULTY FOR OUR UNIVERSITY'S FUTURE","4a599149-1397-4e75-9d59-a7db1c42c748","2026-08-28","manual_review"
"FACULTY FOR OUR UNIVERSITY'S FUTURE, A COMMITTEE SPONSORED BY THE CA FACULTY ASSOCIATION","4a599149-1397-4e75-9d59-a7db1c42c748","2026-08-28","manual_review"
"FACULTY FOR OUR UNIVERSITY'S FUTURE, A COMMITTEE SPONSORED BY THE CALIFORNIA FACULTY ASSOCIATION","4a599149-1397-4e75-9d59-a7db1c42c748","2026-08-28","manual_review"
"FACULTY FOR OUR UNIVERSITY'S FUTURE, A COMMITTEE SPONSORED BY THE CALIFORNIA FACULTY ASSOCIATION SMALL CONTRIBUTOR COMMITTEE","4a599149-1397-4e75-9d59-a7db1c42c748","2026-08-28","manual_review"
"FACULTY FOR OUR UNIVERSITY'S FUTURE, LOCAL COMMITTEE SPONSORED BY THE CALIFORNIA FACULTY ASSOCIATION","4a599149-1397-4e75-9d59-a7db1c42c748","2026-08-28","manual_review"
"LABORERS LOCAL #1184 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","f8c28247-7e34-4ecf-821b-5445c9bec7a5","2026-08-28","manual_review"
"LABORERS LOCAL #585 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","683f7d75-8504-4e72-904f-93208e9e75d0","2026-08-28","manual_review"
"LABORERS LOCAL #345 - GUNITE (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","8520e733-66c1-4d49-80f7-31e1ee300f48","2026-08-28","manual_review"
"LABORERS LOCAL #89 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","afd4c1fc-7914-4027-be63-1c0d91530150","2026-08-28","manual_review"
"LABORER'S INTERNATIONAL UNION OF NORTH AMERICA LOCAL 89 POLITICAL ACTION FUND","afd4c1fc-7914-4027-be63-1c0d91530150","2026-08-28","manual_review"
"LABORERS INTERNATIONAL UNION OF NORTH AMERICA LOCAL 89","afd4c1fc-7914-4027-be63-1c0d91530150","2026-08-28","manual_review"
"LABORERS INTERNATIONAL UNION OF NORTH AMERICA LOCAL 1309 PAC","6187c78a-16ed-4d3f-a37b-35f40c2127d1","2026-08-28","manual_review"
"LABORERS' INTERNATIONAL UNION OF NORTH AMERICA LOCAL 1309","6187c78a-16ed-4d3f-a37b-35f40c2127d1","2026-08-28","manual_review"
"LABORERS' INTERNATIONAL UNION OF NORTH AMERICA LOCAL 1309 PAC","6187c78a-16ed-4d3f-a37b-35f40c2127d1","2026-08-28","manual_review"
"LABORERS LOCAL #1309 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","6187c78a-16ed-4d3f-a37b-35f40c2127d1","2026-08-28","manual_review"
"LABORERS LOCAL 185 PAC","e773af63-fd69-4883-9af9-0da50f65ca91","2026-08-28","manual_review"
"LABORERS LOCAL 220 PAC","54e28465-f6d9-4c9b-a638-57859d82175f","2026-08-28","manual_review"
"LABORERS LOCAL #220 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","54e28465-f6d9-4c9b-a638-57859d82175f","2026-08-28","manual_review"
"LABORERS LOCAL 652 PAC","0ab1f59b-7a29-44e7-9157-e466c03a7230","2026-08-28","manual_review"
"LABORERS' INTERNATIONAL UNION LOCAL 652","0ab1f59b-7a29-44e7-9157-e466c03a7230","2026-08-28","manual_review"
"LABORERS LOCAL #652 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","0ab1f59b-7a29-44e7-9157-e466c03a7230","2026-08-28","manual_review"
"LABORERS LOCAL UNION 270 PAC SMALL CONTRIBUTOR COMMITTEE","49d58ccd-72db-4962-837f-4d01c19db54f","2026-08-28","manual_review"
"LABORERS LOCAL UNION NO. 783-PAC","b17dd2a0-9e2d-41a4-824d-87103f47fe3a","2026-08-28","manual_review"
"LABORERS' INTERNATIONAL UNION OF NORTH AMERICA","bc1f79e2-46a8-4a0a-abf0-0999c0f97dc4","2026-08-28","manual_review"
"LABORERS LOCAL 300 SMALL CONTRIBUTOR COMMITTEE","a014938b-e708-4679-ba12-b259b2387b23","2026-08-28","manual_review"
"LABORERS' LOCAL 300","a014938b-e708-4679-ba12-b259b2387b23","2026-08-28","manual_review"
"LABORERS' LOCAL 300 SMALL CONTRIBUTOR COMMITTEE","a014938b-e708-4679-ba12-b259b2387b23","2026-08-28","manual_review"
"LABORERS LOCAL #300 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","a014938b-e708-4679-ba12-b259b2387b23","2026-08-28","manual_review"
"AT&T INC & ITS AFFILIATES","d133eb39-e83a-4a43-86ed-26b4527c99fb","2026-08-28","manual_review"
"AT&T INC. AND ITS AFFILIATES","d133eb39-e83a-4a43-86ed-26b4527c99fb","2026-08-28","manual_review"
"AT&T SERVICES INC. AND ITS AFFILIATES","d133eb39-e83a-4a43-86ed-26b4527c99fb","2026-08-28","manual_review"
"AT&T AND AFFILIATED ENTITIES","d133eb39-e83a-4a43-86ed-26b4527c99fb","2026-08-28","manual_review"
"AT&T SERVICES INC & ITS AFFILIATES","d133eb39-e83a-4a43-86ed-26b4527c99fb","2026-08-28","manual_review"
"AT&T SERVICES INC. AND ITS AFFILIATES","d133eb39-e83a-4a43-86ed-26b4527c99fb","2026-08-28","manual_review"
"AT&T SERVICES, INC. & ITS AFFILIATES","d133eb39-e83a-4a43-86ed-26b4527c99fb","2026-08-28","manual_review"
"AT&T SERVICES, INC. AND ITS AFFILIATES","d133eb39-e83a-4a43-86ed-26b4527c99fb","2026-08-28","manual_review"
"AT&T CALIFORNIA EMPLOYEE PAC","d133eb39-e83a-4a43-86ed-26b4527c99fb","2026-08-28","manual_review"
"AT&T CALIFORNIA EMPLOYEE POLITICAL ACTION COMMITTEE","d133eb39-e83a-4a43-86ed-26b4527c99fb","2026-08-28","manual_review"
"WESTERN MANUFACTURED HOUSING COMMUNITIES ASSN. PAC","2848b36d-4780-4918-86f7-93531c6d9145","2026-08-28","manual_review"
"WESTERN MANUFACTURED HOUSING COMMUNITIES ASSOCIATION PAC","2848b36d-4780-4918-86f7-93531c6d9145","2026-08-28","manual_review"
"WESTERN MANUFACTURED HOUSING COMMUNITIES ASSOCIATION PAC (WMA PAC)","2848b36d-4780-4918-86f7-93531c6d9145","2026-08-28","manual_review"
"WESTERN MANUFACTURED HOUSING COMMUNITIES PAC SPONSOR: WESTERN MANUFACTURED HOUSING COMMUNITIES ASSOCIATION","2848b36d-4780-4918-86f7-93531c6d9145","2026-08-28","manual_review"
"UNITED ASSOCATION NO.159 CONSUMER PROTECTION FUND","d3f20fd0-37bc-4989-988b-55fb0d960916","2026-08-28","manual_review"
"UNITED ASSOCIATION NO. 159 CONSUMER PROTECTION FUND SPONSORED BY PLUMBERS & STEAMFITTERS LOCAL 159","d3f20fd0-37bc-4989-988b-55fb0d960916","2026-08-28","manual_review"
"ASTRA ZENECA PHARMACEUTICALS LP","649b1040-402c-4284-aa00-72225e749f32","2026-08-28","manual_review"
"ASTRAZENECA PHARMACEUTICALS","649b1040-402c-4284-aa00-72225e749f32","2026-08-28","manual_review"
"ASTRAZENECA PHARMACEUTICALS LP, INCLUDING ITS SUBSIDIARY MEDIMMUNE","649b1040-402c-4284-aa00-72225e749f32","2026-08-28","manual_review"
"ASTRAZENECA PHARMACEUTICALS, LP INCLUDING IT'S SUBSIDIARY MEDIMMUNE","649b1040-402c-4284-aa00-72225e749f32","2026-08-28","manual_review"
"SOUTHERN CALIFORNIA CONTRACTORS ASSOCIATION PAC","4cf620c8-06b5-4b2d-813c-17a7a02b0f55","2026-08-28","manual_review"
"SOUTHERN CALIFORNIA CONTRACTORS ASSOCIATION POLITICAL ACTION COMMITTEE","4cf620c8-06b5-4b2d-813c-17a7a02b0f55","2026-08-28","manual_review"
"CALIFORNIA FINANCIAL SERVICES ASSN. PAC","8fc928ed-6c0b-4f55-a99a-1d70d3a63707","2026-08-28","manual_review"
"CALIFORNIA FINANCIAL SERVICES ASSOCIATION PAC","8fc928ed-6c0b-4f55-a99a-1d70d3a63707","2026-08-28","manual_review"
"CALIFORNIA FINANCIAL SERVICES ASSOCIATION POLITICAL ACTION COMMITTEE","8fc928ed-6c0b-4f55-a99a-1d70d3a63707","2026-08-28","manual_review"
"CALIFORNIA AMBULANCE ASSOCIATION PAC","cb806d43-dc0e-4511-8711-2ef34f99757e","2026-08-28","manual_review"
"CALIFORNIA AMBULANCE ASSOCIATION POLITICAL ACTION COMMITTEE","cb806d43-dc0e-4511-8711-2ef34f99757e","2026-08-28","manual_review"
"CA MORTGAGE BANKERS ASSOCIATION PAC","346b66bd-930e-4919-88f2-44dbbb0dca2f","2026-08-28","manual_review"
"CALIFORNIA MORTGAGE BANKERS ASSOC. POLITICAL ACTION PAC , SPONSORED BY:  CALIFORNIA MORTGAGE BANKERS ASSOCIATION","346b66bd-930e-4919-88f2-44dbbb0dca2f","2026-08-28","manual_review"
"CALIFORNIA MORTGAGE BANKERS ASSOC. POLITICAL ACTION PAC TWO, SPONSORED BY:  CALIFORNIA MORTGAGE BANKERS ASSOCIATION","346b66bd-930e-4919-88f2-44dbbb0dca2f","2026-08-28","manual_review"
"CALIFORNIA MORTGAGE BANKERS ASSOCIATION","346b66bd-930e-4919-88f2-44dbbb0dca2f","2026-08-28","manual_review"
"CALIFORNIA MORTGAGE BANKERS ASSOCIATION PAC","346b66bd-930e-4919-88f2-44dbbb0dca2f","2026-08-28","manual_review"
"CALIFORNIA MORTGAGE BANKERS ASSOCIATION PAC (CAMPAC)","346b66bd-930e-4919-88f2-44dbbb0dca2f","2026-08-28","manual_review"
"ASSOCIATED GENERAL CONTRACTORS PAC","79c6d841-ea96-490c-8f71-38486400c6f2","2026-08-28","manual_review"
"ASSOCIATED GENERAL CONTRACTORS PAC OF CA","79c6d841-ea96-490c-8f71-38486400c6f2","2026-08-28","manual_review"
"ASSOCIATED GENERAL CONTRACTORS POLITICAL ACTION COMMITTEE","79c6d841-ea96-490c-8f71-38486400c6f2","2026-08-28","manual_review"
"ASSOCIATED GENERAL CONTRACTORS POLITICAL ACTION COMMITTEE OF CA","79c6d841-ea96-490c-8f71-38486400c6f2","2026-08-28","manual_review"
"ASSOCIATED GENERAL CONTRACTORS POLITICAL ACTION COMMITTEE OF CALIFORNIA","79c6d841-ea96-490c-8f71-38486400c6f2","2026-08-28","manual_review"
"CALIFORNIA RICE INDUSTRY ASSN PAC","61a24978-65da-420a-8d4b-fcd1eba8923a","2026-08-28","manual_review"
