race_prop,candidate,code,code_label,total_amount,n_contributions,candidate_total,pct_of_total
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,90,Candidates/Political Parties,85.0244956989813,1,58276335.920000024,1.4589883587688205e-4
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,20,Utilities/Infrastructure,71.61686283389679,1,58276335.920000024,1.2289184229463264e-4
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,100a,Megadonors,35.566716250880404,1,58276335.920000024,6.103114701601231e-5
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,88,PACs,17.86010974739518,1,58276335.920000024,3.064727640377561e-5
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,92a,Tribes,1.7894797125531663,1,58276335.920000024,3.070679863966927e-6
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,21,Oil and Gas,0.7552906087454951,1,58276335.920000024,1.2960502694993298e-6
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,11,Agriculture/Livestock,0.623487502315483,1,58276335.920000024,1.069881097485929e-6
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,80,Other Industries,0.3513050578135969,1,58276335.920000024,6.028262626117362e-7
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,77,Unions,0.168932207021579,1,58276335.920000024,2.8988131177890793e-7
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,70,"Entertainment, Media and Gambling",0.001972777064389139,1,58276335.920000024,3.3852112238101368e-9
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,92,Government/Public Safety,9.677020372762704e-4,1,58276335.920000024,1.660540289637808e-9
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,76,Associations,9.538836742459612e-5,1,58276335.920000024,1.6368284985442867e-10
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,79,Technology,45717035.26878001,9,59277037.26000001,77.12435941806042
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,52,Finance/Insurance,7941520.553399915,9,59277037.26000001,13.397296694446691
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,100,Retired/Homemaker/Student/Unemployed,4520999.292153043,9,59277037.26000001,7.626898207349848
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,31-33,Manufacturing,1073241.5203879909,9,59277037.26000001,1.8105518932745504
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,99,99,23390.183084736716,10,59277037.26000001,0.03945909607820489
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,40,Real Estate/Construction,296.8573170183414,1,59277037.26000001,5.007964816397123e-4
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,60,Healthcare/Education,173.9661385766627,1,59277037.26000001,2.934798137997605e-4
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,50,Professional/Legal,158.71008325603572,1,59277037.26000001,2.67742941604696e-4
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,90,Candidates/Political Parties,87.86803903979946,1,59277037.26000001,1.4823284546829497e-4
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,20,Utilities/Infrastructure,74.01200380741807,1,59277037.26000001,1.2485779861565578e-4
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,100a,Megadonors,36.756202860810056,1,59277037.26000001,6.200748984735957e-5
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,88,PACs,18.457419919257752,1,59277037.26000001,3.113755473017335e-5
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,92a,Tribes,1.849326737558464,1,59277037.26000001,3.1198029170165443e-6
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,21,Oil and Gas,0.7805504066804857,1,59277037.26000001,1.3167837711875642e-6
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,11,Agriculture/Livestock,0.6443393017965328,1,59277037.26000001,1.0869964687511992e-6
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,80,Other Industries,0.36305403849886025,1,59277037.26000001,6.124699466784049e-7
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,77,Unions,0.17458194417528822,1,59277037.26000001,2.9451867408544665e-7
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,70,"Entertainment, Media and Gambling",0.002038754251766091,1,59277037.26000001,3.4393659771215266e-9
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,92,Government/Public Safety,0.0010000656833217014,1,59277037.26000001,1.6871047028467852e-9
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,76,Associations,9.85785181541226e-5,1,59277037.26000001,1.6630135835186744e-10
Insurance Commissioner,"UMBERG, THOMAS J.",50,Professional/Legal,171454.1302133714,26,364646.8999999999,47.01922057019309
Insurance Commissioner,"UMBERG, THOMAS J.",99,99,89412.55076315493,57,364646.8999999999,24.520310131021255
Insurance Commissioner,"UMBERG, THOMAS J.",77,Unions,38024.918745441086,8,364646.8999999999,10.427873854252182
Insurance Commissioner,"UMBERG, THOMAS J.",79,Technology,17322.912333167948,7,364646.8999999999,4.75059909549977
Insurance Commissioner,"UMBERG, THOMAS J.",92a,Tribes,11204.361054766734,4,364646.8999999999,3.072660443504864
Insurance Commissioner,"UMBERG, THOMAS J.",40,Real Estate/Construction,6652.465076894813,5,364646.8999999999,1.824358050732041
Insurance Commissioner,"UMBERG, THOMAS J.",92,Government/Public Safety,6500,1,364646.8999999999,1.7825463482618396
Insurance Commissioner,"UMBERG, THOMAS J.",60,Healthcare/Education,6124.746054995731,3,364646.8999999999,1.6796374945174997
Insurance Commissioner,"UMBERG, THOMAS J.",20,Utilities/Infrastructure,5578.390547780143,5,364646.8999999999,1.5298061077113625
Insurance Commissioner,"UMBERG, THOMAS J.",80,Other Industries,5486.189873046882,5,364646.8999999999,1.5045211883185854
Insurance Commissioner,"UMBERG, THOMAS J.",52,Finance/Insurance,5444.536134529831,4,364646.8999999999,1.4930981545516586
Insurance Commissioner,"UMBERG, THOMAS J.",31-33,Manufacturing,717.4249373617332,2,364646.8999999999,0.19674510803786716
Insurance Commissioner,"UMBERG, THOMAS J.",70,"Entertainment, Media and Gambling",324.99848890791736,2,364646.8999999999,0.08912690301437293
Insurance Commissioner,"UMBERG, THOMAS J.",21,Oil and Gas,262.2340273874402,2,364646.8999999999,0.07191450890915027
Insurance Commissioner,"UMBERG, THOMAS J.",76,Associations,68.02747241656802,1,364646.8999999999,0.018655711159636358
Insurance Commissioner,"UMBERG, THOMAS J.",101,Unitemized Contributions,40,1,364646.8999999999,0.010969515989303628
Insurance Commissioner,"UMBERG, THOMAS J.",88,PACs,28.686173264486523,1,364646.8999999999,0.007866835907417978
Insurance Commissioner,"UMBERG, THOMAS J.",11,Agriculture/Livestock,0.3281035123798242,1,364646.8999999999,8.997841812992906e-5
Insurance Commissioner,"VARGAS, EDUARDO E.",99,99,13084.149999999998,70,21905.08,59.73112173066703
Insurance Commissioner,"VARGAS, EDUARDO E.",101,Unitemized Contributions,8820.929999999998,6,21905.08,40.268878269332944
Insurance Commissioner,"WOLFF, PATRICK",52,Finance/Insurance,769509.9144347629,27,1152025.4399999997,66.79626054393061
Insurance Commissioner,"WOLFF, PATRICK",99,99,195008.57293667574,341,1152025.4399999997,16.927453697261736
Insurance Commissioner,"WOLFF, PATRICK",100,Retired/Homemaker/Student/Unemployed,83500,14,1152025.4399999997,7.2481038265960525
Insurance Commissioner,"WOLFF, PATRICK",40,Real Estate/Construction,57398.89122317882,9,1152025.4399999997,4.982432612180754
Insurance Commissioner,"WOLFF, PATRICK",79,Technology,24600,4,1152025.4399999997,2.135369510589975
Insurance Commissioner,"WOLFF, PATRICK",70,"Entertainment, Media and Gambling",10000,5,1152025.4399999997,0.8680363864186891
Insurance Commissioner,"WOLFF, PATRICK",60,Healthcare/Education,9826.69545131789,2,1152025.4399999997,0.8529929209998949
Insurance Commissioner,"WOLFF, PATRICK",101,Unitemized Contributions,2094,4,1152025.4399999997,0.18176681931607347
Insurance Commissioner,"WOLFF, PATRICK",50,Professional/Legal,45.18656750330674,1,1152025.4399999997,0.0039223584770234545
Insurance Commissioner,"WOLFF, PATRICK",20,Utilities/Infrastructure,42.17938656134796,1,1152025.4399999997,0.0036613242292069495
